TYPE_OF_FILE;COUNTRY;AREA;VESSEL;YEAR;HAUL_NUMBER;CODEND_CLOSING;PART_OF_THE_CODEND;GENUS;SPECIES;LENGTH_CLASSES_CODE;WEIGHT_OF_THE_FRACTION;WEIGHT_OF_THE_SAMPLE_MEASURED;SEX;NO_OF_INDIVIDUAL_OF_THE_ABOVE_SEX_MEASURED;LENGTH_CLASS;MATURITY;MATSUB;NUMBER_OF_INDIVIDUALS_IN_THE_LENGTH_CLASS_AND_MATURITY_STAGE
TC;ITA;10;SAN;1994;97;S;S;TRIS;CAP;0;900;900;I;42;70;0;;7
TC;ITA;10;SAN;1994;97;S;S;TRIS;CAP;0;900;900;I;42;75;0;;2
TC;ITA;10;SAN;1994;97;S;S;TRIS;CAP;0;900;900;I;42;80;0;;1
TC;ITA;10;SAN;1994;97;S;S;TRIS;CAP;0;900;900;I;42;85;0;;1
TC;ITA;10;SAN;1994;98;S;S;ELED;CIR;0;300;300;M;2;70;2;;2
TC;ITA;10;SAN;1994;98;S;S;ELED;CIR;0;300;300;I;6;25;0;;1
TC;ITA;10;SAN;1994;98;S;S;ELED;CIR;0;300;300;I;6;30;0;;3
TC;ITA;10;SAN;1994;98;S;S;ELED;CIR;0;300;300;I;6;35;0;;1
TC;ITA;10;SAN;1994;98;S;S;ELED;CIR;0;300;300;I;6;40;0;;1
TC;ITA;10;SAN;1994;98;S;S;ILLE;COI;0;400;400;M;1;125;2;;1
TC;ITA;10;SAN;1994;98;S;S;ILLE;COI;0;400;400;F;2;130;2;;1
TC;ITA;10;SAN;1994;98;S;S;ILLE;COI;0;400;400;F;2;160;2;;1
TC;ITA;10;SAN;1994;98;S;S;ILLE;COI;0;400;400;I;9;50;0;;1
TC;ITA;10;SAN;1994;98;S;S;ILLE;COI;0;400;400;I;9;60;0;;1
TC;ITA;10;SAN;1994;98;S;S;ILLE;COI;0;400;400;I;9;70;0;;1
TC;ITA;10;SAN;1994;98;S;S;ILLE;COI;0;400;400;I;9;80;0;;3
TC;ITA;10;SAN;1994;98;S;S;ILLE;COI;0;400;400;I;9;95;0;;1
TC;ITA;10;SAN;1994;98;S;S;ILLE;COI;0;400;400;I;9;105;0;;1
TC;ITA;10;SAN;1994;98;S;S;ILLE;COI;0;400;400;I;9;110;0;;1
TC;ITA;10;SAN;1994;98;S;S;MERL;MER;0;1000;1000;M;12;150;1;;1
TC;ITA;10;SAN;1994;98;S;S;MERL;MER;0;1000;1000;M;12;155;1;;1
TC;ITA;10;SAN;1994;98;S;S;MERL;MER;0;1000;1000;M;12;170;1;;1
TC;ITA;10;SAN;1994;98;S;S;MERL;MER;0;1000;1000;M;12;175;1;;1
TC;ITA;10;SAN;1994;98;S;S;MERL;MER;0;1000;1000;M;12;180;1;;2
TC;ITA;10;SAN;1994;98;S;S;MERL;MER;0;1000;1000;M;12;180;2;;1
TC;ITA;10;SAN;1994;98;S;S;MERL;MER;0;1000;1000;M;12;185;2;;1
TC;ITA;10;SAN;1994;98;S;S;MERL;MER;0;1000;1000;M;12;195;2;;2
TC;ITA;10;SAN;1994;98;S;S;MERL;MER;0;1000;1000;M;12;200;2;;1
TC;ITA;10;SAN;1994;98;S;S;MERL;MER;0;1000;1000;M;12;205;2;;1
TC;ITA;10;SAN;1994;98;S;S;MERL;MER;0;1000;1000;F;3;170;1;;1
TC;ITA;10;SAN;1994;98;S;S;MERL;MER;0;1000;1000;F;3;220;1;;1
TC;ITA;10;SAN;1994;98;S;S;MERL;MER;0;1000;1000;F;3;280;1;;1
TC;ITA;10;SAN;1994;98;S;S;MERL;MER;0;1000;1000;I;53;60;0;;7
TC;ITA;10;SAN;1994;98;S;S;MERL;MER;0;1000;1000;I;53;65;0;;6
TC;ITA;10;SAN;1994;98;S;S;MERL;MER;0;1000;1000;I;53;70;0;;5
TC;ITA;10;SAN;1994;98;S;S;MERL;MER;0;1000;1000;I;53;75;0;;11
TC;ITA;10;SAN;1994;98;S;S;MERL;MER;0;1000;1000;I;53;80;0;;9
TC;ITA;10;SAN;1994;98;S;S;MERL;MER;0;1000;1000;I;53;85;0;;7
TC;ITA;10;SAN;1994;98;S;S;MERL;MER;0;1000;1000;I;53;90;0;;5
TC;ITA;10;SAN;1994;98;S;S;MERL;MER;0;1000;1000;I;53;100;0;;1
TC;ITA;10;SAN;1994;98;S;S;MERL;MER;0;1000;1000;I;53;105;0;;1
TC;ITA;10;SAN;1994;98;S;S;MERL;MER;0;1000;1000;I;53;115;0;;1
TC;ITA;10;SAN;1994;98;S;S;PAPE;LON;m;100;100;M;9;19;0;;1
TC;ITA;10;SAN;1994;98;S;S;PAPE;LON;m;100;100;M;9;20;0;;1
TC;ITA;10;SAN;1994;98;S;S;PAPE;LON;m;100;100;M;9;21;0;;1
TC;ITA;10;SAN;1994;98;S;S;PAPE;LON;m;100;100;M;9;22;0;;4
TC;ITA;10;SAN;1994;98;S;S;PAPE;LON;m;100;100;M;9;23;0;;2
TC;ITA;10;SAN;1994;98;S;S;PAPE;LON;m;100;100;F;3;25;1;;1
TC;ITA;10;SAN;1994;98;S;S;PAPE;LON;m;100;100;F;3;26;1;;1
TC;ITA;10;SAN;1994;98;S;S;PAPE;LON;m;100;100;F;3;28;1;;1
TC;ITA;10;SAN;1994;98;S;S;PHYI;BLE;0;100;100;I;6;95;0;;1
TC;ITA;10;SAN;1994;98;S;S;PHYI;BLE;0;100;100;I;6;125;0;;2
TC;ITA;10;SAN;1994;98;S;S;PHYI;BLE;0;100;100;I;6;130;0;;1
TC;ITA;10;SAN;1994;98;S;S;PHYI;BLE;0;100;100;I;6;135;0;;1
TC;ITA;10;SAN;1994;98;S;S;PHYI;BLE;0;100;100;I;6;140;0;;1
TC;ITA;10;SAN;1994;98;S;S;SPIC;FLE;0;100;100;M;2;160;1;;1
TC;ITA;10;SAN;1994;98;S;S;SPIC;FLE;0;100;100;M;2;165;1;;1
TC;ITA;10;SAN;1994;98;S;S;TRAC;TRA;0;1900;1900;M;1;160;1;;1
TC;ITA;10;SAN;1994;98;S;S;TRAC;TRA;0;1900;1900;F;2;140;1;;1
TC;ITA;10;SAN;1994;98;S;S;TRAC;TRA;0;1900;1900;F;2;155;1;;1
TC;ITA;10;SAN;1994;98;S;S;TRAC;TRA;0;1900;1900;I;208;70;0;;1
TC;ITA;10;SAN;1994;98;S;S;TRAC;TRA;0;1900;1900;I;208;85;0;;3
TC;ITA;10;SAN;1994;98;S;S;TRAC;TRA;0;1900;1900;I;208;90;0;;21
TC;ITA;10;SAN;1994;98;S;S;TRAC;TRA;0;1900;1900;I;208;95;0;;27
TC;ITA;10;SAN;1994;98;S;S;TRAC;TRA;0;1900;1900;I;208;100;0;;67
TC;ITA;10;SAN;1994;98;S;S;TRAC;TRA;0;1900;1900;I;208;105;0;;47
TC;ITA;10;SAN;1994;98;S;S;TRAC;TRA;0;1900;1900;I;208;110;0;;30
TC;ITA;10;SAN;1994;98;S;S;TRAC;TRA;0;1900;1900;I;208;115;0;;8
TC;ITA;10;SAN;1994;98;S;S;TRAC;TRA;0;1900;1900;I;208;120;0;;4
TC;ITA;10;SAN;1994;98;S;S;TRIS;CAP;0;200;200;M;1;120;1;;1
TC;ITA;10;SAN;1994;98;S;S;TRIS;CAP;0;200;200;I;67;50;0;;9
TC;ITA;10;SAN;1994;98;S;S;TRIS;CAP;0;200;200;I;67;55;0;;13
TC;ITA;10;SAN;1994;98;S;S;TRIS;CAP;0;200;200;I;67;60;0;;13
TC;ITA;10;SAN;1994;98;S;S;TRIS;CAP;0;200;200;I;67;65;0;;11
TC;ITA;10;SAN;1994;98;S;S;TRIS;CAP;0;200;200;I;67;70;0;;16
TC;ITA;10;SAN;1994;98;S;S;TRIS;CAP;0;200;200;I;67;75;0;;5
TC;ITA;10;SAN;1994;99;S;S;ELED;CIR;0;700;700;M;1;95;2;;1
TC;ITA;10;SAN;1994;99;S;S;ELED;CIR;0;700;700;F;1;130;3;;1
TC;ITA;10;SAN;1994;99;S;S;MERL;MER;0;900;900;M;8;155;1;;1
TC;ITA;10;SAN;1994;99;S;S;MERL;MER;0;900;900;M;8;170;1;;1
TC;ITA;10;SAN;1994;99;S;S;MERL;MER;0;900;900;M;8;185;1;;1
TC;ITA;10;SAN;1994;99;S;S;MERL;MER;0;900;900;M;8;210;1;;1
TC;ITA;10;SAN;1994;99;S;S;MERL;MER;0;900;900;M;8;220;1;;1
TC;ITA;10;SAN;1994;99;S;S;MERL;MER;0;900;900;M;8;230;1;;1
TC;ITA;10;SAN;1994;99;S;S;MERL;MER;0;900;900;M;8;240;1;;1
TC;ITA;10;SAN;1994;99;S;S;MERL;MER;0;900;900;M;8;245;1;;1
TC;ITA;10;SAN;1994;99;S;S;MERL;MER;0;900;900;F;2;210;1;;1
TC;ITA;10;SAN;1994;99;S;S;MERL;MER;0;900;900;F;2;230;1;;1
TC;ITA;10;SAN;1994;99;S;S;MERL;MER;0;900;900;I;32;65;0;;1
TC;ITA;10;SAN;1994;99;S;S;MERL;MER;0;900;900;I;32;70;0;;3
TC;ITA;10;SAN;1994;99;S;S;MERL;MER;0;900;900;I;32;75;0;;5
TC;ITA;10;SAN;1994;99;S;S;MERL;MER;0;900;900;I;32;80;0;;5
TC;ITA;10;SAN;1994;99;S;S;MERL;MER;0;900;900;I;32;85;0;;2
TC;ITA;10;SAN;1994;99;S;S;MERL;MER;0;900;900;I;32;90;0;;2
TC;ITA;10;SAN;1994;99;S;S;MERL;MER;0;900;900;I;32;95;0;;3
TC;ITA;10;SAN;1994;99;S;S;MERL;MER;0;900;900;I;32;100;0;;2
TC;ITA;10;SAN;1994;99;S;S;MERL;MER;0;900;900;I;32;105;0;;2
TC;ITA;10;SAN;1994;99;S;S;MERL;MER;0;900;900;I;32;110;0;;2
TC;ITA;10;SAN;1994;99;S;S;MERL;MER;0;900;900;I;32;115;0;;3
TC;ITA;10;SAN;1994;99;S;S;MERL;MER;0;900;900;I;32;125;0;;1
TC;ITA;10;SAN;1994;99;S;S;MERL;MER;0;900;900;I;32;130;0;;1
TC;ITA;10;SAN;1994;99;S;S;TRAC;TRA;0;50;50;I;3;105;0;;1
TC;ITA;10;SAN;1994;99;S;S;TRAC;TRA;0;50;50;I;3;120;0;;1
TC;ITA;10;SAN;1994;99;S;S;TRAC;TRA;0;50;50;I;3;130;0;;1
TC;ITA;10;SAN;1994;99;S;S;TRIS;CAP;0;20;20;I;1;70;0;;1
TC;ITA;10;SAN;1994;100;S;S;ELED;CIR;0;1750;1750;M;2;80;2;;1
TC;ITA;10;SAN;1994;100;S;S;ELED;CIR;0;1750;1750;M;2;90;2;;1
TC;ITA;10;SAN;1994;100;S;S;ELED;CIR;0;1750;1750;F;4;90;3;;1
TC;ITA;10;SAN;1994;100;S;S;ELED;CIR;0;1750;1750;F;4;105;3;;1
TC;ITA;10;SAN;1994;100;S;S;ELED;CIR;0;1750;1750;F;4;120;3;;1
TC;ITA;10;SAN;1994;100;S;S;ELED;CIR;0;1750;1750;F;4;125;3;;1
TC;ITA;10;SAN;1994;100;S;S;ELED;CIR;0;1750;1750;I;2;20;0;;1
TC;ITA;10;SAN;1994;100;S;S;ELED;CIR;0;1750;1750;I;2;30;0;;1
TC;ITA;10;SAN;1994;100;S;S;ILLE;COI;0;450;450;M;2;110;1;;1
TC;ITA;10;SAN;1994;100;S;S;ILLE;COI;0;450;450;M;2;165;1;;1
TC;ITA;10;SAN;1994;100;S;S;ILLE;COI;0;450;450;F;2;170;3;;1
TC;ITA;10;SAN;1994;100;S;S;ILLE;COI;0;450;450;F;2;180;2;;1
TC;ITA;10;SAN;1994;100;S;S;MERL;MER;0;1800;1800;M;12;145;1;;2
TC;ITA;10;SAN;1994;100;S;S;MERL;MER;0;1800;1800;M;12;150;1;;1
TC;ITA;10;SAN;1994;100;S;S;MERL;MER;0;1800;1800;M;12;165;1;;1
TC;ITA;10;SAN;1994;100;S;S;MERL;MER;0;1800;1800;M;12;170;1;;1
TC;ITA;10;SAN;1994;100;S;S;MERL;MER;0;1800;1800;M;12;180;1;;2
TC;ITA;10;SAN;1994;100;S;S;MERL;MER;0;1800;1800;M;12;185;1;;2
TC;ITA;10;SAN;1994;100;S;S;MERL;MER;0;1800;1800;M;12;190;1;;1
TC;ITA;10;SAN;1994;100;S;S;MERL;MER;0;1800;1800;M;12;195;1;;1
TC;ITA;10;SAN;1994;100;S;S;MERL;MER;0;1800;1800;M;12;210;1;;1
TC;ITA;10;SAN;1994;100;S;S;MERL;MER;0;1800;1800;F;5;155;1;;1
TC;ITA;10;SAN;1994;100;S;S;MERL;MER;0;1800;1800;F;5;170;1;;1
TC;ITA;10;SAN;1994;100;S;S;MERL;MER;0;1800;1800;F;5;185;1;;2
TC;ITA;10;SAN;1994;100;S;S;MERL;MER;0;1800;1800;F;5;205;1;;1
TC;ITA;10;SAN;1994;100;S;S;MERL;MER;0;1800;1800;I;235;50;0;;2
TC;ITA;10;SAN;1994;100;S;S;MERL;MER;0;1800;1800;I;235;60;0;;3
TC;ITA;10;SAN;1994;100;S;S;MERL;MER;0;1800;1800;I;235;65;0;;14
TC;ITA;10;SAN;1994;100;S;S;MERL;MER;0;1800;1800;I;235;70;0;;26
TC;ITA;10;SAN;1994;100;S;S;MERL;MER;0;1800;1800;I;235;75;0;;42
TC;ITA;10;SAN;1994;100;S;S;MERL;MER;0;1800;1800;I;235;80;0;;34
TC;ITA;10;SAN;1994;100;S;S;MERL;MER;0;1800;1800;I;235;85;0;;45
TC;ITA;10;SAN;1994;100;S;S;MERL;MER;0;1800;1800;I;235;90;0;;28
TC;ITA;10;SAN;1994;100;S;S;MERL;MER;0;1800;1800;I;235;95;0;;9
TC;ITA;10;SAN;1994;100;S;S;MERL;MER;0;1800;1800;I;235;100;0;;11
TC;ITA;10;SAN;1994;100;S;S;MERL;MER;0;1800;1800;I;235;105;0;;6
TC;ITA;10;SAN;1994;100;S;S;MERL;MER;0;1800;1800;I;235;110;0;;4
TC;ITA;10;SAN;1994;100;S;S;MERL;MER;0;1800;1800;I;235;115;0;;3
TC;ITA;10;SAN;1994;100;S;S;MERL;MER;0;1800;1800;I;235;120;0;;3
TC;ITA;10;SAN;1994;100;S;S;MERL;MER;0;1800;1800;I;235;125;0;;2
TC;ITA;10;SAN;1994;100;S;S;MERL;MER;0;1800;1800;I;235;130;0;;2
TC;ITA;10;SAN;1994;100;S;S;MERL;MER;0;1800;1800;I;235;135;0;;1
TC;ITA;10;SAN;1994;100;S;S;PAPE;LON;m;80;80;F;2;14;1;;1
TC;ITA;10;SAN;1994;100;S;S;PAPE;LON;m;80;80;F;2;29;2;;1
TC;ITA;10;SAN;1994;100;S;S;PHYI;BLE;0;20;20;I;1;85;0;;1
TC;ITA;10;SAN;1994;100;S;S;RAJA;CLA;0;30;30;I;1;125;0;;1
TC;ITA;10;SAN;1994;100;S;S;TRAC;TRA;0;550;550;M;2;195;1;;2
TC;ITA;10;SAN;1994;100;S;S;TRAC;TRA;0;550;550;F;3;175;1;;1
TC;ITA;10;SAN;1994;100;S;S;TRAC;TRA;0;550;550;F;3;180;1;;1
TC;ITA;10;SAN;1994;100;S;S;TRAC;TRA;0;550;550;F;3;190;1;;1
TC;ITA;10;SAN;1994;100;S;S;TRAC;TRA;0;550;550;I;21;110;0;;1
TC;ITA;10;SAN;1994;100;S;S;TRAC;TRA;0;550;550;I;21;115;0;;4
TC;ITA;10;SAN;1994;100;S;S;TRAC;TRA;0;550;550;I;21;120;0;;13
TC;ITA;10;SAN;1994;100;S;S;TRAC;TRA;0;550;550;I;21;130;0;;3
TC;ITA;10;SAN;1994;100;S;S;TRIS;CAP;0;40;40;I;2;60;0;;1
TC;ITA;10;SAN;1994;100;S;S;TRIS;CAP;0;40;40;I;2;80;0;;1
TC;ITA;10;SAN;1994;100;S;S;ZEUS;FAB;0;200;200;F;1;250;1;;1
TC;ITA;10;SAN;1994;101;S;S;CITH;MAC;0;200;200;M;5;140;1;;2
TC;ITA;10;SAN;1994;101;S;S;CITH;MAC;0;200;200;M;5;155;1;;1
TC;ITA;10;SAN;1994;101;S;S;CITH;MAC;0;200;200;M;5;165;1;;1
TC;ITA;10;SAN;1994;101;S;S;CITH;MAC;0;200;200;M;5;180;2;;1
TC;ITA;10;SAN;1994;101;S;S;CITH;MAC;0;200;200;F;2;160;1;;1
TC;ITA;10;SAN;1994;101;S;S;CITH;MAC;0;200;200;F;2;195;2;;1
TC;ITA;10;SAN;1994;101;S;S;ILLE;COI;0;100;100;I;3;95;0;;1
TC;ITA;10;SAN;1994;101;S;S;ILLE;COI;0;100;100;I;3;100;0;;2
TC;ITA;10;SAN;1994;101;S;S;MERL;MER;0;1450;1450;M;2;200;1;;1
TC;ITA;10;SAN;1994;101;S;S;MERL;MER;0;1450;1450;M;2;255;2;;1
TC;ITA;10;SAN;1994;101;S;S;MERL;MER;0;1450;1450;F;5;140;1;;2
TC;ITA;10;SAN;1994;101;S;S;MERL;MER;0;1450;1450;F;5;145;1;;1
TC;ITA;10;SAN;1994;101;S;S;MERL;MER;0;1450;1450;F;5;160;1;;1
TC;ITA;10;SAN;1994;101;S;S;MERL;MER;0;1450;1450;F;5;260;1;;1
TC;ITA;10;SAN;1994;101;S;S;MERL;MER;0;1450;1450;I;342;55;0;;3
TC;ITA;10;SAN;1994;101;S;S;MERL;MER;0;1450;1450;I;342;60;0;;7
TC;ITA;10;SAN;1994;101;S;S;MERL;MER;0;1450;1450;I;342;65;0;;9
TC;ITA;10;SAN;1994;101;S;S;MERL;MER;0;1450;1450;I;342;70;0;;28
TC;ITA;10;SAN;1994;101;S;S;MERL;MER;0;1450;1450;I;342;75;0;;36
TC;ITA;10;SAN;1994;101;S;S;MERL;MER;0;1450;1450;I;342;80;0;;50
TC;ITA;10;SAN;1994;101;S;S;MERL;MER;0;1450;1450;I;342;85;0;;45
TC;ITA;10;SAN;1994;101;S;S;MERL;MER;0;1450;1450;I;342;90;0;;48
TC;ITA;10;SAN;1994;101;S;S;MERL;MER;0;1450;1450;I;342;95;0;;40
TC;ITA;10;SAN;1994;101;S;S;MERL;MER;0;1450;1450;I;342;100;0;;34
TC;ITA;10;SAN;1994;101;S;S;MERL;MER;0;1450;1450;I;342;105;0;;13
TC;ITA;10;SAN;1994;101;S;S;MERL;MER;0;1450;1450;I;342;110;0;;12
TC;ITA;10;SAN;1994;101;S;S;MERL;MER;0;1450;1450;I;342;115;0;;5
TC;ITA;10;SAN;1994;101;S;S;MERL;MER;0;1450;1450;I;342;120;0;;4
TC;ITA;10;SAN;1994;101;S;S;MERL;MER;0;1450;1450;I;342;125;0;;4
TC;ITA;10;SAN;1994;101;S;S;MERL;MER;0;1450;1450;I;342;130;0;;2
TC;ITA;10;SAN;1994;101;S;S;MERL;MER;0;1450;1450;I;342;135;0;;1
TC;ITA;10;SAN;1994;101;S;S;MERL;MER;0;1450;1450;I;342;140;0;;1
TC;ITA;10;SAN;1994;101;S;S;PAPE;LON;m;50;50;M;3;11;0;;1
TC;ITA;10;SAN;1994;101;S;S;PAPE;LON;m;50;50;M;3;23;0;;1
TC;ITA;10;SAN;1994;101;S;S;PAPE;LON;m;50;50;M;3;25;0;;1
TC;ITA;10;SAN;1994;101;S;S;PAPE;LON;m;50;50;F;3;13;1;;1
TC;ITA;10;SAN;1994;101;S;S;PAPE;LON;m;50;50;F;3;15;1;;1
TC;ITA;10;SAN;1994;101;S;S;PAPE;LON;m;50;50;F;3;19;2;;1
TC;ITA;10;SAN;1994;101;S;S;PHYI;BLE;0;50;50;I;4;90;0;;1
TC;ITA;10;SAN;1994;101;S;S;PHYI;BLE;0;50;50;I;4;110;0;;3
TC;ITA;10;SAN;1994;101;S;S;TRAC;TRA;0;50;50;I;1;120;0;;1
TC;ITA;10;SAN;1994;101;S;S;TRIS;CAP;0;50;50;I;23;45;0;;6
TC;ITA;10;SAN;1994;101;S;S;TRIS;CAP;0;50;50;I;23;50;0;;1
TC;ITA;10;SAN;1994;101;S;S;TRIS;CAP;0;50;50;I;23;55;0;;4
TC;ITA;10;SAN;1994;101;S;S;TRIS;CAP;0;50;50;I;23;60;0;;1
TC;ITA;10;SAN;1994;101;S;S;TRIS;CAP;0;50;50;I;23;65;0;;5
TC;ITA;10;SAN;1994;101;S;S;TRIS;CAP;0;50;50;I;23;70;0;;1
TC;ITA;10;SAN;1994;101;S;S;TRIS;CAP;0;50;50;I;23;75;0;;3
TC;ITA;10;SAN;1994;101;S;S;TRIS;CAP;0;50;50;I;23;80;0;;1
TC;ITA;10;SAN;1994;101;S;S;TRIS;CAP;0;50;50;I;23;85;0;;1
TC;ITA;10;SAN;1994;102;S;S;ELED;CIR;0;1200;1200;M;1;95;2;;1
TC;ITA;10;SAN;1994;102;S;S;ELED;CIR;0;1200;1200;F;3;85;3;;1
TC;ITA;10;SAN;1994;102;S;S;ELED;CIR;0;1200;1200;F;3;95;3;;1
TC;ITA;10;SAN;1994;102;S;S;ELED;CIR;0;1200;1200;F;3;105;3;;1
TC;ITA;10;SAN;1994;102;S;S;ILLE;COI;0;250;250;I;19;60;0;;2
TC;ITA;10;SAN;1994;102;S;S;ILLE;COI;0;250;250;I;19;65;0;;3
TC;ITA;10;SAN;1994;102;S;S;ILLE;COI;0;250;250;I;19;70;0;;3
TC;ITA;10;SAN;1994;102;S;S;ILLE;COI;0;250;250;I;19;75;0;;5
TC;ITA;10;SAN;1994;102;S;S;ILLE;COI;0;250;250;I;19;80;0;;1
TC;ITA;10;SAN;1994;102;S;S;ILLE;COI;0;250;250;I;19;85;0;;1
TC;ITA;10;SAN;1994;102;S;S;ILLE;COI;0;250;250;I;19;90;0;;1
TC;ITA;10;SAN;1994;102;S;S;ILLE;COI;0;250;250;I;19;95;0;;1
TC;ITA;10;SAN;1994;102;S;S;ILLE;COI;0;250;250;I;19;100;0;;1
TC;ITA;10;SAN;1994;102;S;S;ILLE;COI;0;250;250;I;19;110;0;;1
TC;ITA;10;SAN;1994;102;S;S;MERL;MER;0;4150;4150;M;25;135;1;;1
TC;ITA;10;SAN;1994;102;S;S;MERL;MER;0;4150;4150;M;25;140;1;;4
TC;ITA;10;SAN;1994;102;S;S;MERL;MER;0;4150;4150;M;25;145;1;;3
TC;ITA;10;SAN;1994;102;S;S;MERL;MER;0;4150;4150;M;25;150;1;;11
TC;ITA;10;SAN;1994;102;S;S;MERL;MER;0;4150;4150;M;25;155;1;;2
TC;ITA;10;SAN;1994;102;S;S;MERL;MER;0;4150;4150;M;25;160;1;;3
TC;ITA;10;SAN;1994;102;S;S;MERL;MER;0;4150;4150;M;25;165;1;;1
TC;ITA;10;SAN;1994;102;S;S;MERL;MER;0;4150;4150;F;3;145;1;;1
TC;ITA;10;SAN;1994;102;S;S;MERL;MER;0;4150;4150;F;3;170;1;;1
TC;ITA;10;SAN;1994;102;S;S;MERL;MER;0;4150;4150;F;3;265;1;;1
TC;ITA;10;SAN;1994;102;S;S;MERL;MER;0;4150;4150;I;413;60;0;;4
TC;ITA;10;SAN;1994;102;S;S;MERL;MER;0;4150;4150;I;413;65;0;;7
TC;ITA;10;SAN;1994;102;S;S;MERL;MER;0;4150;4150;I;413;70;0;;17
TC;ITA;10;SAN;1994;102;S;S;MERL;MER;0;4150;4150;I;413;75;0;;20
TC;ITA;10;SAN;1994;102;S;S;MERL;MER;0;4150;4150;I;413;80;0;;17
TC;ITA;10;SAN;1994;102;S;S;MERL;MER;0;4150;4150;I;413;85;0;;53
TC;ITA;10;SAN;1994;102;S;S;MERL;MER;0;4150;4150;I;413;90;0;;40
TC;ITA;10;SAN;1994;102;S;S;MERL;MER;0;4150;4150;I;413;95;0;;80
TC;ITA;10;SAN;1994;102;S;S;MERL;MER;0;4150;4150;I;413;100;0;;42
TC;ITA;10;SAN;1994;102;S;S;MERL;MER;0;4150;4150;I;413;105;0;;30
TC;ITA;10;SAN;1994;102;S;S;MERL;MER;0;4150;4150;I;413;110;0;;25
TC;ITA;10;SAN;1994;102;S;S;MERL;MER;0;4150;4150;I;413;115;0;;18
TC;ITA;10;SAN;1994;102;S;S;MERL;MER;0;4150;4150;I;413;120;0;;18
TC;ITA;10;SAN;1994;102;S;S;MERL;MER;0;4150;4150;I;413;125;0;;18
TC;ITA;10;SAN;1994;102;S;S;MERL;MER;0;4150;4150;I;413;130;0;;14
TC;ITA;10;SAN;1994;102;S;S;MERL;MER;0;4150;4150;I;413;135;0;;8
TC;ITA;10;SAN;1994;102;S;S;MERL;MER;0;4150;4150;I;413;140;0;;1
TC;ITA;10;SAN;1994;102;S;S;MERL;MER;0;4150;4150;I;413;150;0;;1
TC;ITA;10;SAN;1994;102;S;S;PAPE;LON;m;50;50;M;2;24;0;;1
TC;ITA;10;SAN;1994;102;S;S;PAPE;LON;m;50;50;M;2;25;0;;1
TC;ITA;10;SAN;1994;102;S;S;PAPE;LON;m;50;50;F;5;12;1;;3
TC;ITA;10;SAN;1994;102;S;S;PAPE;LON;m;50;50;F;5;13;1;;1
TC;ITA;10;SAN;1994;102;S;S;PAPE;LON;m;50;50;F;5;32;1;;1
TC;ITA;10;SAN;1994;102;S;S;TRAC;TRA;0;100;100;I;11;40;0;;1
TC;ITA;10;SAN;1994;102;S;S;TRAC;TRA;0;100;100;I;11;80;0;;1
TC;ITA;10;SAN;1994;102;S;S;TRAC;TRA;0;100;100;I;11;100;0;;1
TC;ITA;10;SAN;1994;102;S;S;TRAC;TRA;0;100;100;I;11;105;0;;3
TC;ITA;10;SAN;1994;102;S;S;TRAC;TRA;0;100;100;I;11;120;0;;3
TC;ITA;10;SAN;1994;102;S;S;TRAC;TRA;0;100;100;I;11;125;0;;1
TC;ITA;10;SAN;1994;102;S;S;TRAC;TRA;0;100;100;I;11;130;0;;1
TC;ITA;10;SAN;1994;102;S;S;TRIS;CAP;0;40;40;M;1;140;1;;1
TC;ITA;10;SAN;1994;103;S;S;ILLE;COI;0;50;50;M;1;110;1;;1
TC;ITA;10;SAN;1994;103;S;S;ILLE;COI;0;50;50;F;2;165;1;;1
TC;ITA;10;SAN;1994;103;S;S;ILLE;COI;0;50;50;F;2;180;1;;1
TC;ITA;10;SAN;1994;103;S;S;LOPH;BUD;0;1200;1200;M;3;250;1;;1
TC;ITA;10;SAN;1994;103;S;S;LOPH;BUD;0;1200;1200;M;3;320;1;;1
TC;ITA;10;SAN;1994;103;S;S;LOPH;BUD;0;1200;1200;M;3;345;2;;1
TC;ITA;10;SAN;1994;103;S;S;MERL;MER;0;900;900;M;11;145;1;;2
TC;ITA;10;SAN;1994;103;S;S;MERL;MER;0;900;900;M;11;150;1;;4
TC;ITA;10;SAN;1994;103;S;S;MERL;MER;0;900;900;M;11;155;1;;2
TC;ITA;10;SAN;1994;103;S;S;MERL;MER;0;900;900;M;11;160;1;;1
TC;ITA;10;SAN;1994;103;S;S;MERL;MER;0;900;900;M;11;190;1;;1
TC;ITA;10;SAN;1994;103;S;S;MERL;MER;0;900;900;M;11;285;3;;1
TC;ITA;10;SAN;1994;103;S;S;MERL;MER;0;900;900;F;9;145;1;;1
TC;ITA;10;SAN;1994;103;S;S;MERL;MER;0;900;900;F;9;150;1;;2
TC;ITA;10;SAN;1994;103;S;S;MERL;MER;0;900;900;F;9;155;1;;4
TC;ITA;10;SAN;1994;103;S;S;MERL;MER;0;900;900;F;9;175;1;;1
TC;ITA;10;SAN;1994;103;S;S;MERL;MER;0;900;900;F;9;255;1;;1
TC;ITA;10;SAN;1994;103;S;S;MERL;MER;0;900;900;I;10;85;0;;1
TC;ITA;10;SAN;1994;103;S;S;MERL;MER;0;900;900;I;10;90;0;;1
TC;ITA;10;SAN;1994;103;S;S;MERL;MER;0;900;900;I;10;120;0;;3
TC;ITA;10;SAN;1994;103;S;S;MERL;MER;0;900;900;I;10;130;0;;2
