TYPE_OF_FILE;COUNTRY;AREA;VESSEL;YEAR;HAUL_NUMBER;CODEND_CLOSING;PART_OF_THE_CODEND;FAUNISTIC_CATEGORY;GENUS;SPECIES;NAME_OF_THE_REFERENCE_LIST;TOTAL_WEIGHT_IN_HAUL;TOTAL_NUMBER_IN_HAUL;NUMBER_OF_FEMALES;NUMBER_OF_MALES;NUMBER_OF_UNDETERMINED
TB;ITA;18;BIM;1994;141;S;S;A;CAPO;APE;FM;79.0000036358833;1;0;0;1
TB;ITA;18;BIM;1994;141;S;S;C;ELED;CIR;FM;4467.99993515015;10;10;0;0
TB;ITA;18;BIM;1994;141;S;S;A;HELI;DAC;FM;4544.00014877319;43;0;0;43
TB;ITA;18;BIM;1994;141;S;S;A;LEPM;BOS;FM;303.000003099442;2;2;0;0
TB;ITA;18;BIM;1994;141;S;S;A;LEPM;WHS;FM;607.999980449677;3;0;0;3
TB;ITA;18;BIM;1994;141;S;S;A;LOPH;PIS;FM;1559.99994277954;1;0;1;0
TB;ITA;18;BIM;1994;141;S;S;A;MERL;MER;FM;2588.00005912781;51;23;16;12
TB;ITA;18;BIM;1994;141;S;S;A;MULL;SUR;FM;444.999992847443;5;1;4;0
TB;ITA;18;BIM;1994;141;S;S;C;OCTO;SAL;FM;236.000001430511;1;0;0;1
TB;ITA;18;BIM;1994;141;S;S;A;PAGE;ACA;FM;1756.00004196167;11;1;10;0
TB;ITA;18;BIM;1994;141;S;S;A;PHYI;BLE;FM;166.999995708466;1;0;1;0
TB;ITA;18;BIM;1994;141;S;S;A;RAJA;MON;FM;4650.00009536743;7;0;0;7
TB;ITA;18;BIM;1994;141;S;S;C;TODI;EBL;FM;574.000000953674;4;0;0;4
TB;ITA;18;BIM;1994;141;S;S;A;TRAC;TRA;FM;328.999996185303;1;1;0;0
TB;ITA;18;BIM;1994;141;S;S;A;TRIG;LYR;FM;189.999997615814;2;0;0;2
TB;ITA;18;BIM;1994;141;S;S;A;TRIS;CAP;FM;52.0000010728836;2;0;2;0
TB;ITA;18;BIM;1994;142;S;S;A;ANTO;MEG;FM;14.0000004321337;2;0;0;2
TB;ITA;18;BIM;1994;142;S;S;A;ARGE;SPY;FM;1669.99995708466;108;0;0;108
TB;ITA;18;BIM;1994;142;S;S;A;ARNO;RUP;FM;358.000010251999;28;0;0;28
TB;ITA;18;BIM;1994;142;S;S;A;ASPI;CUC;FM;1143.00000667572;22;0;0;22
TB;ITA;18;BIM;1994;142;S;S;A;CALL;RUB;FM;126.000002026558;3;0;0;3
TB;ITA;18;BIM;1994;142;S;S;A;CALM;MAC;FM;17.000000923872;5;0;0;5
TB;ITA;18;BIM;1994;142;S;S;A;CAPO;APE;FM;1337.00001239777;33;0;0;33
TB;ITA;18;BIM;1994;142;S;S;B;CHLO;GRA;FM;7.00000021606684;2;0;0;2
TB;ITA;18;BIM;1994;142;S;S;A;CONG;CON;FM;61.0000006854534;1;0;0;1
TB;ITA;18;BIM;1994;142;S;S;C;ELED;CIR;FM;4968.9998626709;14;8;6;0
TB;ITA;18;BIM;1994;142;S;S;A;GADI;ARG;FM;12.0000001043081;4;0;0;4
TB;ITA;18;BIM;1994;142;S;S;A;GLOS;LEI;FM;2799.00002479553;327;0;0;327
TB;ITA;18;BIM;1994;142;S;S;A;GOBI;FRI;FM;2.0000000949949;1;0;0;1
TB;ITA;18;BIM;1994;142;S;S;A;HELI;DAC;FM;16794.0006256104;236;0;0;236
TB;ITA;18;BIM;1994;142;S;S;C;ILLE;COI;FM;435.000002384186;4;0;4;0
TB;ITA;18;BIM;1994;142;S;S;A;LAPP;FAS;FM;555.999994277954;9;0;0;9
TB;ITA;18;BIM;1994;142;S;S;A;LEPI;CAU;FM;12000;22;0;0;22
TB;ITA;18;BIM;1994;142;S;S;A;LEPM;BOS;FM;119.000002741814;6;3;3;0
TB;ITA;18;BIM;1994;142;S;S;A;LOPH;BUD;FM;19.9999995529652;1;0;0;1
TB;ITA;18;BIM;1994;142;S;S;A;MACO;SCO;FM;363.999992609024;19;0;0;19
TB;ITA;18;BIM;1994;142;S;S;A;MERL;MER;FM;4017.00019836426;117;18;4;95
TB;ITA;18;BIM;1994;142;S;S;A;MULL;SUR;FM;609.000027179718;1;1;0;0
TB;ITA;18;BIM;1994;142;S;S;C;OCTO;SAL;FM;1343.99998188019;6;0;0;6
TB;ITA;18;BIM;1994;142;S;S;A;PAGE;ACA;FM;83.9999988675117;1;0;1;0
TB;ITA;18;BIM;1994;142;S;S;B;PAPE;LON;FM;90.999998152256;22;10;12;0
TB;ITA;18;BIM;1994;142;S;S;B;PLES;HET;FM;1.00000004749745;1;0;0;1
TB;ITA;18;BIM;1994;142;S;S;A;SCOR;ELO;FM;11107.9998016357;21;0;0;21
TB;ITA;18;BIM;1994;142;S;S;A;SCYO;CAN;FM;365.99999666214;2;0;0;2
TB;ITA;18;BIM;1994;142;S;S;C;SEPO;SPP;FM;45.0000017881393;1;0;0;1
TB;ITA;18;BIM;1994;142;S;S;A;SYMP;NIG;FM;41.9999994337559;5;0;0;5
TB;ITA;18;BIM;1994;142;S;S;C;TODI;EBL;FM;1159.9999666214;9;0;0;9
TB;ITA;18;BIM;1994;142;S;S;A;TRIG;LYR;FM;50.0000007450581;1;0;0;1
TB;ITA;18;BIM;1994;142;S;S;A;TRIS;CAP;FM;90.999998152256;2;1;0;1
TB;ITA;18;BIM;1994;143;S;S;B;ARIS;FOL;FM;79.9999982118607;5;3;2;0
TB;ITA;18;BIM;1994;143;S;S;A;CHIM;MON;FM;6401.00002288818;15;0;0;15
TB;ITA;18;BIM;1994;143;S;S;A;EPIG;DEN;FM;37.9999987781048;12;0;0;12
TB;ITA;18;BIM;1994;143;S;S;A;ETMO;SPI;FM;131.999999284744;7;0;0;7
TB;ITA;18;BIM;1994;143;S;S;A;GALU;MEL;FM;6014.9998664856;22;0;0;22
TB;ITA;18;BIM;1994;143;S;S;B;GERY;LON;FM;537.999987602234;5;0;0;5
TB;ITA;18;BIM;1994;143;S;S;A;HELI;DAC;FM;1562.00003623962;13;0;0;13
TB;ITA;18;BIM;1994;143;S;S;C;HIST;BON;FM;986.999988555908;6;0;0;6
TB;ITA;18;BIM;1994;143;S;S;A;HOPL;MED;FM;238.999992609024;2;0;0;2
TB;ITA;18;BIM;1994;143;S;S;A;HYME;ITA;FM;85.0000008940697;19;0;0;19
TB;ITA;18;BIM;1994;143;S;S;A;LEPM;BOS;FM;168.999999761581;1;1;0;0
TB;ITA;18;BIM;1994;143;S;S;A;MERL;MER;FM;5456.99977874756;6;5;1;0
TB;ITA;18;BIM;1994;143;S;S;B;NEPR;NOR;FM;628.000020980835;15;8;7;0
TB;ITA;18;BIM;1994;143;S;S;A;NEZU;SCL;FM;1335.00003814697;99;0;0;99
TB;ITA;18;BIM;1994;143;S;S;B;PAPE;LON;FM;16.0000007599592;1;0;1;0
TB;ITA;18;BIM;1994;143;S;S;A;PHYI;BLE;FM;1156.00001811981;6;6;0;0
TB;ITA;18;BIM;1994;143;S;S;B;PLES;MAR;FM;625;87;0;0;87
TB;ITA;18;BIM;1994;143;S;S;C;SEPO;SPP;FM;8.00000037997961;1;0;0;1
TB;ITA;18;BIM;1994;143;S;S;A;SYMP;NIG;FM;4.00000018998981;1;0;0;1
TB;ITA;18;BIM;1994;143;S;S;C;TODA;SAG;FM;1143.00000667572;2;0;0;2
TB;ITA;18;BIM;1994;143;S;S;A;TRAR;TRA;FM;324.000000953674;14;0;0;14
TB;ITA;18;BIM;1994;144;S;S;A;CHIM;MON;FM;2888.99993896484;3;0;0;3
TB;ITA;18;BIM;1994;144;S;S;A;EPIG;DEN;FM;3.00000002607703;1;0;0;1
TB;ITA;18;BIM;1994;144;S;S;A;HELI;DAC;FM;105.999998748302;1;0;0;1
TB;ITA;18;BIM;1994;144;S;S;C;HIST;BON;FM;462.999999523163;1;0;0;1
TB;ITA;18;BIM;1994;144;S;S;A;HYME;ITA;FM;10.9999999403954;2;0;0;2
TB;ITA;18;BIM;1994;144;S;S;A;MERL;MER;FM;2967.00000762939;3;2;1;0
TB;ITA;18;BIM;1994;144;S;S;A;NEZU;SCL;FM;71.0000023245811;3;0;0;3
TB;ITA;18;BIM;1994;144;S;S;B;PLES;MAR;FM;9.99999977648258;1;0;0;1
TB;ITA;18;BIM;1994;145;S;S;A;CHIM;MON;FM;3434.99994277954;5;0;0;5
TB;ITA;18;BIM;1994;145;S;S;A;COEL;COE;FM;2503.00002098083;24;0;0;24
TB;ITA;18;BIM;1994;145;S;S;A;EPIG;DEN;FM;14.0000004321337;2;0;0;2
TB;ITA;18;BIM;1994;145;S;S;A;ETMO;SPI;FM;159.999996423721;2;0;0;2
TB;ITA;18;BIM;1994;145;S;S;A;GADI;ARG;FM;2073.99988174438;7;0;0;7
TB;ITA;18;BIM;1994;145;S;S;A;HELI;DAC;FM;7414.99996185303;39;0;0;39
TB;ITA;18;BIM;1994;145;S;S;A;HOPL;MED;FM;1667.00005531311;19;0;0;19
TB;ITA;18;BIM;1994;145;S;S;A;MERL;MER;FM;2184.99994277954;2;2;0;0
TB;ITA;18;BIM;1994;145;S;S;B;NEPR;NOR;FM;395.000010728836;7;1;6;0
TB;ITA;18;BIM;1994;145;S;S;A;NEZU;SCL;FM;643.999993801117;29;0;0;29
TB;ITA;18;BIM;1994;145;S;S;A;PAGE;BOG;FM;816.999971866608;2;1;0;1
TB;ITA;18;BIM;1994;145;S;S;B;PASI;MUL;FM;6.00000005215406;1;0;0;1
TB;ITA;18;BIM;1994;145;S;S;A;PHYI;BLE;FM;300.000011920929;1;1;0;0
TB;ITA;18;BIM;1994;145;S;S;B;PLES;MAR;FM;312.999993562698;37;0;0;37
TB;ITA;18;BIM;1994;146;S;S;B;ARIS;FOL;FM;43.9999997615814;2;1;1;0
TB;ITA;18;BIM;1994;146;S;S;A;CHIM;MON;FM;10680.9997558594;40;0;0;40
TB;ITA;18;BIM;1994;146;S;S;A;CLOR;AGA;FM;16.0000007599592;8;0;0;8
TB;ITA;18;BIM;1994;146;S;S;A;COEL;COE;FM;4370.99981307983;68;0;0;68
TB;ITA;18;BIM;1994;146;S;S;A;ETMO;SPI;FM;819.000005722046;17;0;0;17
TB;ITA;18;BIM;1994;146;S;S;A;GALU;MEL;FM;8246.99974060059;27;0;0;27
TB;ITA;18;BIM;1994;146;S;S;A;GOBI;FRI;FM;4.99999988824129;1;0;0;1
TB;ITA;18;BIM;1994;146;S;S;A;HELI;DAC;FM;16753.0002593994;83;0;0;83
TB;ITA;18;BIM;1994;146;S;S;A;HOPL;MED;FM;10071.0000991821;112;0;0;112
TB;ITA;18;BIM;1994;146;S;S;A;HYME;ITA;FM;10.9999999403954;1;0;0;1
TB;ITA;18;BIM;1994;146;S;S;A;LOPH;BUD;FM;460.00000834465;1;0;1;0
TB;ITA;18;BIM;1994;146;S;S;A;LOPH;PIS;FM;18659.9998474121;2;2;0;0
TB;ITA;18;BIM;1994;146;S;S;A;MERL;MER;FM;21497.9991912842;15;14;1;0
TB;ITA;18;BIM;1994;146;S;S;A;MICM;POU;FM;2065.99998474121;6;3;3;0
TB;ITA;18;BIM;1994;146;S;S;B;NEPR;NOR;FM;861.000001430511;26;12;14;0
TB;ITA;18;BIM;1994;146;S;S;A;NEZU;SCL;FM;2315.99998474121;103;0;0;103
TB;ITA;18;BIM;1994;146;S;S;A;PAGE;BOG;FM;282.000005245209;1;1;0;0
TB;ITA;18;BIM;1994;146;S;S;A;PHYI;BLE;FM;1766.00003242493;3;3;0;0
TB;ITA;18;BIM;1994;146;S;S;B;PLES;HET;FM;3.00000002607703;1;0;0;1
TB;ITA;18;BIM;1994;146;S;S;B;PLES;MAR;FM;81.0000002384186;15;0;0;15
TB;ITA;18;BIM;1994;146;S;S;A;TRAR;TRA;FM;17.000000923872;1;0;0;1
