TYPE_OF_FILE;COUNTRY;AREA;VESSEL;YEAR;MONTH;DAY;HAUL_NUMBER;LITTER_CATEGORY;LITTER_SUB_CATEGORY;TOTAL_WEIGHT_IN_THE_HAUL_CATEGORY;TOTAL_NUMBER_IN_THE_HAUL_CATEGORY;TOTAL_WEIGHT_IN_THE_HAUL_SUB_CATEGORY;TOTAL_NUMBER_IN_THE_HAUL_SUB_CATEGORY
TL;ITA;10;PEC;2012;6;25;26;L0;0;0;1;0;0
TL;ITA;10;PEC;2012;6;28;1;L0;0;0;1;0;0
TL;ITA;10;PEC;2012;6;20;70;L0;0;0;1;0;0
TL;ITA;10;PEC;2012;6;26;18;L0;0;0;1;0;0
TL;ITA;10;PEC;2012;6;29;10;L0;0;0;1;0;0
TL;ITA;10;PEC;2012;6;28;34;L0;0;0;1;0;0
TL;ITA;10;PEC;2012;6;27;21;L0;0;0;1;0;0
TL;ITA;10;PEC;2012;6;28;6;L0;0;0;1;0;0
TL;ITA;10;PEC;2012;6;26;19;L0;0;0;1;0;0
TL;ITA;10;PEC;2012;6;28;5;L0;0;0;1;0;0
TL;ITA;10;PEC;2012;6;26;24;L0;0;0;1;0;0
TL;ITA;10;PEC;2012;6;28;2;L1;0;200;1;0;0
TL;ITA;10;PEC;2012;6;28;46;L1;0;50;1;0;0
TL;ITA;10;PEC;2012;6;28;4;L1;0;500;1;0;0
TL;ITA;10;PEC;2012;6;25;25;L1;0;500;1;0;0
TL;ITA;10;PEC;2012;6;28;3;L1;0;1000;1;0;0
TL;ITA;10;PEC;2012;6;24;28;L1;0;50;1;0;0
TL;ITA;10;PEC;2012;6;24;31;L1;0;500;1;0;0
TL;ITA;10;PEC;2012;6;24;35;L1;0;170;1;0;0
TL;ITA;10;PEC;2012;6;29;8;L1;0;500;1;0;0
TL;ITA;10;PEC;2012;6;23;40;L1;0;100;1;0;0
TL;ITA;10;PEC;2012;6;29;7;L1;0;1000;1;0;0
TL;ITA;10;PEC;2012;6;26;23;L1;0;500;1;0;0
TL;ITA;10;PEC;2012;6;23;32;L1;0;1500;1;0;0
TL;ITA;10;PEC;2012;6;29;11;L1;0;500;1;0;0
TL;ITA;10;PEC;2012;6;29;17;L1;0;500;1;0;0
TL;ITA;10;PEC;2012;6;18;62;L1;0;2420;1;0;0
TL;ITA;10;PEC;2012;6;23;37;L1;0;500;1;0;0
TL;ITA;10;PEC;2012;6;27;20;L1;0;40;1;0;0
TL;ITA;10;PEC;2012;6;22;42;L1;0;240;1;0;0
TL;ITA;10;PEC;2012;6;18;61;L1;0;700;1;0;0
TL;ITA;10;PEC;2012;6;22;43;L1;0;2500;1;0;0
TL;ITA;10;PEC;2012;6;22;45;L1;0;850;1;0;0
TL;ITA;10;PEC;2012;6;18;69;L1;0;10;1;0;0
TL;ITA;10;PEC;2012;6;18;48;L1;0;350;1;0;0
TL;ITA;10;PEC;2012;6;18;49;L1;0;2600;1;0;0
TL;ITA;10;PEC;2012;6;22;44;L1;0;2000;1;0;0
TL;ITA;10;PEC;2012;6;18;56;L1;0;3500;1;0;0
TL;ITA;10;PEC;2012;6;22;47;L1;0;1200;1;0;0
TL;ITA;10;PEC;2012;6;19;53;L1;0;3100;1;0;0
TL;ITA;10;PEC;2012;6;21;59;L1;0;200;1;0;0
TL;ITA;10;PEC;2012;6;19;58;L1;0;3500;1;0;0
TL;ITA;10;PEC;2012;6;27;13;L1;0;1000;1;0;0
TL;ITA;10;PEC;2012;6;19;64;L1;0;1650;1;0;0
TL;ITA;10;PEC;2012;6;22;60;L1;0;280;1;0;0
TL;ITA;10;PEC;2012;6;21;65;L1;0;60;1;0;0
TL;ITA;10;PEC;2012;6;19;68;L1;0;150;1;0;0
TL;ITA;10;PEC;2012;6;20;63;L1;0;500;1;0;0
TL;ITA;10;PEC;2012;6;20;57;L1;0;1100;1;0;0
TL;ITA;10;PEC;2012;6;27;12;L1;0;1000;1;0;0
TL;ITA;10;PEC;2012;6;20;50;L1;0;800;1;0;0
TL;ITA;10;PEC;2012;6;20;54;L1;0;40;1;0;0
TL;ITA;10;PEC;2012;6;21;51;L1;0;80;1;0;0
TL;ITA;10;PEC;2012;6;20;52;L1;0;2450;1;0;0
TL;ITA;10;PEC;2012;6;27;16;L1;0;1000;1;0;0
TL;ITA;10;PEC;2012;6;26;27;L1;0;500;1;0;0
TL;ITA;10;PEC;2012;6;27;15;L1;0;50;1;0;0
TL;ITA;10;PEC;2012;6;25;9;L1;0;500;1;0;0
TL;ITA;10;PEC;2012;6;21;66;L1;0;20;1;0;0
TL;ITA;10;PEC;2012;6;23;32;L2;0;2000;1;0;0
TL;ITA;10;PEC;2012;6;20;57;L3;0;500;1;0;0
TL;ITA;10;PEC;2012;6;29;7;L3;0;100;1;0;0
TL;ITA;10;PEC;2012;6;18;62;L3;0;20;1;0;0
TL;ITA;10;PEC;2012;6;18;61;L3;0;10;1;0;0
TL;ITA;10;PEC;2012;6;18;69;L3;0;50;1;0;0
TL;ITA;10;PEC;2012;6;19;58;L3;0;3000;1;0;0
TL;ITA;10;PEC;2012;6;19;64;L3;0;800;1;0;0
TL;ITA;10;PEC;2012;6;21;65;L3;0;40;1;0;0
TL;ITA;10;PEC;2012;6;23;32;L3;0;2000;1;0;0
TL;ITA;10;PEC;2012;6;23;38;L3;0;100;1;0;0
TL;ITA;10;PEC;2012;6;24;28;L3;0;500;1;0;0
TL;ITA;10;PEC;2012;6;26;23;L4;0;750;1;0;0
TL;ITA;10;PEC;2012;6;23;38;L4;0;150;1;0;0
TL;ITA;10;PEC;2012;6;21;67;L6;0;6780;1;0;0
TL;ITA;10;PEC;2012;6;22;60;L6;0;5260;1;0;0
TL;ITA;10;PEC;2012;6;19;64;L6;0;3000;1;0;0
TL;ITA;10;PEC;2012;6;19;58;L6;0;1500;1;0;0
TL;ITA;10;PEC;2012;6;21;59;L6;0;2260;1;0;0
TL;ITA;10;PEC;2012;6;22;47;L6;0;32700;1;0;0
TL;ITA;10;PEC;2012;6;18;56;L6;0;3780;1;0;0
TL;ITA;10;PEC;2012;6;22;44;L6;0;5300;1;0;0
TL;ITA;10;PEC;2012;6;18;49;L6;0;8700;1;0;0
TL;ITA;10;PEC;2012;6;18;69;L6;0;10;1;0;0
TL;ITA;10;PEC;2012;6;22;45;L6;0;25700;1;0;0
TL;ITA;10;PEC;2012;6;22;43;L6;0;5700;1;0;0
TL;ITA;10;PEC;2012;6;18;61;L6;0;1500;1;0;0
TL;ITA;10;PEC;2012;6;22;42;L6;0;4300;1;0;0
TL;ITA;10;PEC;2012;6;18;62;L6;0;2500;1;0;0
TL;ITA;10;PEC;2012;6;23;37;L6;0;150;1;0;0
TL;ITA;10;PEC;2012;6;23;32;L6;0;3000;1;0;0
TL;ITA;10;PEC;2012;6;29;11;L6;0;100;1;0;0
TL;ITA;10;PEC;2012;6;27;12;L6;0;2000;1;0;0
TL;ITA;10;PEC;2012;6;23;41;L6;0;3500;1;0;0
TL;ITA;10;PEC;2012;6;23;40;L6;0;200;1;0;0
TL;ITA;10;PEC;2012;6;29;7;L6;0;1500;1;0;0
TL;ITA;10;PEC;2012;6;23;39;L6;0;2100;1;0;0
TL;ITA;10;PEC;2012;6;23;38;L6;0;3000;1;0;0
TL;ITA;10;PEC;2012;6;21;65;L6;0;14820;1;0;0
TL;ITA;10;PEC;2012;6;26;23;L6;0;1500;1;0;0
TL;ITA;10;PEC;2012;6;21;51;L6;0;3200;1;0;0
TL;ITA;10;PEC;2012;6;20;63;L6;0;1500;1;0;0
TL;ITA;10;PEC;2012;6;21;66;L6;0;5440;1;0;0
TL;ITA;10;PEC;2012;6;20;55;L6;0;3900;1;0;0
TL;ITA;10;PEC;2012;6;24;35;L6;0;2260;1;0;0
TL;ITA;10;PEC;2012;6;29;8;L6;0;1500;1;0;0
TL;ITA;10;PEC;2012;6;24;31;L6;0;1500;1;0;0
TL;ITA;10;PEC;2012;6;28;3;L6;0;500;1;0;0
TL;ITA;10;PEC;2012;6;24;28;L6;0;1100;1;0;0
TL;ITA;10;PEC;2012;6;26;22;L6;0;3500;1;0;0
TL;ITA;10;PEC;2012;6;24;30;L6;0;1550;1;0;0
TL;ITA;10;PEC;2012;6;25;33;L6;0;3600;1;0;0
