TYPE_OF_FILE;COUNTRY;AREA;VESSEL;YEAR;MONTH;DAY;HAUL_NUMBER;FAUNISTIC_CATEGORY;GENUS;SPECIES;LENGTH_CLASSES_CODE;SEX;NO_PER_SEX_MEASURED_IN_SUB_SAMPLE_FOR_OTOLITH;LENGTH_CLASS;MATURITY;MATSUB;INDIVIDUAL_WEIGHT;NO_PER_SEX_MEASURED_IN_SUB_SAMPLE_FOR_WEIGHT;OTOLITH_SAMPLED;NO_PER_SEX_MEASURED_IN_SUB_SAMPLE_FOR_AGEING;OTOLITH_READ;AGE;OTOLITH_CODE;RECORD_NUMBER
TE;ITA;10;PEC;2015;6;14;7;B;ARIS;FOL;m;F;0;22;1;O;3.4;31;NR;0;NR;NR;;276.0
TE;ITA;10;PEC;2015;6;14;7;B;ARIS;FOL;m;F;0;22;1;O;3.6;31;NR;0;NR;NR;;277.0
TE;ITA;10;PEC;2015;6;14;7;B;ARIS;FOL;m;F;0;22;1;O;3.7;31;NR;0;NR;NR;;278.0
TE;ITA;10;PEC;2015;6;14;7;B;ARIS;FOL;m;F;0;22;1;O;3.9;31;NR;0;NR;NR;;279.0
TE;ITA;10;PEC;2015;6;19;69;B;ARIS;FOL;m;F;0;22;1;O;4.28;58;NR;0;NR;NR;;3175.0
TE;ITA;10;PEC;2015;6;9;33;B;ARIS;FOL;m;F;0;22;1;O;4.3;29;NR;0;NR;NR;;1482.0
TE;ITA;10;PEC;2015;6;14;7;B;ARIS;FOL;m;F;0;22;1;O;4.5;31;NR;0;NR;NR;;280.0
TE;ITA;10;PEC;2015;6;14;10;B;ARIS;FOL;m;F;0;22;1;O;4.53;11;NR;0;NR;NR;;480.0
TE;ITA;10;PEC;2015;6;9;29;B;ARIS;FOL;m;F;0;22;1;O;4.6;15;NR;0;NR;NR;;1349.0
TE;ITA;10;PEC;2015;6;9;33;B;ARIS;FOL;m;F;0;22;1;O;4.7;29;NR;0;NR;NR;;1483.0
TE;ITA;10;PEC;2015;6;19;69;B;ARIS;FOL;m;F;0;22;1;O;4.79;58;NR;0;NR;NR;;3176.0
TE;ITA;10;PEC;2015;6;20;68;B;ARIS;FOL;m;F;0;22;1;O;5.3;63;NR;0;NR;NR;;2992.0
TE;ITA;10;PEC;2015;6;16;24;B;ARIS;FOL;m;F;0;22;1;O;5.74;9;NR;0;NR;NR;;1169.0
TE;ITA;10;PEC;2015;6;19;69;B;ARIS;FOL;m;F;0;23;1;O;4.03;58;NR;0;NR;NR;;3179.0
TE;ITA;10;PEC;2015;6;14;7;B;ARIS;FOL;m;F;0;23;1;O;4.5;31;NR;0;NR;NR;;284.0
TE;ITA;10;PEC;2015;6;19;69;B;ARIS;FOL;m;F;0;23;1;O;4.68;58;NR;0;NR;NR;;3180.0
TE;ITA;10;PEC;2015;6;19;69;B;ARIS;FOL;m;F;0;23;1;O;4.85;58;NR;0;NR;NR;;3181.0
TE;ITA;10;PEC;2015;6;20;68;B;ARIS;FOL;m;F;0;23;1;O;4.9;63;NR;0;NR;NR;;2993.0
TE;ITA;10;PEC;2015;6;20;68;B;ARIS;FOL;m;F;0;23;1;O;5.1;63;NR;0;NR;NR;;2994.0
TE;ITA;10;PEC;2015;6;20;68;B;ARIS;FOL;m;F;0;23;1;O;5.3;63;NR;0;NR;NR;;2995.0
TE;ITA;10;PEC;2015;6;9;29;B;ARIS;FOL;m;F;0;23;1;O;5.4;15;NR;0;NR;NR;;1350.0
TE;ITA;10;PEC;2015;6;20;68;B;ARIS;FOL;m;F;0;23;1;O;5.4;63;NR;0;NR;NR;;2996.0
TE;ITA;10;PEC;2015;6;22;66;B;ARIS;FOL;m;F;0;23;1;O;5.5;35;NR;0;NR;NR;;2842.0
TE;ITA;10;PEC;2015;6;22;66;B;ARIS;FOL;m;F;0;23;1;O;5.6;35;NR;0;NR;NR;;2843.0
TE;ITA;10;PEC;2015;6;9;33;B;ARIS;FOL;m;F;0;23;1;O;5.7;29;NR;0;NR;NR;;1484.0
TE;ITA;10;PEC;2015;6;20;68;B;ARIS;FOL;m;F;0;23;1;O;5.8;63;NR;0;NR;NR;;2997.0
TE;ITA;10;PEC;2015;6;9;33;B;ARIS;FOL;m;F;0;23;1;O;6.0;29;NR;0;NR;NR;;1485.0
TE;ITA;10;PEC;2015;6;22;66;B;ARIS;FOL;m;F;0;23;1;O;6.0;35;NR;0;NR;NR;;2844.0
TE;ITA;10;PEC;2015;6;20;68;B;ARIS;FOL;m;F;0;23;1;O;6.0;63;NR;0;NR;NR;;2998.0
TE;ITA;10;PEC;2015;6;22;66;B;ARIS;FOL;m;F;0;23;1;O;6.1;35;NR;0;NR;NR;;2845.0
TE;ITA;10;PEC;2015;6;14;7;B;ARIS;FOL;m;F;0;24;1;O;4.4;31;NR;0;NR;NR;;287.0
TE;ITA;10;PEC;2015;6;14;7;B;ARIS;FOL;m;F;0;24;1;O;4.8;31;NR;0;NR;NR;;288.0
TE;ITA;10;PEC;2015;6;14;7;B;ARIS;FOL;m;F;0;24;1;O;5.0;31;NR;0;NR;NR;;289.0
TE;ITA;10;PEC;2015;6;14;7;B;ARIS;FOL;m;F;0;24;1;O;5.3;31;NR;0;NR;NR;;290.0
TE;ITA;10;PEC;2015;6;14;7;B;ARIS;FOL;m;F;0;24;1;O;5.4;31;NR;0;NR;NR;;291.0
TE;ITA;10;PEC;2015;6;22;66;B;ARIS;FOL;m;F;0;24;1;O;5.6;35;NR;0;NR;NR;;2848.0
TE;ITA;10;PEC;2015;6;20;68;B;ARIS;FOL;m;F;0;24;1;O;5.6;63;NR;0;NR;NR;;3001.0
TE;ITA;10;PEC;2015;6;19;69;B;ARIS;FOL;m;F;0;24;1;O;5.7;58;NR;0;NR;NR;;3187.0
TE;ITA;10;PEC;2015;6;9;33;B;ARIS;FOL;m;F;0;24;1;O;5.8;29;NR;0;NR;NR;;1487.0
TE;ITA;10;PEC;2015;6;22;66;B;ARIS;FOL;m;F;0;24;1;O;5.8;35;NR;0;NR;NR;;2849.0
TE;ITA;10;PEC;2015;6;22;66;B;ARIS;FOL;m;F;0;24;1;O;5.9;35;NR;0;NR;NR;;2850.0
TE;ITA;10;PEC;2015;6;20;68;B;ARIS;FOL;m;F;0;24;1;O;6.0;63;NR;0;NR;NR;;3002.0
TE;ITA;10;PEC;2015;6;20;68;B;ARIS;FOL;m;F;0;24;1;O;6.1;63;NR;0;NR;NR;;3003.0
TE;ITA;10;PEC;2015;6;19;69;B;ARIS;FOL;m;F;0;24;1;O;6.19;58;NR;0;NR;NR;;3188.0
TE;ITA;10;PEC;2015;6;22;66;B;ARIS;FOL;m;F;0;24;1;O;6.2;35;NR;0;NR;NR;;2851.0
TE;ITA;10;PEC;2015;6;21;70;B;ARIS;FOL;m;F;0;24;1;O;6.2;13;NR;0;NR;NR;;3296.0
TE;ITA;10;PEC;2015;6;19;69;B;ARIS;FOL;m;F;0;24;1;O;6.22;58;NR;0;NR;NR;;3189.0
TE;ITA;10;PEC;2015;6;9;29;B;ARIS;FOL;m;F;0;24;1;O;6.3;15;NR;0;NR;NR;;1351.0
TE;ITA;10;PEC;2015;6;22;45;B;ARIS;FOL;m;F;0;24;1;O;6.39;14;NR;0;NR;NR;;2017.0
TE;ITA;10;PEC;2015;6;22;66;B;ARIS;FOL;m;F;0;24;1;O;6.7;35;NR;0;NR;NR;;2852.0
TE;ITA;10;PEC;2015;6;22;66;B;ARIS;FOL;m;F;0;24;1;O;7.1;35;NR;0;NR;NR;;2853.0
TE;ITA;10;PEC;2015;6;14;7;B;ARIS;FOL;m;F;0;25;1;O;5.7;31;NR;0;NR;NR;;293.0
TE;ITA;10;PEC;2015;6;22;45;B;ARIS;FOL;m;F;0;25;1;O;5.74;14;NR;0;NR;NR;;2018.0
TE;ITA;10;PEC;2015;6;19;69;B;ARIS;FOL;m;F;0;25;1;O;5.76;58;NR;0;NR;NR;;3194.0
TE;ITA;10;PEC;2015;6;19;69;B;ARIS;FOL;m;F;0;25;1;O;6.28;58;NR;0;NR;NR;;3195.0
TE;ITA;10;PEC;2015;6;20;68;B;ARIS;FOL;m;F;0;25;1;O;6.3;63;NR;0;NR;NR;;3011.0
TE;ITA;10;PEC;2015;6;22;66;B;ARIS;FOL;m;F;0;25;1;O;6.4;35;NR;0;NR;NR;;2858.0
TE;ITA;10;PEC;2015;6;20;68;B;ARIS;FOL;m;F;0;25;1;O;6.4;63;NR;0;NR;NR;;3012.0
TE;ITA;10;PEC;2015;6;20;68;B;ARIS;FOL;m;F;0;25;1;O;6.4;63;NR;0;NR;NR;;3013.0
TE;ITA;10;PEC;2015;6;14;7;B;ARIS;FOL;m;F;0;25;1;O;6.5;31;NR;0;NR;NR;;294.0
TE;ITA;10;PEC;2015;6;9;33;B;ARIS;FOL;m;F;0;25;1;O;6.5;29;NR;0;NR;NR;;1491.0
TE;ITA;10;PEC;2015;6;20;68;B;ARIS;FOL;m;F;0;25;1;O;6.5;63;NR;0;NR;NR;;3014.0
TE;ITA;10;PEC;2015;6;16;24;B;ARIS;FOL;m;F;0;25;1;O;6.52;9;NR;0;NR;NR;;1173.0
TE;ITA;10;PEC;2015;6;19;69;B;ARIS;FOL;m;F;0;25;1;O;6.56;58;NR;0;NR;NR;;3196.0
TE;ITA;10;PEC;2015;6;22;45;B;ARIS;FOL;m;F;0;25;1;O;6.6;14;NR;0;NR;NR;;2019.0
TE;ITA;10;PEC;2015;6;19;69;B;ARIS;FOL;m;F;0;25;1;O;6.7;58;NR;0;NR;NR;;3197.0
TE;ITA;10;PEC;2015;6;20;68;B;ARIS;FOL;m;F;0;25;1;O;6.8;63;NR;0;NR;NR;;3015.0
TE;ITA;10;PEC;2015;6;22;65;B;ARIS;FOL;m;F;0;25;1;O;6.97;19;NR;0;NR;NR;;2780.0
TE;ITA;10;PEC;2015;6;22;45;B;ARIS;FOL;m;F;0;25;1;O;7.05;14;NR;0;NR;NR;;2020.0
TE;ITA;10;PEC;2015;6;19;69;B;ARIS;FOL;m;F;0;25;1;O;7.09;58;NR;0;NR;NR;;3198.0
TE;ITA;10;PEC;2015;6;22;66;B;ARIS;FOL;m;F;0;25;1;O;7.1;35;NR;0;NR;NR;;2859.0
TE;ITA;10;PEC;2015;6;20;68;B;ARIS;FOL;m;F;0;25;1;O;7.1;63;NR;0;NR;NR;;3016.0
TE;ITA;10;PEC;2015;6;20;68;B;ARIS;FOL;m;F;0;25;1;O;7.1;63;NR;0;NR;NR;;3017.0
TE;ITA;10;PEC;2015;6;20;68;B;ARIS;FOL;m;F;0;25;1;O;7.2;63;NR;0;NR;NR;;3018.0
TE;ITA;10;PEC;2015;6;20;68;B;ARIS;FOL;m;F;0;25;1;O;7.4;63;NR;0;NR;NR;;3019.0
TE;ITA;10;PEC;2015;6;22;66;B;ARIS;FOL;m;F;0;25;1;O;7.5;35;NR;0;NR;NR;;2860.0
TE;ITA;10;PEC;2015;6;20;68;B;ARIS;FOL;m;F;0;25;1;O;7.5;63;NR;0;NR;NR;;3020.0
TE;ITA;10;PEC;2015;6;21;70;B;ARIS;FOL;m;F;0;25;1;O;9.5;13;NR;0;NR;NR;;3297.0
TE;ITA;10;PEC;2015;6;19;69;B;ARIS;FOL;m;F;0;26;1;O;6.25;58;NR;0;NR;NR;;3201.0
TE;ITA;10;PEC;2015;6;14;7;B;ARIS;FOL;m;F;0;26;1;O;6.3;31;NR;0;NR;NR;;295.0
TE;ITA;10;PEC;2015;6;19;69;B;ARIS;FOL;m;F;0;26;1;O;6.65;58;NR;0;NR;NR;;3202.0
TE;ITA;10;PEC;2015;6;14;7;B;ARIS;FOL;m;F;0;26;1;O;6.7;31;NR;0;NR;NR;;296.0
TE;ITA;10;PEC;2015;6;20;68;B;ARIS;FOL;m;F;0;26;1;O;6.8;63;NR;0;NR;NR;;3032.0
TE;ITA;10;PEC;2015;6;19;69;B;ARIS;FOL;m;F;0;26;1;O;6.88;58;NR;0;NR;NR;;3203.0
TE;ITA;10;PEC;2015;6;19;69;B;ARIS;FOL;m;F;0;26;1;O;6.91;58;NR;0;NR;NR;;3204.0
TE;ITA;10;PEC;2015;6;19;69;B;ARIS;FOL;m;F;0;26;1;O;6.93;58;NR;0;NR;NR;;3205.0
TE;ITA;10;PEC;2015;6;9;33;B;ARIS;FOL;m;F;0;26;1;O;7.2;29;NR;0;NR;NR;;1493.0
TE;ITA;10;PEC;2015;6;20;68;B;ARIS;FOL;m;F;0;26;1;O;7.2;63;NR;0;NR;NR;;3033.0
TE;ITA;10;PEC;2015;6;22;45;B;ARIS;FOL;m;F;0;26;1;O;7.21;14;NR;0;NR;NR;;2021.0
TE;ITA;10;PEC;2015;6;22;66;B;ARIS;FOL;m;F;0;26;1;O;7.3;35;NR;0;NR;NR;;2867.0
TE;ITA;10;PEC;2015;6;20;68;B;ARIS;FOL;m;F;0;26;1;O;7.3;63;NR;0;NR;NR;;3034.0
TE;ITA;10;PEC;2015;6;19;69;B;ARIS;FOL;m;F;0;26;1;O;7.31;58;NR;0;NR;NR;;3206.0
TE;ITA;10;PEC;2015;6;20;68;B;ARIS;FOL;m;F;0;26;1;O;7.6;63;NR;0;NR;NR;;3035.0
TE;ITA;10;PEC;2015;6;20;68;B;ARIS;FOL;m;F;0;26;1;O;7.6;63;NR;0;NR;NR;;3036.0
TE;ITA;10;PEC;2015;6;22;65;B;ARIS;FOL;m;F;0;26;1;O;7.62;19;NR;0;NR;NR;;2781.0
TE;ITA;10;PEC;2015;6;22;65;B;ARIS;FOL;m;F;0;26;1;O;7.76;19;NR;0;NR;NR;;2782.0
TE;ITA;10;PEC;2015;6;22;66;B;ARIS;FOL;m;F;0;26;1;O;7.8;35;NR;0;NR;NR;;2868.0
TE;ITA;10;PEC;2015;6;19;69;B;ARIS;FOL;m;F;0;26;1;O;7.84;58;NR;0;NR;NR;;3207.0
TE;ITA;10;PEC;2015;6;22;66;B;ARIS;FOL;m;F;0;26;1;O;8.0;35;NR;0;NR;NR;;2869.0
TE;ITA;10;PEC;2015;6;19;69;B;ARIS;FOL;m;F;0;26;1;O;8.08;58;NR;0;NR;NR;;3208.0
TE;ITA;10;PEC;2015;6;20;68;B;ARIS;FOL;m;F;0;26;1;O;8.1;63;NR;0;NR;NR;;3037.0
TE;ITA;10;PEC;2015;6;16;24;B;ARIS;FOL;m;F;0;26;1;O;8.19;9;NR;0;NR;NR;;1174.0
TE;ITA;10;PEC;2015;6;17;39;B;ARIS;FOL;m;F;0;26;1;O;8.3;13;NR;0;NR;NR;;1779.0
TE;ITA;10;PEC;2015;6;21;70;B;ARIS;FOL;m;F;0;26;1;O;8.6;13;NR;0;NR;NR;;3298.0
TE;ITA;10;PEC;2015;6;20;68;B;ARIS;FOL;m;F;0;27;1;O;7.2;63;NR;0;NR;NR;;3045.0
TE;ITA;10;PEC;2015;6;20;68;B;ARIS;FOL;m;F;0;27;1;O;7.4;63;NR;0;NR;NR;;3046.0
TE;ITA;10;PEC;2015;6;20;68;B;ARIS;FOL;m;F;0;27;1;O;7.9;63;NR;0;NR;NR;;3047.0
TE;ITA;10;PEC;2015;6;22;65;B;ARIS;FOL;m;F;0;27;1;O;7.96;19;NR;0;NR;NR;;2783.0
TE;ITA;10;PEC;2015;6;22;66;B;ARIS;FOL;m;F;0;27;1;O;8.0;35;NR;0;NR;NR;;2878.0
TE;ITA;10;PEC;2015;6;22;45;B;ARIS;FOL;m;F;0;27;1;O;8.07;14;NR;0;NR;NR;;2022.0
TE;ITA;10;PEC;2015;6;20;68;B;ARIS;FOL;m;F;0;27;1;O;8.1;63;NR;0;NR;NR;;3048.0
TE;ITA;10;PEC;2015;6;20;68;B;ARIS;FOL;m;F;0;27;1;O;8.1;63;NR;0;NR;NR;;3049.0
TE;ITA;10;PEC;2015;6;19;69;B;ARIS;FOL;m;F;0;27;1;O;8.14;58;NR;0;NR;NR;;3218.0
TE;ITA;10;PEC;2015;6;19;69;B;ARIS;FOL;m;F;0;27;1;O;8.18;58;NR;0;NR;NR;;3219.0
TE;ITA;10;PEC;2015;6;20;68;B;ARIS;FOL;m;F;0;27;1;O;8.2;63;NR;0;NR;NR;;3050.0
TE;ITA;10;PEC;2015;6;22;66;B;ARIS;FOL;m;F;0;27;1;O;8.3;35;NR;0;NR;NR;;2879.0
TE;ITA;10;PEC;2015;6;19;69;B;ARIS;FOL;m;F;0;27;1;O;8.62;58;NR;0;NR;NR;;3220.0
TE;ITA;10;PEC;2015;6;19;69;B;ARIS;FOL;m;F;0;27;1;O;8.67;58;NR;0;NR;NR;;3221.0
TE;ITA;10;PEC;2015;6;22;66;B;ARIS;FOL;m;F;0;27;1;O;8.7;35;NR;0;NR;NR;;2880.0
TE;ITA;10;PEC;2015;6;22;66;B;ARIS;FOL;m;F;0;27;1;O;8.8;35;NR;0;NR;NR;;2881.0
TE;ITA;10;PEC;2015;6;19;69;B;ARIS;FOL;m;F;0;27;1;O;8.85;58;NR;0;NR;NR;;3222.0
TE;ITA;10;PEC;2015;6;20;68;B;ARIS;FOL;m;F;0;27;1;O;9.0;63;NR;0;NR;NR;;3051.0
TE;ITA;10;PEC;2015;6;22;66;B;ARIS;FOL;m;F;0;27;1;O;9.2;35;NR;0;NR;NR;;2882.0
TE;ITA;10;PEC;2015;6;19;69;B;ARIS;FOL;m;F;0;28;1;O;8.04;58;NR;0;NR;NR;;3229.0
TE;ITA;10;PEC;2015;6;19;69;B;ARIS;FOL;m;F;0;28;1;O;8.25;58;NR;0;NR;NR;;3230.0
TE;ITA;10;PEC;2015;6;19;69;B;ARIS;FOL;m;F;0;28;1;O;8.45;58;NR;0;NR;NR;;3231.0
TE;ITA;10;PEC;2015;6;20;68;B;ARIS;FOL;m;F;0;28;1;O;8.5;63;NR;0;NR;NR;;3063.0
TE;ITA;10;PEC;2015;6;20;68;B;ARIS;FOL;m;F;0;28;1;O;8.5;63;NR;0;NR;NR;;3064.0
TE;ITA;10;PEC;2015;6;22;45;B;ARIS;FOL;m;F;0;28;1;O;8.62;14;NR;0;NR;NR;;2023.0
TE;ITA;10;PEC;2015;6;17;39;B;ARIS;FOL;m;F;0;28;1;O;8.7;13;NR;0;NR;NR;;1785.0
TE;ITA;10;PEC;2015;6;19;69;B;ARIS;FOL;m;F;0;28;1;O;8.76;58;NR;0;NR;NR;;3232.0
TE;ITA;10;PEC;2015;6;19;69;B;ARIS;FOL;m;F;0;28;1;O;8.77;58;NR;0;NR;NR;;3233.0
TE;ITA;10;PEC;2015;6;22;66;B;ARIS;FOL;m;F;0;28;1;O;8.8;35;NR;0;NR;NR;;2887.0
TE;ITA;10;PEC;2015;6;19;69;B;ARIS;FOL;m;F;0;28;1;O;8.94;58;NR;0;NR;NR;;3234.0
TE;ITA;10;PEC;2015;6;20;68;B;ARIS;FOL;m;F;0;28;1;O;9.0;63;NR;0;NR;NR;;3065.0
TE;ITA;10;PEC;2015;6;19;69;B;ARIS;FOL;m;F;0;28;1;O;9.03;58;NR;0;NR;NR;;3235.0
TE;ITA;10;PEC;2015;6;20;68;B;ARIS;FOL;m;F;0;28;1;O;9.1;63;NR;0;NR;NR;;3066.0
TE;ITA;10;PEC;2015;6;20;68;B;ARIS;FOL;m;F;0;28;1;O;9.1;63;NR;0;NR;NR;;3067.0
TE;ITA;10;PEC;2015;6;22;66;B;ARIS;FOL;m;F;0;28;1;O;9.2;35;NR;0;NR;NR;;2888.0
TE;ITA;10;PEC;2015;6;20;68;B;ARIS;FOL;m;F;0;28;1;O;9.2;63;NR;0;NR;NR;;3068.0
TE;ITA;10;PEC;2015;6;22;65;B;ARIS;FOL;m;F;0;28;1;O;9.34;19;NR;0;NR;NR;;2789.0
TE;ITA;10;PEC;2015;6;20;68;B;ARIS;FOL;m;F;0;28;1;O;9.6;63;NR;0;NR;NR;;3069.0
TE;ITA;10;PEC;2015;6;20;68;B;ARIS;FOL;m;F;0;28;1;O;9.7;63;NR;0;NR;NR;;3070.0
TE;ITA;10;PEC;2015;6;20;68;B;ARIS;FOL;m;F;0;28;1;O;9.7;63;NR;0;NR;NR;;3071.0
TE;ITA;10;PEC;2015;6;21;70;B;ARIS;FOL;m;F;0;28;1;O;9.8;13;NR;0;NR;NR;;3303.0
TE;ITA;10;PEC;2015;6;21;70;B;ARIS;FOL;m;F;0;28;1;O;10.2;13;NR;0;NR;NR;;3304.0
TE;ITA;10;PEC;2015;6;17;39;B;ARIS;FOL;m;F;0;29;1;O;8.8;13;NR;0;NR;NR;;1786.0
TE;ITA;10;PEC;2015;6;20;68;B;ARIS;FOL;m;F;0;29;1;O;8.8;63;NR;0;NR;NR;;3080.0
TE;ITA;10;PEC;2015;6;22;65;B;ARIS;FOL;m;F;0;29;1;O;8.9;19;NR;0;NR;NR;;2791.0
TE;ITA;10;PEC;2015;6;20;68;B;ARIS;FOL;m;F;0;29;1;O;9.0;63;NR;0;NR;NR;;3081.0
TE;ITA;10;PEC;2015;6;20;68;B;ARIS;FOL;m;F;0;29;1;O;9.1;63;NR;0;NR;NR;;3082.0
TE;ITA;10;PEC;2015;6;19;69;B;ARIS;FOL;m;F;0;29;1;O;9.16;58;NR;0;NR;NR;;3239.0
TE;ITA;10;PEC;2015;6;14;7;B;ARIS;FOL;m;F;0;29;1;O;9.2;31;NR;0;NR;NR;;297.0
TE;ITA;10;PEC;2015;6;19;69;B;ARIS;FOL;m;F;0;29;1;O;9.23;58;NR;0;NR;NR;;3240.0
TE;ITA;10;PEC;2015;6;19;69;B;ARIS;FOL;m;F;0;29;1;O;9.24;58;NR;0;NR;NR;;3241.0
TE;ITA;10;PEC;2015;6;20;68;B;ARIS;FOL;m;F;0;29;1;O;9.3;63;NR;0;NR;NR;;3083.0
TE;ITA;10;PEC;2015;6;22;65;B;ARIS;FOL;m;F;0;29;1;O;9.56;19;NR;0;NR;NR;;2792.0
TE;ITA;10;PEC;2015;6;20;68;B;ARIS;FOL;m;F;0;29;1;O;9.7;63;NR;0;NR;NR;;3084.0
TE;ITA;10;PEC;2015;6;20;68;B;ARIS;FOL;m;F;0;29;1;O;9.8;63;NR;0;NR;NR;;3085.0
TE;ITA;10;PEC;2015;6;22;45;B;ARIS;FOL;m;F;0;29;1;O;9.89;14;NR;0;NR;NR;;2024.0
TE;ITA;10;PEC;2015;6;20;68;B;ARIS;FOL;m;F;0;29;1;O;10.0;63;NR;0;NR;NR;;3086.0
