TYPE_OF_FILE;COUNTRY;AREA;VESSEL;YEAR;MONTH;DAY;HAUL_NUMBER;LITTER_CATEGORY;LITTER_SUB_CATEGORY;TOTAL_WEIGHT_IN_THE_HAUL_CATEGORY;TOTAL_NUMBER_IN_THE_HAUL_CATEGORY;TOTAL_WEIGHT_IN_THE_HAUL_SUB_CATEGORY;TOTAL_NUMBER_IN_THE_HAUL_SUB_CATEGORY
TL;ITA;10;PEC;2016;9;1;25;L1;C;60;4;10;1
TL;ITA;10;PEC;2016;9;1;26;L1;C;210;8;10;2
TL;ITA;10;PEC;2016;9;2;27;L1;C;520;4;10;2
TL;ITA;10;PEC;2016;9;2;24;L1;C;200;4;10;1
TL;ITA;10;PEC;2016;9;3;1;L1;C;250;4;30;3
TL;ITA;10;PEC;2016;9;3;3;L1;C;2800;6;10;1
TL;ITA;10;PEC;2016;9;3;5;L1;C;60;5;10;2
TL;ITA;10;PEC;2016;9;4;8;L1;C;12220;24;50;8
TL;ITA;10;PEC;2016;9;4;7;L1;C;4680;10;30;1
TL;ITA;10;PEC;2016;9;4;11;L1;C;300;8;150;3
TL;ITA;10;PEC;2016;9;5;12;L1;C;185;8;5;1
TL;ITA;10;PEC;2016;9;5;20;L1;C;610;7;70;2
TL;ITA;10;PEC;2016;9;7;16;L1;C;80;3;10;1
TL;ITA;10;PEC;2016;9;8;53;L1;C;150;5;40;2
TL;ITA;10;PEC;2016;9;8;68;L1;C;20;1;20;1
TL;ITA;10;PEC;2016;9;8;64;L1;C;170;6;80;2
TL;ITA;10;PEC;2016;9;8;70;L1;C;50;5;30;3
TL;ITA;10;PEC;2016;9;9;63;L1;C;1830;22;130;5
TL;ITA;10;PEC;2016;9;9;57;L1;C;270;8;60;2
TL;ITA;10;PEC;2016;9;9;55;L1;C;200;4;10;1
TL;ITA;10;PEC;2016;9;9;52;L1;C;940;8;10;1
TL;ITA;10;PEC;2016;9;10;48;L1;C;320;4;100;3
TL;ITA;10;PEC;2016;9;5;15;L1;C;25;8;10;6
TL;ITA;10;PEC;2016;9;10;69;L1;C;50;4;30;2
TL;ITA;10;PEC;2016;9;10;61;L1;C;2830;10;100;3
TL;ITA;10;PEC;2016;9;10;62;L1;C;680;10;10;1
TL;ITA;10;PEC;2016;8;31;28;L1;C;760;14;10;1
TL;ITA;10;PEC;2016;8;30;47;L1;D;9160;44;1700;4
TL;ITA;10;PEC;2016;9;5;20;L1;E;610;7;380;2
TL;ITA;10;PEC;2016;9;10;62;L1;E;680;10;20;1
TL;ITA;10;PEC;2016;8;30;47;L1;E;9160;44;1670;6
TL;ITA;10;PEC;2016;8;28;45;L1;E;1460;13;470;2
TL;ITA;10;PEC;2016;8;31;35;L1;E;3800;13;40;2
TL;ITA;10;PEC;2016;9;4;7;L1;E;4680;10;4350;2
TL;ITA;10;PEC;2016;8;31;37;L1;E;4270;23;90;1
TL;ITA;10;PEC;2016;9;8;53;L1;E;150;5;30;1
TL;ITA;10;PEC;2016;9;8;58;L1;E;90;6;20;1
TL;ITA;10;PEC;2016;9;1;9;L1;E;1260;7;530;3
TL;ITA;10;PEC;2016;9;1;26;L1;E;210;8;80;1
TL;ITA;10;PEC;2016;8;31;31;L1;E;4390;40;1060;1
TL;ITA;10;PEC;2016;9;9;63;L1;E;1830;22;300;1
TL;ITA;10;PEC;2016;8;29;66;L1;E;940;15;140;1
TL;ITA;10;PEC;2016;9;4;8;L1;E;12220;24;10700;1
TL;ITA;10;PEC;2016;8;29;43;L1;E;1150;22;110;1
TL;ITA;10;PEC;2016;9;3;3;L1;E;2800;6;2500;1
TL;ITA;10;PEC;2016;8;31;28;L1;E;760;14;240;1
TL;ITA;10;PEC;2016;9;3;5;L1;E;60;5;20;1
TL;ITA;10;PEC;2016;8;31;38;L1;F;900;6;100;1
TL;ITA;10;PEC;2016;9;10;61;L1;F;2830;10;50;1
TL;ITA;10;PEC;2016;8;31;28;L1;F;760;14;30;1
TL;ITA;10;PEC;2016;8;30;36;L1;F;3490;10;3200;1
TL;ITA;10;PEC;2016;9;5;15;L1;F;25;8;5;1
TL;ITA;10;PEC;2016;8;30;47;L1;F;9160;44;870;1
TL;ITA;10;PEC;2016;9;9;50;L1;F;470;3;450;2
TL;ITA;10;PEC;2016;9;9;55;L1;F;200;4;160;1
TL;ITA;10;PEC;2016;9;1;33;L1;G;70;4;20;1
TL;ITA;10;PEC;2016;8;28;59;L1;G;350;11;30;1
TL;ITA;10;PEC;2016;9;2;27;L1;G;520;4;460;1
TL;ITA;10;PEC;2016;8;31;30;L1;G;2860;11;2760;1
TL;ITA;10;PEC;2016;9;10;62;L1;G;680;10;20;1
TL;ITA;10;PEC;2016;8;31;31;L1;G;4390;40;890;1
TL;ITA;10;PEC;2016;8;30;36;L1;G;3490;10;40;1
TL;ITA;10;PEC;2016;8;30;47;L1;G;9160;44;1830;1
TL;ITA;10;PEC;2016;8;31;37;L1;G;4270;23;3410;1
TL;ITA;10;PEC;2016;9;4;10;L1;G;1230;9;610;1
TL;ITA;10;PEC;2016;8;29;66;L1;G;940;15;230;1
TL;ITA;10;PEC;2016;8;31;38;L1;G;900;6;730;1
TL;ITA;10;PEC;2016;8;31;35;L1;G;3800;13;120;1
TL;ITA;10;PEC;2016;9;10;61;L1;G;2830;10;680;1
TL;ITA;10;PEC;2016;9;8;64;L1;G;170;6;10;1
TL;ITA;10;PEC;2016;9;3;3;L1;G;2800;6;240;1
TL;ITA;10;PEC;2016;9;3;6;L1;H;7030;65;6500;60
TL;ITA;10;PEC;2016;9;9;52;L1;H;940;8;20;1
TL;ITA;10;PEC;2016;9;3;3;L1;H;2800;6;20;1
TL;ITA;10;PEC;2016;9;3;5;L1;H;60;5;20;1
TL;ITA;10;PEC;2016;9;5;13;L1;H;110;5;30;3
TL;ITA;10;PEC;2016;9;10;61;L1;H;2830;10;1800;1
TL;ITA;10;PEC;2016;9;9;63;L1;H;1830;22;120;1
TL;ITA;10;PEC;2016;9;4;8;L1;H;12220;24;1160;2
TL;ITA;10;PEC;2016;9;1;9;L1;H;1260;7;590;1
TL;ITA;10;PEC;2016;8;29;67;L1;H;345;24;15;1
TL;ITA;10;PEC;2016;9;5;15;L1;I;25;8;10;1
TL;ITA;10;PEC;2016;9;4;7;L1;I;4680;10;120;2
TL;ITA;10;PEC;2016;9;4;10;L1;I;1230;9;490;3
TL;ITA;10;PEC;2016;9;5;14;L1;I;490;7;120;1
TL;ITA;10;PEC;2016;8;31;28;L1;I;760;14;310;5
TL;ITA;10;PEC;2016;8;30;32;L1;I;330;9;80;1
TL;ITA;10;PEC;2016;9;10;62;L1;I;680;10;10;1
TL;ITA;10;PEC;2016;9;8;53;L1;I;150;5;30;1
TL;ITA;10;PEC;2016;8;29;42;L1;I;170;19;10;1
TL;ITA;10;PEC;2016;9;9;63;L1;I;1830;22;100;1
TL;ITA;10;PEC;2016;8;29;43;L1;I;1150;22;60;1
TL;ITA;10;PEC;2016;8;29;44;L1;I;580;19;180;1
TL;ITA;10;PEC;2016;8;28;45;L1;I;1460;13;220;1
TL;ITA;10;PEC;2016;9;9;52;L1;I;940;8;660;1
TL;ITA;10;PEC;2016;8;29;65;L1;I;120;11;20;1
TL;ITA;10;PEC;2016;9;10;56;L1;I;370;14;20;1
TL;ITA;10;PEC;2016;8;28;60;L1;I;60;3;30;1
TL;ITA;10;PEC;2016;9;2;22;L1;I;40;7;10;1
TL;ITA;10;PEC;2016;9;2;24;L1;I;200;4;160;1
TL;ITA;10;PEC;2016;8;31;35;L1;I;3800;13;60;1
TL;ITA;10;PEC;2016;9;9;57;L2;A;1050;2;950;1
TL;ITA;10;PEC;2016;8;31;30;L2;A;210;1;210;1
TL;ITA;10;PEC;2016;8;31;37;L2;A;10240;2;9000;1
TL;ITA;10;PEC;2016;9;10;62;L2;A;1710;1;1710;1
TL;ITA;10;PEC;2016;9;10;61;L2;A;5000;1;5000;1
TL;ITA;10;PEC;2016;9;4;10;L2;B;220;1;220;1
TL;ITA;10;PEC;2016;8;31;31;L2;B;460;2;460;2
TL;ITA;10;PEC;2016;9;7;18;L2;B;3500;1;3500;1
TL;ITA;10;PEC;2016;8;31;37;L2;B;10240;2;1240;1
TL;ITA;10;PEC;2016;9;9;57;L2;B;1050;2;100;1
TL;ITA;10;PEC;2016;9;8;70;L2;B;160;1;160;1
TL;ITA;10;PEC;2016;8;31;30;L3;A;10;1;10;1
TL;ITA;10;PEC;2016;9;4;34;L3;A;40;1;40;1
TL;ITA;10;PEC;2016;8;31;35;L3;A;20;1;20;1
TL;ITA;10;PEC;2016;9;10;56;L3;A;90;3;90;3
TL;ITA;10;PEC;2016;9;1;25;L3;A;70;2;70;2
TL;ITA;10;PEC;2016;8;30;39;L3;A;15;1;15;1
TL;ITA;10;PEC;2016;9;2;27;L3;A;10;2;10;2
TL;ITA;10;PEC;2016;9;4;10;L3;A;730;2;10;1
TL;ITA;10;PEC;2016;9;8;64;L3;A;30;1;30;1
TL;ITA;10;PEC;2016;8;29;43;L3;A;80;1;80;1
TL;ITA;10;PEC;2016;8;28;45;L3;A;30;2;30;2
TL;ITA;10;PEC;2016;9;10;69;L3;B;30;1;30;1
TL;ITA;10;PEC;2016;9;10;62;L3;B;300;1;300;1
TL;ITA;10;PEC;2016;9;1;26;L3;C;780;1;780;1
TL;ITA;10;PEC;2016;9;4;10;L3;C;730;2;720;1
TL;ITA;10;PEC;2016;9;9;57;L3;C;340;1;340;1
TL;ITA;10;PEC;2016;8;29;44;L3;D;100;1;100;1
TL;ITA;10;PEC;2016;9;10;62;L4;A;1380;1;1380;1
TL;ITA;10;PEC;2016;8;29;65;L4;A;180;1;180;1
TL;ITA;10;PEC;2016;8;29;43;L4;A;260;3;260;3
TL;ITA;10;PEC;2016;9;3;2;L4;A;220;1;220;1
TL;ITA;10;PEC;2016;8;28;45;L4;A;170;1;170;1
TL;ITA;10;PEC;2016;9;4;8;L4;A;250;1;250;1
TL;ITA;10;PEC;2016;9;10;61;L4;A;550;1;550;1
TL;ITA;10;PEC;2016;9;5;13;L4;A;520;1;520;1
TL;ITA;10;PEC;2016;9;9;63;L4;A;700;2;700;2
TL;ITA;10;PEC;2016;9;1;26;L4;A;180;1;180;1
TL;ITA;10;PEC;2016;9;8;53;L4;A;40;1;40;1
TL;ITA;10;PEC;2016;9;4;10;L4;A;750;2;750;2
TL;ITA;10;PEC;2016;9;2;24;L4;A;360;1;360;1
TL;ITA;10;PEC;2016;9;8;58;L4;A;420;1;420;1
TL;ITA;10;PEC;2016;8;29;66;L4;A;550;3;280;2
TL;ITA;10;PEC;2016;9;8;68;L4;A;80;1;80;1
TL;ITA;10;PEC;2016;9;9;57;L4;A;1500;1;1500;1
TL;ITA;10;PEC;2016;8;30;47;L4;A;440;1;440;1
TL;ITA;10;PEC;2016;9;1;25;L4;A;250;1;250;1
TL;ITA;10;PEC;2016;8;30;36;L4;A;240;2;240;2
TL;ITA;10;PEC;2016;8;31;37;L4;A;890;5;890;5
TL;ITA;10;PEC;2016;8;29;66;L4;B;550;3;270;1
TL;ITA;10;PEC;2016;8;28;59;L5;A;310;2;310;2
TL;ITA;10;PEC;2016;9;5;20;L5;A;150;2;150;2
TL;ITA;10;PEC;2016;8;30;32;L5;A;650;1;650;1
TL;ITA;10;PEC;2016;9;7;16;L5;A;120;2;120;2
TL;ITA;10;PEC;2016;9;7;18;L5;A;140;2;140;2
TL;ITA;10;PEC;2016;8;29;42;L5;A;150;2;150;2
TL;ITA;10;PEC;2016;9;8;58;L5;A;130;1;130;1
TL;ITA;10;PEC;2016;9;8;68;L5;A;320;1;320;1
TL;ITA;10;PEC;2016;9;4;8;L5;A;380;2;380;2
TL;ITA;10;PEC;2016;8;29;44;L5;A;70;1;70;1
TL;ITA;10;PEC;2016;8;29;67;L5;A;50;1;50;1
TL;ITA;10;PEC;2016;9;2;19;L5;A;130;1;130;1
TL;ITA;10;PEC;2016;9;3;6;L5;A;20;1;20;1
TL;ITA;10;PEC;2016;8;29;66;L5;A;400;1;400;1
TL;ITA;10;PEC;2016;9;10;56;L5;A;100;1;100;1
TL;ITA;10;PEC;2016;8;31;38;L5;A;150;1;150;1
TL;ITA;10;PEC;2016;8;28;45;L5;A;270;1;270;1
TL;ITA;10;PEC;2016;9;4;10;L5;A;580;5;560;3
TL;ITA;10;PEC;2016;8;30;36;L5;A;20;1;20;1
TL;ITA;10;PEC;2016;8;30;39;L5;A;70;1;70;1
TL;ITA;10;PEC;2016;8;31;31;L5;B;590;1;590;1
TL;ITA;10;PEC;2016;8;30;40;L5;B;100;2;20;1
TL;ITA;10;PEC;2016;9;4;10;L5;D;580;5;20;2
TL;ITA;10;PEC;2016;9;4;7;L5;D;20;1;20;1
TL;ITA;10;PEC;2016;9;3;5;L5;D;50;1;50;1
TL;ITA;10;PEC;2016;8;30;40;L5;D;100;2;80;1
TL;ITA;10;PEC;2016;9;8;53;L5;D;10;1;10;1
TL;ITA;10;PEC;2016;9;3;3;L5;D;120;3;120;3
TL;ITA;10;PEC;2016;9;5;14;L5;D;20;1;20;1
TL;ITA;10;PEC;2016;8;31;35;L6;0;270;1;270;1
TL;ITA;10;PEC;2016;9;3;6;L6;0;200;1;200;1
TL;ITA;10;PEC;2016;9;2;17;L6;0;2200;1;2200;1
TL;ITA;10;PEC;2016;8;28;60;L7;0;50;1;50;1
TL;ITA;10;PEC;2016;9;3;6;L7;0;20;1;20;1
TL;ITA;10;PEC;2016;8;30;47;L7;0;180;1;180;1
TL;ITA;10;PEC;2016;8;31;28;L7;0;150;2;150;2
TL;ITA;10;PEC;2016;9;5;20;L8;0;70;1;70;1
TL;ITA;10;PEC;2016;9;7;18;L8;0;30;1;30;1
TL;ITA;10;PEC;2016;8;31;38;L8;0;50;1;50;1
TL;ITA;10;PEC;2016;9;1;25;L8;0;530;1;530;1
TL;ITA;10;PEC;2016;8;29;67;L8;0;20;1;20;1
TL;ITA;10;PEC;2016;8;31;37;L8;0;310;1;310;1
TL;ITA;10;PEC;2016;8;29;43;L8;0;680;2;680;2
TL;ITA;10;PEC;2016;9;4;34;L8;0;30;1;30;1
TL;ITA;10;PEC;2016;8;30;47;L8;0;520;1;520;1
TL;ITA;10;PEC;2016;8;29;44;L8;0;60;1;60;1
TL;ITA;10;PEC;2016;8;30;32;L8;0;340;1;340;1
TL;ITA;10;PEC;2016;9;10;69;L8;0;70;1;70;1
TL;ITA;10;PEC;2016;9;4;10;L8;0;1000;1;1000;1
TL;ITA;10;PEC;2016;9;2;27;L8;0;190;1;190;1
