
              ----------- check consistency of weight and number TB -  2017

              ----------- check consistency of weight and number TB -  2017

              ----------- check consistency of weight and number TB -  2017

              ----------- check consistency of weight and number TB -  2017
Warning: Haul 1 PAGUEXC : mean weight= 37.5 out of boundaries (1,11) in TB
Warning: Haul 1 PAGUEXC : mean weight= 37.5 out of boundaries (1,11) in TB
Warning: Haul 1 PAGUEXC : mean weight= 37.5 out of boundaries (1,11) in TB
Warning: Haul 1 PAGUEXC : mean weight= 37.5 out of boundaries (1,11) in TB
Warning: Haul 1 PAGUEXC : mean weight= 37.5 out of boundaries (1,11) in TB
Warning: Haul 1 PAGUEXC : mean weight= 37.5 out of boundaries (1,11) in TB
Warning: Haul 1 PAGUEXC : mean weight= 37.5 out of boundaries (1,11) in TB
Warning: Haul 1 PAGUEXC : mean weight= 37.5 out of boundaries (1,11) in TB
Warning: Haul 1 PAGUEXC : mean weight= 37.5 out of boundaries (1,11) in TB
Warning: Haul 1 PAGUEXC : mean weight= 37.5 out of boundaries (1,11) in TB
Warning: Haul 1 PAGUEXC : mean weight= 37.5 out of boundaries (1,11) in TB
Warning: Haul 1 PAGUEXC : mean weight= 37.5 out of boundaries (1,11) in TB
Warning: Haul 1 PAGUEXC : mean weight= 37.5 out of boundaries (1,11) in TB
Warning: Haul 1 PAGUEXC : mean weight= 37.5 out of boundaries (1,11) in TB
Warning: Haul 1 PAGUEXC : mean weight= 37.5 out of boundaries (1,11) in TB
Warning: Haul 1 PAGUEXC : mean weight= 37.5 out of boundaries (1,11) in TB
Warning: Haul 1 PAGUEXC : mean weight= 37.5 out of boundaries (1,11) in TB
Warning: Haul 1 PAGUEXC : mean weight= 37.5 out of boundaries (1,11) in TB
Warning: Haul 1 PAGUEXC : mean weight= 37.5 out of boundaries (1,11) in TB
Warning: Haul 1 PAGUEXC : mean weight= 37.5 out of boundaries (1,11) in TB
Warning: Haul 1 PAGUEXC : mean weight= 37.5 out of boundaries (1,11) in TB
Warning: Haul 1 PAGUEXC : mean weight= 37.5 out of boundaries (1,11) in TB
Warning: Haul 1 PAGUEXC : mean weight= 37.5 out of boundaries (1,11) in TB
Warning: Haul 1 PAGUEXC : mean weight= 37.5 out of boundaries (1,11) in TB
Warning: Haul 1 PAGUEXC : mean weight= 37.5 out of boundaries (1,11) in TB
Warning: Haul 1 PAGUEXC : mean weight= 37.5 out of boundaries (1,11) in TB
Warning: Haul 1 PAGUEXC : mean weight= 37.5 out of boundaries (1,11) in TB
