"HAUL_NUMBER";"GENUS";"SPECIES";"WEIGHT_OF_THE_SAMPLE_MEASURED";"ESTIMATED_WEIGHT";"perc_diff"
101;"TRIS";"CAP";1;0.911346640975621;9.72773202186523
103;"HELI";"DAC";2;3.81366246352847;-47.5569739292144
138;"HELI";"DAC";2;2.2545084727495;-11.2888674327806
106;"TRIS";"CAP";3;4.33208606482214;-30.7492982570011
133;"HELI";"DAC";3;2.2545084727495;33.066698850829
89;"PHYI";"BLE";4;5.37589417138275;-25.5937733801938
138;"EUTR";"GUR";4;2.97322512662204;34.5340439976878
117;"PAGE";"ACA";5;5.44906375599932;-8.24111766915753
103;"PHYI";"BLE";5;9.9047315842316;-49.5190762366541
133;"PHYI";"BLE";5;7.40163313154694;-32.447340861989
107;"TRIS";"CAP";5;4.11759936372678;21.4299779635328
118;"TRIS";"CAP";5;9.74310096665029;-48.6816361945286
125;"TRIS";"CAP";5;8.23519872745356;-39.2850110182336
106;"HELI";"DAC";5;3.92178314037649;27.4930260299909
132;"HELI";"DAC";5;7.97189508245629;-37.2796562387847
137;"HELI";"DAC";5;7.25633247563049;-31.0946677706418
118;"PAPE";"LON";5;7.71769580770816;-35.2138238591086
146;"PAPE";"LON";5;7.25519652955294;-31.0838792631838
123;"TRIS";"CAP";6;6.80798456835175;-11.8681903614739
107;"HELI";"DAC";7;6.00189509016024;16.6298293263422
95;"TRIS";"CAP";8;5.76432885497879;38.784587091873
113;"TRIS";"CAP";8;8.35196916965865;-4.21420580594688
139;"PAPE";"LON";8;7.25519652955294;10.2657931789059
144;"PAPE";"LON";8;10.1206344069275;-20.9535718973896
102;"HELI";"DAC";9;9.29459959468393;-3.16957811558046
88;"EUTR";"GUR";9;11.8869358293515;-24.2866275278699
111;"NEPR";"NOR";9;9.33960149610366;-3.63614546343693
102;"PHYI";"BLE";10;7.40163313154694;35.1053182760221
136;"TRIS";"CAP";10;11.5568208944564;-13.4710134272582
138;"PAGE";"ERY";10;17.1808793715509;-41.7957615338446
142;"ARIS";"FOL";10;14.9787963025625;-33.2389612756183
113;"EUTR";"GUR";10;13.6394660093387;-26.6833467442703
110;"PAPE";"LON";10;11.470167303728;-12.8173135125081
111;"PAPE";"LON";10;19.3084944577896;-48.2093229906607
113;"PAPE";"LON";10;15.784508994929;-36.6467464828166
75;"TRIS";"CAP";11;13.0858921667421;-15.9400073007129
129;"TRIS";"CAP";11;16.9098551944206;-34.9491768348823
85;"HELI";"DAC";11;14.5744979612493;-24.5257021597122
117;"PAGE";"ERY";13;12.9609907003052;0.300974675445403
118;"PAGE";"ACA";15;19.7204355504239;-23.9367712663041
106;"EUTR";"GUR";15;16.0078126034432;-6.29575463187546
88;"PAPE";"LON";15;19.8778106175029;-24.5389731865534
77;"NEPR";"NOR";15;13.7572391986765;9.03350434906311
129;"PAPE";"LON";16;29.5004873512316;-45.7636078702543
79;"TRIS";"CAP";17;16.3315534898469;4.09297566559544
108;"PAPE";"LON";17;16.862192488868;0.81725737161996
88;"TRIS";"CAP";18;28.5078214458133;-36.8594333516022
135;"EUTR";"GUR";18;34.7043881802565;-48.1333602352906
90;"PHYI";"BLE";20;16.5736002885552;20.6738406368522
138;"PHYI";"BLE";20;31.6972762842597;-36.9030959611768
104;"TRIS";"CAP";20;21.2360175433801;-5.82038294541447
112;"PAGE";"ERY";20;28.1160835529054;-28.8663374386179
76;"SPIC";"FLE";20;18.5312134907728;7.92601364157035
126;"SPIC";"FLE";20;26.4274839040608;-24.321210174205
105;"EUTR";"GUR";20;25.1291504966604;-20.4111575412868
125;"PAPE";"LON";20;25.0444694462687;-20.1420495534603
88;"LOLI";"VUL";20;19.7369475607171;1.33279190449103
132;"ARIS";"FOL";21;20.2181223898709;3.86721177689968
90;"ILLE";"COI";22;28.468172639722;-22.7207159433087
104;"LOPH";"BUD";25;25.5612073523177;-2.19554320960839
132;"TRIS";"CAP";25;28.2087068362164;-11.3748810069408
131;"EUTR";"GUR";25;26.4069238354251;-5.32785963330447
102;"NEPR";"NOR";25;23.9308343405475;4.46773248369774
97;"TRIS";"CAP";26;32.2340732953506;-19.340010920214
95;"PHYI";"BLE";28;25.8849956085255;8.17077361519012
97;"PHYI";"BLE";28;25.1635638211261;11.2719970789374
106;"LOPH";"BUD";30;37.585853066404;-20.1827348523974
112;"ILLE";"COI";30;28.230328333226;6.26868963720531
131;"PAGE";"ERY";30;28.1160835529054;6.70049384207308
102;"EUTR";"GUR";30;30.8515708919187;-2.76021890393182
104;"EUTR";"GUR";30;51.7063157571696;-41.9800085140659
131;"PAPE";"LON";30;36.9058595278143;-18.7120950877995
110;"NEPR";"NOR";30;54.1554349371337;-44.6038979562707
128;"NEPR";"NOR";30;40.0941558286793;-25.1761275927873
133;"LOLI";"VUL";30;28.7255523978896;4.43663392250027
88;"PAGE";"ACA";31;41.541022239826;-25.3749707433058
83;"SPIC";"FLE";31;50.6795238814914;-38.8313116901213
101;"EUTR";"GUR";33;41.4036236200992;-20.2968312561408
99;"MERL";"MER";33;32.7633439975291;0.722319438726356
78;"PAPE";"LON";34;42.3179089426145;-19.6557654913763
76;"CITH";"MAC";34;40.5140578632558;-16.0785125134644
133;"TRIS";"CAP";35;36.8827016922775;-5.10456557110546
126;"ILLE";"COI";35;35.076375853401;-0.217741575470166
128;"EUTR";"GUR";35;38.7236887053955;-9.61604854776324
75;"OCTO";"VUL";35;34.1634660809839;2.4486213343607
78;"ARIT";"ANT";40;25.1261113020846;59.1969386710526
137;"TRIS";"CAP";40;50.4716846034565;-20.7476423379365
104;"PAGE";"ERY";40;51.764607922616;-22.7271264957771
101;"SPIC";"FLE";40;67.740345545704;-40.9509950417773
146;"ARIS";"FOL";40;44.6189704348498;-10.3520327560991
108;"EUTR";"GUR";40;44.9001498002012;-10.9134375319595
128;"PAPE";"LON";40;80.0456171238502;-50.0284944544681
80;"MERL";"MER";40;30.6630962843699;30.4499703129767
107;"NEPR";"NOR";40;26.2404176326008;52.4365982281642
112;"LOPH";"PIS";40;65.5732165207276;-38.9994846640532
80;"TRAC";"TRA";40;32.0323931379066;24.8735922657762
117;"LOLI";"VUL";40;65.9860049760037;-39.3810854066006
135;"LOLI";"VUL";40;43.2147545914817;-7.43902082025324
101;"OCTO";"VUL";40;34.6356331631985;15.4879999205596
89;"PAGE";"ACA";42;51.0970174930424;-17.803421685583
94;"LEPM";"BOS";43;42.5786932282092;0.989477928626603
144;"ARIS";"FOL";45;45.1438898518972;-0.318736051255741
84;"ILLE";"COI";46;61.2551332532965;-24.904252824355
123;"MERL";"MER";49;52.0108947352665;-5.78896931227934
99;"MULL";"BAR";50;44.0591413173801;13.4838276575226
101;"MULL";"BAR";50;64.1172445216975;-22.0178590440208
86;"PAGE";"BOG";50;96.9549524978165;-48.4296586075621
108;"LOPH";"BUD";50;51.1224147046355;-2.19554320960839
112;"TRIS";"CAP";50;66.7201748103521;-25.0601483852195
85;"ARIS";"FOL";50;87.577043193455;-42.9074125172831
103;"EUTR";"GUR";50;49.1995601759205;1.62692475546007
123;"PAPE";"LON";50;47.7125430806096;4.79424648467336
126;"PAPE";"LON";50;37.7128911152224;32.5806601441332
80;"TRAC";"MED";50;47.644920843226;4.9429805215194
136;"NEPR";"NOR";50;83.3615191529004;-40.0202869284439
99;"MULL";"SUR";50;74.9999268416087;-33.3332683035888
131;"LOLI";"VUL";50;50.1822224220337;-0.363121466604692
81;"ILLE";"COI";52;50.9094382306847;2.14216028936265
125;"MULL";"SUR";52;62.8683496285304;-17.287474051328
139;"PAGE";"BOG";54;63.4503978256198;-14.894150627065
124;"MERL";"MER";59;58.2986957407819;1.2029501694796
129;"NEPR";"NOR";59;97.749597408532;-39.6416951433396
83;"MULL";"BAR";60;78.011609617805;-23.0883707002683
100;"LOPH";"BUD";60;57.8718237314603;3.6773962376147
135;"TRIS";"CAP";60;85.3674761394839;-29.7156215536177
137;"EUTR";"GUR";60;42.2348188996683;42.0628797829916
83;"HELI";"DAC";61;69.5363434866373;-12.276089104797
88;"MULL";"SUR";61;69.3220770001551;-12.0049446875871
75;"SPIC";"FLE";64;61.2626026374386;4.46830079806059
124;"LOPH";"PIS";64;60.1048454890684;6.4805998239194
86;"HELI";"DAC";66;74.8982135954571;-11.8804083145674
81;"HELI";"DAC";68;79.9984309708044;-14.9983328737825
125;"LOPH";"BUD";69;71.5918225304663;-3.62027734293717
137;"LOPH";"BUD";70;98.7128844776956;-29.0872712611122
75;"EUTR";"GUR";71;69.9987764109133;1.43034441517841
129;"LOPH";"BUD";72;75.2097572486449;-4.26774047153673
85;"PAGE";"BOG";74;89.4819179780332;-17.3017279109214
123;"LOLI";"VUL";75;99.6400753068915;-24.7290813771467
125;"SPIC";"FLE";77;88.5782226213935;-13.0711841790751
94;"PAGE";"BOG";79;75.7161914989406;4.33699640202504
126;"TRIS";"CAP";80;42.0301488582445;90.3395590384815
97;"ILLE";"COI";80;95.1507270753208;-15.922870524497
142;"HELI";"DAC";80;111.508528955088;-28.2566089341726
107;"PAGE";"ERY";80;85.7206355369496;-6.67358040583323
109;"SPIC";"FLE";80;124.38219503862;-35.6821127210688
112;"EUTR";"GUR";80;86.7538951775963;-7.78512038424347
133;"EUTR";"GUR";80;82.3070964794046;-2.80303470549703
111;"MERL";"MER";80;84.1281667293724;-4.90699713290086
103;"LOLI";"VUL";80;54.5163810301901;46.7448838096894
94;"HELI";"DAC";83;88.7949217926518;-6.5261860426925
143;"ARIS";"FOL";83;77.1589070409399;7.57021215445792
76;"TRAC";"TRA";83;111.145995923035;-25.3234456979679
86;"LOPH";"BUD";85;102.155332809903;-16.7933795897141
118;"PAGE";"ERY";85;85.7206355369496;-0.84067918119781
146;"LEPM";"BOS";90;57.6196992375343;56.1965806676281
142;"MICM";"POU";90;68.4071399760668;31.5652138526588
89;"MULL";"BAR";91;93.2655624094991;-2.42915214465955
143;"PAPE";"LON";95;105.207975694587;-9.70266334580967
85;"MICM";"POU";95;90.679228242261;4.76489692456967
132;"PAPE";"LON";97;133.301614375516;-27.2326892255431
93;"HELI";"DAC";98;106.963232810887;-8.37973252616117
108;"PAGE";"ACA";100;136.573444385164;-26.7793234254384
95;"MULL";"BAR";100;193.912152534769;-48.4302563336922
111;"PHYI";"BLE";100;168.50844412819;-40.6557929382301
128;"LOPH";"BUD";100;147.382280791392;-32.1492383867081
136;"LOPH";"BUD";100;123.784686818138;-19.214563149545
128;"TRIS";"CAP";100;101.054596035101;-1.04359037241066
111;"ILLE";"COI";100;140.521158370004;-28.8363395520183
113;"ILLE";"COI";100;88.2587413562443;13.3032246589193
107;"EUTR";"GUR";100;99.8680909000813;0.132083329850235
137;"PAPE";"LON";100;159.392462713945;-37.2617761860763
113;"MERL";"MER";100;97.9340903530255;2.10948980026003
136;"MERL";"MER";100;129.362240426485;-22.6976900907736
104;"NEPR";"NOR";100;178.778601211291;-44.0648940519373
138;"NEPR";"NOR";100;120.50011460715;-17.0125270618899
117;"MULL";"SUR";100;100.754454462138;-0.748805068883404
80;"OCTO";"VUL";100;95.4889503465819;4.72415880271486
