TYPE_OF_FILE;COUNTRY;AREA;VESSEL;YEAR;MONTH;DAY;HAUL_NUMBER;CODEND_CLOSING;PART_OF_THE_CODEND;FAUNISTIC_CATEGORY;GENUS;SPECIES;NAME_OF_THE_REFERENCE_LIST;TOTAL_WEIGHT_IN_THE_HAUL;TOTAL_NUMBER_IN_THE_HAUL;NB_OF_FEMALES;NB_OF_MALES;NB_OF_UNDETERMINED
TB;ITA;18;BIM;1994;6;24;75;S;S;C;ALLO;MED;FM;40;12;0;0;12
TB;ITA;18;BIM;1994;6;24;75;S;S;Ao;ASPI;CUC;FM;217;6;0;0;6
TB;ITA;18;BIM;1994;6;24;75;S;S;Ao;BOOP;BOO;FM;836;13;0;0;13
TB;ITA;18;BIM;1994;6;24;75;S;S;C;ELED;CIR;FM;1337;5;4;1;0
TB;ITA;18;BIM;1994;6;24;75;S;S;C;ELED;MOS;FM;677;7;0;0;7
TB;ITA;18;BIM;1994;6;24;75;S;S;Ao;ENGR;ENC;FM;22;1;0;0;1
TB;ITA;18;BIM;1994;6;24;75;S;S;Ao;EUTR;GUR;FM;12;2;0;0;2
TB;ITA;18;BIM;1994;6;24;75;S;S;Ao;LEPI;CAU;FM;10000;6;0;0;6
TB;ITA;18;BIM;1994;6;24;75;S;S;Ao;LEPT;CAV;FM;17;1;0;0;1
TB;ITA;18;BIM;1994;6;24;75;S;S;Ao;LOPH;BUD;FM;201;1;0;1;0
TB;ITA;18;BIM;1994;6;24;75;S;S;Ao;LOPH;PIS;FM;1264;2;2;0;0
TB;ITA;18;BIM;1994;6;24;75;S;S;Ao;MERL;MER;FM;4500;120;49;67;4
TB;ITA;18;BIM;1994;6;24;75;S;S;Ao;MULL;SUR;FM;489;5;2;3;0
TB;ITA;18;BIM;1994;6;24;75;S;S;Ao;PAGE;ACA;FM;1053;14;2;12;0
TB;ITA;18;BIM;1994;6;24;75;S;S;Ao;SARD;PIL;FM;436;101;0;0;101
TB;ITA;18;BIM;1994;6;24;75;S;S;C;SEPI;ELE;FM;44;3;0;0;3
TB;ITA;18;BIM;1994;6;24;75;S;S;Ao;SERA;CAB;FM;28;1;0;0;1
TB;ITA;18;BIM;1994;6;24;75;S;S;Ao;SPIC;SMA;FM;1171;26;0;0;26
TB;ITA;18;BIM;1994;6;24;75;S;S;C;TODI;EBL;FM;8;1;0;0;1
TB;ITA;18;BIM;1994;6;24;75;S;S;Ao;TRAC;MED;FM;6;1;0;0;1
TB;ITA;18;BIM;1994;6;24;75;S;S;Ao;TRAC;TRA;FM;204;31;1;0;30
TB;ITA;18;BIM;1994;6;24;75;S;S;Ao;TRAH;DRA;FM;295;3;0;0;3
TB;ITA;18;BIM;1994;6;24;75;S;S;Ao;TRIP;LAS;FM;120;2;0;0;2
TB;ITA;18;BIM;1994;6;24;75;S;S;Ao;TRIS;CAP;FM;233;8;2;4;2
TB;ITA;18;BIM;1994;6;24;75;S;S;Ao;ZEUS;FAB;FM;7;1;0;0;1
TB;ITA;18;BIM;1994;6;24;76;S;S;C;ALLO;MED;FM;24;5;0;0;5
TB;ITA;18;BIM;1994;6;24;76;S;S;Ao;ASPI;CUC;FM;139;9;0;0;9
TB;ITA;18;BIM;1994;6;24;76;S;S;Ao;BLEN;OCE;FM;10;1;0;0;1
TB;ITA;18;BIM;1994;6;24;76;S;S;Ao;BOOP;BOO;FM;130;3;0;0;3
TB;ITA;18;BIM;1994;6;24;76;S;S;Ao;CEPO;MAC;FM;8;1;0;0;1
TB;ITA;18;BIM;1994;6;24;76;S;S;C;ELED;CIR;FM;675;1;1;0;0
TB;ITA;18;BIM;1994;6;24;76;S;S;Ao;ENGR;ENC;FM;27;2;0;0;2
TB;ITA;18;BIM;1994;6;24;76;S;S;Ao;EUTR;GUR;FM;27;5;0;0;5
TB;ITA;18;BIM;1994;6;24;76;S;S;C;ILLE;COI;FM;10;2;0;0;2
TB;ITA;18;BIM;1994;6;24;76;S;S;Ao;LEPI;CAU;FM;1015;1;0;0;1
TB;ITA;18;BIM;1994;6;24;76;S;S;Ao;LEPT;CAV;FM;10;1;0;0;1
TB;ITA;18;BIM;1994;6;24;76;S;S;Ao;LOPH;PIS;FM;135;3;0;2;1
TB;ITA;18;BIM;1994;6;24;76;S;S;Ao;MERL;MER;FM;1705;21;9;12;0
TB;ITA;18;BIM;1994;6;24;76;S;S;Ao;MULL;SUR;FM;296;5;1;4;0
TB;ITA;18;BIM;1994;6;24;76;S;S;Ao;SARD;PIL;FM;649;18;0;0;18
TB;ITA;18;BIM;1994;6;24;76;S;S;C;SEPI;ELE;FM;35;2;0;0;2
TB;ITA;18;BIM;1994;6;24;76;S;S;C;SEPI;ORB;FM;40;1;0;0;1
TB;ITA;18;BIM;1994;6;24;76;S;S;Ao;SERA;HEP;FM;86;16;0;0;16
TB;ITA;18;BIM;1994;6;24;76;S;S;Ao;SPIC;SMA;FM;8159;347;0;0;347
TB;ITA;18;BIM;1994;6;24;76;S;S;C;TODI;EBL;FM;178;1;0;0;1
TB;ITA;18;BIM;1994;6;24;76;S;S;Ao;TRAC;MED;FM;53;2;1;1;0
TB;ITA;18;BIM;1994;6;24;76;S;S;Ao;TRAC;TRA;FM;17;5;0;0;5
TB;ITA;18;BIM;1994;6;24;76;S;S;Ao;TRAH;DRA;FM;483;6;0;0;6
TB;ITA;18;BIM;1994;6;24;76;S;S;Ao;TRIS;CAP;FM;145;2;1;1;0
TB;ITA;18;BIM;1994;6;24;77;S;S;Ao;MACO;SCO;FM;37;2;0;0;2
TB;ITA;18;BIM;1994;6;24;77;S;S;C;ROSS;MAC;FM;43;1;0;0;1
TB;ITA;18;BIM;1994;6;24;77;S;S;C;TODI;EBL;FM;135;1;0;0;1
TB;ITA;18;BIM;1994;6;25;78;S;S;B;ARIS;FOL;FM;152;9;3;6;0
TB;ITA;18;BIM;1994;6;25;78;S;S;Ao;COEL;COE;FM;4999;96;0;0;96
TB;ITA;18;BIM;1994;6;25;78;S;S;Ae;ETMO;SPI;FM;315;14;0;0;14
TB;ITA;18;BIM;1994;6;25;78;S;S;Ae;GALU;MEL;FM;1572;51;0;0;51
TB;ITA;18;BIM;1994;6;25;78;S;S;B;GERY;LON;FM;106;1;0;0;1
TB;ITA;18;BIM;1994;6;25;78;S;S;Ao;HELI;DAC;FM;622;3;0;0;3
TB;ITA;18;BIM;1994;6;25;78;S;S;Ao;HYME;ITA;FM;34;11;0;0;11
TB;ITA;18;BIM;1994;6;25;78;S;S;Ao;LEPM;BOS;FM;568;5;2;3;0
TB;ITA;18;BIM;1994;6;25;78;S;S;Ao;LOPH;PIS;FM;3800;2;0;2;0
TB;ITA;18;BIM;1994;6;25;78;S;S;Ao;MERL;MER;FM;5190;18;8;10;0
TB;ITA;18;BIM;1994;6;25;78;S;S;Ao;MICM;POU;FM;2072;11;1;10;0
TB;ITA;18;BIM;1994;6;25;78;S;S;B;NEPR;NOR;FM;475;14;5;9;0
TB;ITA;18;BIM;1994;6;25;78;S;S;Ao;NEZU;SCL;FM;34;10;0;0;10
TB;ITA;18;BIM;1994;6;25;78;S;S;B;PAPE;LON;FM;138;11;1;10;0
TB;ITA;18;BIM;1994;6;25;78;S;S;B;PASI;MUL;FM;963;760;0;0;760
TB;ITA;18;BIM;1994;6;25;78;S;S;Ao;PHYI;BLE;FM;502;4;1;1;2
TB;ITA;18;BIM;1994;6;25;78;S;S;B;PLES;MAR;FM;541;62;0;0;62
TB;ITA;18;BIM;1994;6;25;78;S;S;Ao;TRAR;TRA;FM;174;7;0;0;7
TB;ITA;18;BIM;1994;6;24;79;S;S;Ao;CAPO;APE;FM;39;4;0;0;4
TB;ITA;18;BIM;1994;6;24;79;S;S;Ao;LEPI;CAU;FM;9500;50;0;0;50
TB;ITA;18;BIM;1994;6;24;79;S;S;C;LOLI;VUL;FM;2855;24;0;0;24
TB;ITA;18;BIM;1994;6;24;79;S;S;Ao;MACO;SCO;FM;53;4;0;0;4
TB;ITA;18;BIM;1994;6;24;79;S;S;Ao;MOLV;DYP;FM;687;1;0;0;1
TB;ITA;18;BIM;1994;6;24;79;S;S;C;ROSS;MAC;FM;62;1;0;0;1
TB;ITA;18;BIM;1994;6;24;79;S;S;C;TODA;SAG;FM;122;2;0;0;2
TB;ITA;18;BIM;1994;6;29;80;S;S;C;ALLO;MED;FM;8;2;0;0;2
TB;ITA;18;BIM;1994;6;29;80;S;S;Ao;ANTO;MEG;FM;6;1;0;0;1
TB;ITA;18;BIM;1994;6;29;80;S;S;Ao;ARNO;LAT;FM;42;7;0;0;7
TB;ITA;18;BIM;1994;6;29;80;S;S;Ao;ARNO;THO;FM;14;1;0;0;1
TB;ITA;18;BIM;1994;6;29;80;S;S;Ao;BOOP;BOO;FM;1380;33;0;0;33
TB;ITA;18;BIM;1994;6;29;80;S;S;C;ELED;MOS;FM;190;1;0;0;1
TB;ITA;18;BIM;1994;6;29;80;S;S;Ao;ENGR;ENC;FM;169;19;0;0;19
TB;ITA;18;BIM;1994;6;29;80;S;S;Ao;GOBI;NIG;FM;27;1;0;0;1
TB;ITA;18;BIM;1994;6;29;80;S;S;Ao;MERL;MER;FM;945;10;8;2;0
TB;ITA;18;BIM;1994;6;29;80;S;S;Ao;MULL;SUR;FM;288;5;0;0;5
TB;ITA;18;BIM;1994;6;29;80;S;S;C;OCTO;VUL;FM;4885;2;0;2;0
TB;ITA;18;BIM;1994;6;29;80;S;S;Ao;SARD;PIL;FM;754;20;0;0;20
TB;ITA;18;BIM;1994;6;29;80;S;S;Ao;SCOR;NOT;FM;294;6;0;0;6
TB;ITA;18;BIM;1994;6;29;80;S;S;Ao;SERA;CAB;FM;94;3;0;0;3
TB;ITA;18;BIM;1994;6;29;80;S;S;Ao;SERA;HEP;FM;36;3;0;0;3
TB;ITA;18;BIM;1994;6;29;80;S;S;Ao;SPIC;FLE;FM;276;8;3;3;2
TB;ITA;18;BIM;1994;6;29;80;S;S;Ao;SPIC;SMA;FM;5183;342;0;0;342
TB;ITA;18;BIM;1994;6;29;80;S;S;Bst;SQUI;MAN;FM;22;1;0;0;1
TB;ITA;18;BIM;1994;6;29;80;S;S;C;TODA;SAG;FM;339;1;0;0;1
TB;ITA;18;BIM;1994;6;29;80;S;S;Ao;TRAC;MED;FM;24;1;1;0;0
TB;ITA;18;BIM;1994;6;29;80;S;S;Ao;TRAC;TRA;FM;1301;74;6;19;49
TB;ITA;18;BIM;1994;6;29;80;S;S;Ao;TRAH;DRA;FM;38;1;0;0;1
TB;ITA;18;BIM;1994;6;24;81;S;S;Ao;ARNO;RUP;FM;17;1;0;0;1
TB;ITA;18;BIM;1994;6;24;81;S;S;Ao;ASPI;CUC;FM;102;2;0;0;2
TB;ITA;18;BIM;1994;6;24;81;S;S;Ao;CAPO;APE;FM;146;24;0;0;24
TB;ITA;18;BIM;1994;6;24;81;S;S;Ao;CONG;CON;FM;1953;2;0;0;2
TB;ITA;18;BIM;1994;6;24;81;S;S;C;ELED;CIR;FM;996;1;1;0;0
TB;ITA;18;BIM;1994;6;24;81;S;S;Ao;GLOS;LEI;FM;247;36;0;0;36
TB;ITA;18;BIM;1994;6;24;81;S;S;Ao;HELI;DAC;FM;92;11;0;0;11
TB;ITA;18;BIM;1994;6;24;81;S;S;Ao;LAPP;FAS;FM;3;1;0;0;1
TB;ITA;18;BIM;1994;6;24;81;S;S;Ao;LEPI;CAU;FM;3100;294;0;0;294
TB;ITA;18;BIM;1994;6;24;81;S;S;Ao;LEPM;BOS;FM;394;3;2;1;0
TB;ITA;18;BIM;1994;6;24;81;S;S;Ao;LEPM;WHS;FM;171;2;0;0;2
TB;ITA;18;BIM;1994;6;24;81;S;S;C;LOLI;VUL;FM;10;1;1;0;0
TB;ITA;18;BIM;1994;6;24;81;S;S;Ao;LOPH;BUD;FM;990;2;2;0;0
TB;ITA;18;BIM;1994;6;24;81;S;S;Ao;MACO;SCO;FM;624;50;0;0;50
TB;ITA;18;BIM;1994;6;24;81;S;S;Ao;MAUR;MUE;FM;1;1;0;0;1
TB;ITA;18;BIM;1994;6;24;81;S;S;Ao;MERL;MER;FM;3296;84;36;48;0
TB;ITA;18;BIM;1994;6;24;81;S;S;Ao;MICM;POU;FM;150;7;1;3;3
TB;ITA;18;BIM;1994;6;24;81;S;S;Ao;MULL;SUR;FM;503;2;0;2;0
TB;ITA;18;BIM;1994;6;24;81;S;S;Ao;PAGE;BOG;FM;70;1;0;0;1
TB;ITA;18;BIM;1994;6;24;81;S;S;Ao;PHYI;BLE;FM;314;1;1;0;0
TB;ITA;18;BIM;1994;6;24;81;S;S;Ae;RAJA;CLA;FM;1781;1;1;0;0
TB;ITA;18;BIM;1994;6;24;81;S;S;C;ROSS;MAC;FM;79;2;0;0;2
TB;ITA;18;BIM;1994;6;24;81;S;S;C;TODI;EBL;FM;100;1;0;0;1
TB;ITA;18;BIM;1994;6;24;81;S;S;Ao;TRAC;TRA;FM;3;1;0;0;1
TB;ITA;18;BIM;1994;6;24;81;S;S;Ao;TRIG;LUC;FM;1042;1;0;0;1
TB;ITA;18;BIM;1994;6;24;81;S;S;Ao;TRIG;LYR;FM;50;2;0;0;2
TB;ITA;18;BIM;1994;6;27;82;S;S;Ao;CLOR;AGA;FM;9;1;0;0;1
TB;ITA;18;BIM;1994;6;27;82;S;S;Ao;CONG;CON;FM;410;1;0;0;1
TB;ITA;18;BIM;1994;6;27;82;S;S;C;ELED;CIR;FM;1456;3;2;1;0
TB;ITA;18;BIM;1994;6;27;82;S;S;Ao;HELI;DAC;FM;453;7;0;0;7
TB;ITA;18;BIM;1994;6;27;82;S;S;Ao;LEPI;CAU;FM;4000;3;0;0;3
TB;ITA;18;BIM;1994;6;27;82;S;S;Ao;LEPM;BOS;FM;700;11;6;5;0
TB;ITA;18;BIM;1994;6;27;82;S;S;Ao;LOPH;BUD;FM;3432;3;1;2;0
TB;ITA;18;BIM;1994;6;27;82;S;S;Ao;LOPH;PIS;FM;952;1;1;0;0
TB;ITA;18;BIM;1994;6;27;82;S;S;B;MCPI;DEP;FM;6;2;0;0;2
TB;ITA;18;BIM;1994;6;27;82;S;S;Ao;MERL;MER;FM;144;5;2;3;0
TB;ITA;18;BIM;1994;6;27;82;S;S;Ao;MICM;POU;FM;577;4;1;3;0
TB;ITA;18;BIM;1994;6;27;82;S;S;B;NEPR;NOR;FM;962;25;13;12;0
TB;ITA;18;BIM;1994;6;27;82;S;S;Ao;PAGE;BOG;FM;217;2;0;2;0
TB;ITA;18;BIM;1994;6;27;82;S;S;B;PAPE;LON;FM;224;16;11;5;0
TB;ITA;18;BIM;1994;6;27;82;S;S;B;PASI;MUL;FM;14;11;0;0;11
TB;ITA;18;BIM;1994;6;27;82;S;S;Ao;PHYI;BLE;FM;1400;3;1;0;2
TB;ITA;18;BIM;1994;6;27;82;S;S;B;PLES;HET;FM;24;14;0;0;14
TB;ITA;18;BIM;1994;6;27;82;S;S;B;PLES;MAR;FM;21;3;0;0;3
TB;ITA;18;BIM;1994;6;27;82;S;S;B;POLC;TYP;FM;6;2;0;0;2
TB;ITA;18;BIM;1994;6;27;82;S;S;B;PROC;MED;FM;2;2;0;0;2
TB;ITA;18;BIM;1994;6;27;82;S;S;B;SOLO;MEM;FM;3;2;0;0;2
TB;ITA;18;BIM;1994;6;27;82;S;S;C;TODI;EBL;FM;306;2;0;0;2
TB;ITA;18;BIM;1994;6;27;83;S;S;C;ALLO;MED;FM;3;2;0;0;2
TB;ITA;18;BIM;1994;6;27;83;S;S;Ao;ASPI;CUC;FM;17;2;0;0;2
TB;ITA;18;BIM;1994;6;27;83;S;S;Ao;CAPO;APE;FM;26;8;0;0;8
TB;ITA;18;BIM;1994;6;27;83;S;S;Ao;CEPO;MAC;FM;48;5;0;0;5
TB;ITA;18;BIM;1994;6;27;83;S;S;C;ELED;CIR;FM;6820;31;10;21;0
TB;ITA;18;BIM;1994;6;27;83;S;S;Ao;HELI;DAC;FM;61;3;0;0;3
TB;ITA;18;BIM;1994;6;27;83;S;S;Ao;LEPI;CAU;FM;2500;1;0;0;1
TB;ITA;18;BIM;1994;6;27;83;S;S;Ao;LEPT;CAV;FM;8;1;0;0;1
TB;ITA;18;BIM;1994;6;27;83;S;S;Ao;LOPH;BUD;FM;4896;5;4;1;0
TB;ITA;18;BIM;1994;6;27;83;S;S;Ao;MACO;SCO;FM;25;3;0;0;3
TB;ITA;18;BIM;1994;6;27;83;S;S;Ao;MERL;MER;FM;440;4;0;4;0
TB;ITA;18;BIM;1994;6;27;83;S;S;Ao;PHYI;BLE;FM;14;2;0;0;2
TB;ITA;18;BIM;1994;6;27;83;S;S;C;ROSS;MAC;FM;300;4;0;0;4
TB;ITA;18;BIM;1994;6;27;83;S;S;Ae;SCYO;CAN;FM;800;5;0;0;5
TB;ITA;18;BIM;1994;6;27;83;S;S;Ao;SERA;HEP;FM;20;3;0;0;3
TB;ITA;18;BIM;1994;6;27;83;S;S;C;TODI;EBL;FM;145;3;0;0;3
TB;ITA;18;BIM;1994;6;27;83;S;S;Ao;TRAC;TRA;FM;226;58;0;0;58
TB;ITA;18;BIM;1994;6;27;83;S;S;Ao;TRIS;CAP;FM;190;17;0;0;17
TB;ITA;18;BIM;1994;6;27;83;S;S;Ao;ZEUS;FAB;FM;253;1;0;1;0
TB;ITA;18;BIM;1994;6;27;84;S;S;C;ALLO;MED;FM;3;2;0;0;2
TB;ITA;18;BIM;1994;6;27;84;S;S;C;ELED;CIR;FM;1676;6;4;2;0
TB;ITA;18;BIM;1994;6;27;84;S;S;C;ILLE;COI;FM;11;2;0;0;2
TB;ITA;18;BIM;1994;6;27;84;S;S;Ao;LEPI;CAU;FM;500;1;0;0;1
TB;ITA;18;BIM;1994;6;27;84;S;S;Ao;LOPH;BUD;FM;442;1;0;1;0
TB;ITA;18;BIM;1994;6;27;84;S;S;Ao;LOPH;PIS;FM;347;1;1;0;0
TB;ITA;18;BIM;1994;6;27;84;S;S;Ao;MERL;MER;FM;178;4;2;2;0
TB;ITA;18;BIM;1994;6;27;84;S;S;Ao;MULL;BAR;FM;534;4;2;2;0
TB;ITA;18;BIM;1994;6;27;84;S;S;Ao;PAGE;BOG;FM;62;1;0;1;0
TB;ITA;18;BIM;1994;6;27;84;S;S;C;ROSS;MAC;FM;176;4;0;0;4
TB;ITA;18;BIM;1994;6;27;84;S;S;C;SEPI;ORB;FM;19;1;0;0;1
TB;ITA;18;BIM;1994;6;27;84;S;S;C;TODI;EBL;FM;28;1;0;0;1
TB;ITA;18;BIM;1994;6;27;84;S;S;Ao;TRIS;CAP;FM;360;16;9;5;2
TB;ITA;18;BIM;1994;6;27;85;S;S;Ao;CAPO;APE;FM;52;2;0;0;2
TB;ITA;18;BIM;1994;6;27;85;S;S;B;CHLO;GRA;FM;19;8;0;0;8
TB;ITA;18;BIM;1994;6;27;85;S;S;Ao;CLOR;AGA;FM;37;6;0;0;6
TB;ITA;18;BIM;1994;6;27;85;S;S;Ao;COEL;COE;FM;619;50;0;0;50
TB;ITA;18;BIM;1994;6;27;85;S;S;C;ELED;CIR;FM;474;1;0;1;0
TB;ITA;18;BIM;1994;6;27;85;S;S;Ao;EPIG;DEN;FM;7;3;0;0;3
TB;ITA;18;BIM;1994;6;27;85;S;S;Ao;GADI;ARG;FM;71;8;0;0;8
TB;ITA;18;BIM;1994;6;27;85;S;S;Ae;GALU;MEL;FM;572;21;0;0;21
TB;ITA;18;BIM;1994;6;27;85;S;S;Ao;HELI;DAC;FM;357;4;0;0;4
TB;ITA;18;BIM;1994;6;27;85;S;S;Ao;LEPI;CAU;FM;10000;13;0;0;13
TB;ITA;18;BIM;1994;6;27;85;S;S;Ao;LEPM;BOS;FM;253;2;1;1;0
TB;ITA;18;BIM;1994;6;27;85;S;S;Ao;LOPH;PIS;FM;4379;1;1;0;0
TB;ITA;18;BIM;1994;6;27;85;S;S;Ao;MERL;MER;FM;7482;68;40;13;15
TB;ITA;18;BIM;1994;6;27;85;S;S;Ao;MICM;POU;FM;1834;17;6;7;4
TB;ITA;18;BIM;1994;6;27;85;S;S;B;NEPR;NOR;FM;259;9;4;5;0
TB;ITA;18;BIM;1994;6;27;85;S;S;Ao;PAGE;BOG;FM;80;1;0;0;1
TB;ITA;18;BIM;1994;6;27;85;S;S;B;PAPE;LON;FM;86;7;4;3;0
TB;ITA;18;BIM;1994;6;27;85;S;S;Ao;PHYI;BLE;FM;111;10;0;0;10
TB;ITA;18;BIM;1994;6;27;85;S;S;B;PLES;HET;FM;121;47;0;0;47
TB;ITA;18;BIM;1994;6;27;85;S;S;B;PROC;MED;FM;15;7;0;0;7
TB;ITA;18;BIM;1994;6;27;85;S;S;C;ROSS;MAC;FM;74;2;0;0;2
TB;ITA;18;BIM;1994;6;27;85;S;S;Ae;SCYO;CAN;FM;276;1;0;0;1
TB;ITA;18;BIM;1994;6;27;85;S;S;B;SOLO;MEM;FM;73;28;0;0;28
TB;ITA;18;BIM;1994;6;27;85;S;S;Ao;STOM;BOA;FM;4;1;0;0;1
TB;ITA;18;BIM;1994;6;27;85;S;S;C;TODI;EBL;FM;791;5;0;0;5
TB;ITA;18;BIM;1994;6;27;85;S;S;Ao;TRIG;LYR;FM;37;1;0;0;1
TB;ITA;18;BIM;1994;6;23;86;S;S;B;ARIS;FOL;FM;99;8;1;7;0
TB;ITA;18;BIM;1994;6;23;86;S;S;Ae;CHIM;MON;FM;6135;12;0;0;12
TB;ITA;18;BIM;1994;6;23;86;S;S;Ao;COEL;COE;FM;8253;104;0;0;104
TB;ITA;18;BIM;1994;6;23;86;S;S;Ao;CONG;CON;FM;8000;1;0;0;1
TB;ITA;18;BIM;1994;6;23;86;S;S;Ao;EPIG;DEN;FM;9;4;0;0;4
TB;ITA;18;BIM;1994;6;23;86;S;S;Ae;ETMO;SPI;FM;4657;42;0;0;42
TB;ITA;18;BIM;1994;6;23;86;S;S;Ae;GALU;MEL;FM;9751;37;0;0;37
TB;ITA;18;BIM;1994;6;23;86;S;S;Ao;HELI;DAC;FM;3900;16;0;0;16
TB;ITA;18;BIM;1994;6;23;86;S;S;Ao;HOPL;MED;FM;3154;36;0;0;36
TB;ITA;18;BIM;1994;6;23;86;S;S;Ao;HYME;ITA;FM;109;30;0;0;30
TB;ITA;18;BIM;1994;6;23;86;S;S;Ao;LOPH;BUD;FM;980;1;1;0;0
TB;ITA;18;BIM;1994;6;23;86;S;S;Ao;MERL;MER;FM;4450;4;4;0;0
TB;ITA;18;BIM;1994;6;23;86;S;S;Ao;MICM;POU;FM;1295;6;0;4;2
TB;ITA;18;BIM;1994;6;23;86;S;S;B;NEPR;NOR;FM;433;10;1;9;0
TB;ITA;18;BIM;1994;6;23;86;S;S;Ao;NEZU;SCL;FM;746;79;0;0;79
TB;ITA;18;BIM;1994;6;23;86;S;S;Ao;NOTA;BON;FM;20;1;0;0;1
TB;ITA;18;BIM;1994;6;23;86;S;S;B;PASI;MUL;FM;55;13;0;0;13
TB;ITA;18;BIM;1994;6;23;86;S;S;Ao;PHYI;BLE;FM;2550;10;6;4;0
TB;ITA;18;BIM;1994;6;23;86;S;S;B;PLES;MAR;FM;999;135;0;0;135
TB;ITA;18;BIM;1994;6;23;86;S;S;B;POLC;TYP;FM;10;3;0;0;3
TB;ITA;18;BIM;1994;6;23;86;S;S;Ae;SCYM;LIC;FM;26;1;0;0;1
TB;ITA;18;BIM;1994;6;23;86;S;S;B;SOLO;MEM;FM;6;2;0;0;2
TB;ITA;18;BIM;1994;6;23;86;S;S;Ao;STOM;BOA;FM;23;3;0;0;3
TB;ITA;18;BIM;1994;6;23;86;S;S;Ao;TRAR;TRA;FM;2615;111;0;0;111
TB;ITA;18;BIM;1994;6;25;87;S;S;Ae;CHIM;MON;FM;1976;2;0;0;2
TB;ITA;18;BIM;1994;6;25;87;S;S;Ao;COEL;COE;FM;2317;26;0;0;26
TB;ITA;18;BIM;1994;6;25;87;S;S;Ao;CONG;CON;FM;318;1;0;0;1
TB;ITA;18;BIM;1994;6;25;87;S;S;Ae;ETMO;SPI;FM;314;10;0;0;10
TB;ITA;18;BIM;1994;6;25;87;S;S;Ae;GALU;MEL;FM;2387;9;0;0;9
TB;ITA;18;BIM;1994;6;25;87;S;S;Ao;HELI;DAC;FM;294;1;0;0;1
TB;ITA;18;BIM;1994;6;25;87;S;S;Ao;HOPL;MED;FM;532;8;0;0;8
TB;ITA;18;BIM;1994;6;25;87;S;S;Ao;HYME;ITA;FM;5;2;0;0;2
TB;ITA;18;BIM;1994;6;25;87;S;S;Ao;MERL;MER;FM;1142;1;1;0;0
TB;ITA;18;BIM;1994;6;25;87;S;S;Ao;MICM;POU;FM;1115;5;1;2;2
TB;ITA;18;BIM;1994;6;25;87;S;S;Ao;NEZU;SCL;FM;93;5;0;0;5
TB;ITA;18;BIM;1994;6;25;87;S;S;B;PASI;MUL;FM;27;6;0;0;6
TB;ITA;18;BIM;1994;6;25;87;S;S;Ao;PHYI;BLE;FM;297;1;0;1;0
TB;ITA;18;BIM;1994;6;25;87;S;S;B;PLES;MAR;FM;128;19;0;0;19
TB;ITA;18;BIM;1994;6;25;87;S;S;Ao;STOM;BOA;FM;5;2;0;0;2
TB;ITA;18;BIM;1994;6;25;87;S;S;C;TODA;SAG;FM;830;1;0;0;1
TB;ITA;18;BIM;1994;6;25;87;S;S;Ao;TRAR;TRA;FM;115;4;0;0;4
TB;ITA;18;BIM;1994;6;28;88;S;S;C;ALLO;MED;FM;6;1;0;0;1
TB;ITA;18;BIM;1994;6;28;88;S;S;Ao;ALOS;FAL;FM;308;3;0;0;3
TB;ITA;18;BIM;1994;6;28;88;S;S;Ao;ANTO;MEG;FM;13;2;0;0;2
TB;ITA;18;BIM;1994;6;28;88;S;S;Ao;ARNO;LAT;FM;39;3;0;0;3
TB;ITA;18;BIM;1994;6;28;88;S;S;Ao;ASPI;CUC;FM;29;1;0;0;1
TB;ITA;18;BIM;1994;6;28;88;S;S;Ao;BOOP;BOO;FM;832;15;0;0;15
TB;ITA;18;BIM;1994;6;28;88;S;S;Ao;CALM;MAC;FM;2;1;0;0;1
TB;ITA;18;BIM;1994;6;28;88;S;S;Ao;CEPO;MAC;FM;105;11;0;0;11
TB;ITA;18;BIM;1994;6;28;88;S;S;C;ELED;CIR;FM;366;1;1;0;0
TB;ITA;18;BIM;1994;6;28;88;S;S;C;ELED;MOS;FM;499;3;0;0;3
TB;ITA;18;BIM;1994;6;28;88;S;S;Ao;ENGR;ENC;FM;128;12;0;0;12
TB;ITA;18;BIM;1994;6;28;88;S;S;Ao;EUTR;GUR;FM;12;1;0;0;1
TB;ITA;18;BIM;1994;6;28;88;S;S;Ao;GOBI;FRI;FM;19;7;0;0;7
TB;ITA;18;BIM;1994;6;28;88;S;S;Ao;LOPH;PIS;FM;1532;3;1;0;2
TB;ITA;18;BIM;1994;6;28;88;S;S;Ao;MERL;MER;FM;1422;32;20;10;2
TB;ITA;18;BIM;1994;6;28;88;S;S;Ao;MULL;BAR;FM;38;1;0;1;0
TB;ITA;18;BIM;1994;6;28;88;S;S;C;OCTO;SAL;FM;41;1;0;0;1
TB;ITA;18;BIM;1994;6;28;88;S;S;C;OCTO;VUL;FM;1815;2;1;1;0
TB;ITA;18;BIM;1994;6;28;88;S;S;Ao;SARD;PIL;FM;33;1;0;0;1
TB;ITA;18;BIM;1994;6;28;88;S;S;Ao;SCOR;SCO;FM;31;2;0;0;2
TB;ITA;18;BIM;1994;6;28;88;S;S;Ao;SERA;CAB;FM;153;6;0;0;6
TB;ITA;18;BIM;1994;6;28;88;S;S;Ao;SERA;HEP;FM;147;10;0;0;10
TB;ITA;18;BIM;1994;6;28;88;S;S;Ao;SPIC;FLE;FM;55;1;0;1;0
