"HAUL_NUMBER";"GENUS";"SPECIES";"WEIGHT_OF_THE_SAMPLE_MEASURED";"ESTIMATED_WEIGHT";"perc_diff"
109;"MULL";"BAR";1;1.43230965883731;-30.1826952132854
125;"MULL";"BAR";1;1.43230965883731;-30.1826952132854
81;"TRAC";"TRA";3;3.5338100301672;-15.1057930565086
132;"ILLE";"COI";4;2.54414527844015;57.2237259364547
132;"PAPE";"LON";4;4.21497077417508;-5.10017235450821
109;"SPAR";"PAG";4;4.27787330248942;-6.49559448915221
121;"SPAR";"PAG";4;4.27787330248942;-6.49559448915221
125;"MERL";"MER";5;4.59664896585759;8.7748931262399
139;"TRAC";"TRA";5;5.20973327123282;-4.0257967215121
75;"TRAC";"MED";6;6.48918597381923;-7.53847979997593
107;"PHYI";"BLE";7;6.33261995879059;10.5387666645461
111;"PHYI";"BLE";7;6.33261995879059;10.5387666645461
135;"PHYI";"BLE";7;6.33261995879059;10.5387666645461
75;"ZEUS";"FAB";7;7.28439152324325;-3.90412187944321
113;"PAPE";"LON";8;5.32108831433325;50.345183680764
127;"LOLI";"VUL";8;8.41286645317926;-4.90755981301997
119;"PAGE";"ACA";10;13.1694204128413;-24.0665140415053
120;"PAGE";"ACA";10;13.1694204128413;-24.0665140415053
120;"MULL";"BAR";10;12.8816543918943;-22.3702197266488
109;"PAGE";"BOG";10;10.3869676817273;-3.72551156010706
76;"ILLE";"COI";10;11.0389340792067;-9.41154346744143
98;"NEPR";"NOR";10;9.67286508563274;3.38198570404089
81;"LOLI";"VUL";10;9.49130712113915;5.35956609946682
109;"PAGE";"ACA";11;13.1694204128413;-16.4731654456558
84;"ILLE";"COI";11;7.08817350026398;55.1880748910891
92;"PHYI";"BLE";12;11.35314534845;5.69758099360794
103;"ILLE";"COI";13;8.80729013736863;47.6049931049964
83;"PHYI";"BLE";14;17.6857653072406;-20.8402929882353
96;"PHYI";"BLE";14;18.6303389401011;-24.8537557743219
136;"MICM";"POU";14;14.4005960895345;-2.78180213543794
103;"TRIS";"CAP";16;18.3841213410036;-12.9683725252951
143;"PAPE";"LON";16;16.2252816174831;-1.38846044582882
122;"TRAC";"TRA";16;17.0823901960968;-6.33629242554178
76;"TRAC";"TRA";17;21.9416117758531;-22.5216443820748
133;"PHYI";"BLE";18;18.0331537894283;-0.183849091597835
113;"TRIS";"CAP";18;19.1558112059391;-6.03373667402187
135;"ILLE";"COI";18;20.0212390451007;-10.0954743137904
136;"ILLE";"COI";19;9.55157844055654;98.920001738403
89;"PHYI";"BLE";20;19.9431088810209;0.285267052987952
110;"PHYI";"BLE";20;17.1799270651418;16.4149296103832
142;"LOPH";"BUD";20;17.5709997262404;13.8239161778153
124;"TRIS";"CAP";22;25.1491348040433;-12.5218415209138
107;"NEPR";"NOR";22;26.2404176326008;-16.1598709745097
101;"TRIS";"CAP";24;24.7454316042999;-3.01240089976994
80;"TRAC";"MED";24;18.5370541101439;29.4704102248189
119;"SPAR";"PAG";24;26.1271773341811;-8.14162703828791
141;"PHYI";"BLE";25;24.4029201318588;2.44675581821745
121;"MULL";"BAR";26;29.5500305760765;-12.0136274205774
96;"PAPE";"LON";26;24.3545332061034;6.75630602307852
115;"PAGE";"ACA";27;26.3388408256826;2.51020604396783
105;"TRIS";"CAP";27;30.0354013158288;-10.1060787698851
136;"NEPR";"NOR";28;49.3293882157277;-43.2387041218712
113;"NEPR";"NOR";30;19.7341370041063;52.0208357414238
130;"NEPR";"NOR";30;32.9707983099559;-9.01039241460772
93;"MICM";"POU";31;28.8011921790689;7.63443335005086
104;"TRIS";"CAP";32;31.8838934117442;0.364154360812978
137;"MULL";"SUR";33;41.0874398646094;-19.6834845180401
113;"LOPH";"BUD";34;29.9400776204243;13.5601598334073
126;"NEPR";"NOR";34;38.9860517187236;-12.7893220752308
134;"PHYI";"BLE";35;30.5578293589285;14.5369312358359
135;"TRIS";"CAP";35;24.0273149487373;45.6675457689433
114;"TRIS";"CAP";36;36.6733696298867;-1.83612696810366
127;"MULL";"SUR";36;41.0874398646094;-12.3819831105892
88;"MULL";"BAR";38;40.0568392609074;-5.13480169393878
118;"TRAC";"TRA";39;37.4888364726208;4.03096940200543
112;"TRIS";"CAP";41;43.8756001071066;-6.55398467505135
104;"LOPH";"BUD";42;35.6647666851304;17.7632826559635
146;"ARIS";"FOL";44;45.3998827482255;-3.08345014014426
133;"LEPM";"BOS";46;52.4978929080376;-12.3774356418842
