TYPE_OF_FILE;COUNTRY;AREA;VESSEL;YEAR;MONTH;DAY;HAUL_NUMBER;CODEND_CLOSING;PART_OF_THE_CODEND;FAUNISTIC_CATEGORY;GENUS;SPECIES;LENGTH_CLASSES_CODE;WEIGHT_OF_THE_FRACTION;WEIGHT_OF_THE_SAMPLE_MEASURED;SEX;NO_OF_INDIVIDUAL_OF_THE_ABOVE_SEX_MEASURED;LENGTH_CLASS;MATURITY;MATSUB;NUMBER_OF_INDIVIDUALS_IN_THE_LENGTH_CLASS_AND_MATURITY_STAGE
TC;ITA;18;MIZ;2021;8;18;123;S;S;Ao;MULL;BAR;0;6000;6000;N;88;110;ND;ND;6
TC;ITA;18;MIZ;2021;8;18;123;S;S;Ao;MULL;BAR;0;6000;6000;F;17;115;2;A;2
TC;ITA;18;MIZ;2021;8;18;123;S;S;Ao;MULL;BAR;0;6000;6000;M;94;115;2;A;4
TC;ITA;18;MIZ;2021;8;18;123;S;S;Ao;MULL;BAR;0;6000;6000;M;94;115;4;B;8
TC;ITA;18;MIZ;2021;8;18;123;S;S;Ao;MULL;BAR;0;6000;6000;F;17;120;4;B;1
TC;ITA;18;MIZ;2021;8;18;123;S;S;Ao;MULL;BAR;0;6000;6000;M;94;120;4;B;2
TC;ITA;18;MIZ;2021;8;18;123;S;S;Ao;MULL;BAR;0;6000;6000;F;17;125;2;B;1
TC;ITA;18;MIZ;2021;8;18;123;S;S;Ao;MULL;BAR;0;6000;6000;M;94;125;4;B;2
TC;ITA;18;MIZ;2021;8;18;123;S;S;Ao;MULL;BAR;0;6000;6000;F;17;155;4;B;1
TC;ITA;18;MIZ;2021;8;20;145;S;S;C;TODA;SAG;0;7310;7310;F;9;180;1;;2
TC;ITA;18;MIZ;2021;8;20;145;S;S;C;TODA;SAG;0;7310;7310;M;4;185;1;;1
TC;ITA;18;MIZ;2021;8;20;145;S;S;C;TODA;SAG;0;7310;7310;F;9;210;1;;1
TC;ITA;18;MIZ;2021;8;20;145;S;S;C;TODA;SAG;0;7310;7310;M;4;220;2;A;1
TC;ITA;18;MIZ;2021;8;20;145;S;S;C;TODA;SAG;0;7310;7310;F;9;245;1;;1
TC;ITA;18;MIZ;2021;8;20;145;S;S;C;TODA;SAG;0;7310;7310;F;9;250;1;;1
TC;ITA;18;MIZ;2021;8;20;145;S;S;C;TODA;SAG;0;7310;7310;F;9;260;1;;1
TC;ITA;18;MIZ;2021;8;20;145;S;S;C;TODA;SAG;0;7310;7310;M;4;270;2;B;1
TC;ITA;18;MIZ;2021;8;20;145;S;S;C;TODA;SAG;0;7310;7310;M;4;285;2;B;1
TC;ITA;18;MIZ;2021;8;20;145;S;S;C;TODA;SAG;0;7310;7310;F;9;295;2;A;1
TC;ITA;18;MIZ;2021;8;20;145;S;S;C;TODA;SAG;0;7310;7310;F;9;300;2;A;1
TC;ITA;18;MIZ;2021;8;20;145;S;S;C;TODA;SAG;0;7310;7310;F;9;320;2;A;1
TC;ITA;18;MIZ;2021;8;20;145;S;S;C;ELED;CIR;0;90;90;F;2;35;1;;1
TC;ITA;18;MIZ;2021;8;20;145;S;S;C;ELED;CIR;0;90;90;F;2;75;2;B;1
TC;ITA;18;MIZ;2021;8;20;145;S;S;Ao;LOPH;BUD;0;590;590;M;1;320;3;;1
TC;ITA;18;MIZ;2021;8;20;145;S;S;Ao;LOPH;PIS;0;8000;8000;F;1;865;2;B;1
TC;ITA;18;MIZ;2021;8;20;145;S;S;Ao;PHYI;BLE;0;1210;1210;N;13;115;ND;ND;1
TC;ITA;18;MIZ;2021;8;20;145;S;S;Ao;PHYI;BLE;0;1210;1210;N;13;120;ND;ND;1
TC;ITA;18;MIZ;2021;8;20;145;S;S;Ao;PHYI;BLE;0;1210;1210;N;13;140;ND;ND;1
TC;ITA;18;MIZ;2021;8;20;145;S;S;Ao;PHYI;BLE;0;1210;1210;N;13;145;ND;ND;1
TC;ITA;18;MIZ;2021;8;20;145;S;S;Ao;PHYI;BLE;0;1210;1210;N;13;215;ND;ND;1
TC;ITA;18;MIZ;2021;8;20;145;S;S;Ao;PHYI;BLE;0;1210;1210;N;13;235;ND;ND;1
TC;ITA;18;MIZ;2021;8;20;145;S;S;Ao;PHYI;BLE;0;1210;1210;N;13;240;ND;ND;2
TC;ITA;18;MIZ;2021;8;20;145;S;S;Ao;PHYI;BLE;0;1210;1210;N;13;250;ND;ND;1
TC;ITA;18;MIZ;2021;8;20;145;S;S;Ao;PHYI;BLE;0;1210;1210;N;13;255;ND;ND;2
TC;ITA;18;MIZ;2021;8;20;145;S;S;Ao;PHYI;BLE;0;1210;1210;N;13;265;ND;ND;1
TC;ITA;18;MIZ;2021;8;20;145;S;S;Ao;PHYI;BLE;0;1210;1210;N;13;280;ND;ND;1
TC;ITA;18;MIZ;2021;8;20;145;S;S;Ao;LEPM;BOS;0;2250;2250;N;16;120;ND;ND;1
TC;ITA;18;MIZ;2021;8;20;145;S;S;Ao;LEPM;BOS;0;2250;2250;N;16;125;ND;ND;2
TC;ITA;18;MIZ;2021;8;20;145;S;S;Ao;LEPM;BOS;0;2250;2250;N;16;175;ND;ND;1
TC;ITA;18;MIZ;2021;8;20;145;S;S;Ao;LEPM;BOS;0;2250;2250;N;16;205;ND;ND;2
TC;ITA;18;MIZ;2021;8;20;145;S;S;Ao;LEPM;BOS;0;2250;2250;N;16;225;ND;ND;1
TC;ITA;18;MIZ;2021;8;20;145;S;S;Ao;LEPM;BOS;0;2250;2250;N;16;235;ND;ND;2
TC;ITA;18;MIZ;2021;8;20;145;S;S;Ao;LEPM;BOS;0;2250;2250;N;16;240;ND;ND;1
TC;ITA;18;MIZ;2021;8;20;145;S;S;Ao;LEPM;BOS;0;2250;2250;N;16;275;ND;ND;2
TC;ITA;18;MIZ;2021;8;20;145;S;S;Ao;LEPM;BOS;0;2250;2250;N;16;285;ND;ND;1
TC;ITA;18;MIZ;2021;8;20;145;S;S;Ao;LEPM;BOS;0;2250;2250;N;16;305;ND;ND;1
TC;ITA;18;MIZ;2021;8;20;145;S;S;Ao;LEPM;BOS;0;2250;2250;N;16;325;ND;ND;1
TC;ITA;18;MIZ;2021;8;20;145;S;S;Ao;LEPM;BOS;0;2250;2250;N;16;335;ND;ND;1
TC;ITA;18;MIZ;2021;8;20;145;S;S;Ao;HELI;DAC;0;3660;3660;N;55;110;ND;ND;2
TC;ITA;18;MIZ;2021;8;20;145;S;S;Ao;HELI;DAC;0;3660;3660;N;55;115;ND;ND;1
TC;ITA;18;MIZ;2021;8;20;145;S;S;Ao;HELI;DAC;0;3660;3660;N;55;120;ND;ND;3
TC;ITA;18;MIZ;2021;8;20;145;S;S;Ao;HELI;DAC;0;3660;3660;N;55;125;ND;ND;2
TC;ITA;18;MIZ;2021;8;20;145;S;S;Ao;HELI;DAC;0;3660;3660;N;55;130;ND;ND;6
TC;ITA;18;MIZ;2021;8;20;145;S;S;Ao;HELI;DAC;0;3660;3660;N;55;135;ND;ND;3
TC;ITA;18;MIZ;2021;8;20;145;S;S;Ao;HELI;DAC;0;3660;3660;N;55;140;ND;ND;1
TC;ITA;18;MIZ;2021;8;20;145;S;S;Ao;HELI;DAC;0;3660;3660;N;55;145;ND;ND;1
TC;ITA;18;MIZ;2021;8;20;145;S;S;Ao;HELI;DAC;0;3660;3660;N;55;150;ND;ND;5
TC;ITA;18;MIZ;2021;8;20;145;S;S;Ao;HELI;DAC;0;3660;3660;N;55;155;ND;ND;1
TC;ITA;18;MIZ;2021;8;20;145;S;S;Ao;HELI;DAC;0;3660;3660;N;55;160;ND;ND;4
TC;ITA;18;MIZ;2021;8;20;145;S;S;Ao;HELI;DAC;0;3660;3660;N;55;165;ND;ND;5
TC;ITA;18;MIZ;2021;8;20;145;S;S;Ao;HELI;DAC;0;3660;3660;N;55;170;ND;ND;4
TC;ITA;18;MIZ;2021;8;20;145;S;S;Ao;HELI;DAC;0;3660;3660;N;55;175;ND;ND;4
TC;ITA;18;MIZ;2021;8;20;145;S;S;Ao;HELI;DAC;0;3660;3660;N;55;180;ND;ND;1
TC;ITA;18;MIZ;2021;8;20;145;S;S;Ao;HELI;DAC;0;3660;3660;N;55;185;ND;ND;2
TC;ITA;18;MIZ;2021;8;20;145;S;S;Ao;HELI;DAC;0;3660;3660;N;55;190;ND;ND;1
TC;ITA;18;MIZ;2021;8;20;145;S;S;Ao;HELI;DAC;0;3660;3660;N;55;195;ND;ND;2
TC;ITA;18;MIZ;2021;8;20;145;S;S;Ao;HELI;DAC;0;3660;3660;N;55;200;ND;ND;2
TC;ITA;18;MIZ;2021;8;20;145;S;S;Ao;HELI;DAC;0;3660;3660;N;55;205;ND;ND;3
TC;ITA;18;MIZ;2021;8;20;145;S;S;Ao;HELI;DAC;0;3660;3660;N;55;215;ND;ND;1
TC;ITA;18;MIZ;2021;8;20;145;S;S;Ao;HELI;DAC;0;3660;3660;N;55;230;ND;ND;1
TC;ITA;18;MIZ;2021;8;20;145;S;S;Ao;PAGE;BOG;0;8830;8830;N;77;155;ND;ND;1
TC;ITA;18;MIZ;2021;8;20;145;S;S;Ao;PAGE;BOG;0;8830;8830;N;77;160;ND;ND;2
TC;ITA;18;MIZ;2021;8;20;145;S;S;Ao;PAGE;BOG;0;8830;8830;N;77;175;ND;ND;3
TC;ITA;18;MIZ;2021;8;20;145;S;S;Ao;PAGE;BOG;0;8830;8830;N;77;180;ND;ND;7
TC;ITA;18;MIZ;2021;8;20;145;S;S;Ao;PAGE;BOG;0;8830;8830;N;77;185;ND;ND;8
TC;ITA;18;MIZ;2021;8;20;145;S;S;Ao;PAGE;BOG;0;8830;8830;N;77;190;ND;ND;12
TC;ITA;18;MIZ;2021;8;20;145;S;S;Ao;PAGE;BOG;0;8830;8830;N;77;195;ND;ND;10
TC;ITA;18;MIZ;2021;8;20;145;S;S;Ao;PAGE;BOG;0;8830;8830;N;77;200;ND;ND;14
TC;ITA;18;MIZ;2021;8;20;145;S;S;Ao;PAGE;BOG;0;8830;8830;N;77;205;ND;ND;6
TC;ITA;18;MIZ;2021;8;20;145;S;S;Ao;PAGE;BOG;0;8830;8830;N;77;210;ND;ND;4
TC;ITA;18;MIZ;2021;8;20;145;S;S;Ao;PAGE;BOG;0;8830;8830;N;77;215;ND;ND;6
TC;ITA;18;MIZ;2021;8;20;145;S;S;Ao;PAGE;BOG;0;8830;8830;N;77;220;ND;ND;2
TC;ITA;18;MIZ;2021;8;20;145;S;S;Ao;PAGE;BOG;0;8830;8830;N;77;225;ND;ND;1
TC;ITA;18;MIZ;2021;8;20;145;S;S;Ao;PAGE;BOG;0;8830;8830;N;77;250;ND;ND;1
TC;ITA;18;MIZ;2021;8;20;145;S;S;Ao;MICM;POU;0;9380;9380;N;60;240;ND;ND;1
TC;ITA;18;MIZ;2021;8;20;145;S;S;Ao;MICM;POU;0;9380;9380;N;60;245;ND;ND;4
TC;ITA;18;MIZ;2021;8;20;145;S;S;Ao;MICM;POU;0;9380;9380;N;60;250;ND;ND;4
TC;ITA;18;MIZ;2021;8;20;145;S;S;Ao;MICM;POU;0;9380;9380;N;60;255;ND;ND;6
TC;ITA;18;MIZ;2021;8;20;145;S;S;Ao;MICM;POU;0;9380;9380;N;60;260;ND;ND;4
TC;ITA;18;MIZ;2021;8;20;145;S;S;Ao;MICM;POU;0;9380;9380;N;60;265;ND;ND;8
TC;ITA;18;MIZ;2021;8;20;145;S;S;Ao;MICM;POU;0;9380;9380;N;60;270;ND;ND;6
TC;ITA;18;MIZ;2021;8;20;145;S;S;Ao;MICM;POU;0;9380;9380;N;60;275;ND;ND;5
TC;ITA;18;MIZ;2021;8;20;145;S;S;Ao;MICM;POU;0;9380;9380;N;60;280;ND;ND;3
TC;ITA;18;MIZ;2021;8;20;145;S;S;Ao;MICM;POU;0;9380;9380;N;60;285;ND;ND;3
TC;ITA;18;MIZ;2021;8;20;145;S;S;Ao;MICM;POU;0;9380;9380;N;60;290;ND;ND;4
TC;ITA;18;MIZ;2021;8;20;145;S;S;Ao;MICM;POU;0;9380;9380;N;60;295;ND;ND;4
TC;ITA;18;MIZ;2021;8;20;145;S;S;Ao;MICM;POU;0;9380;9380;N;60;300;ND;ND;2
TC;ITA;18;MIZ;2021;8;20;145;S;S;Ao;MICM;POU;0;9380;9380;N;60;305;ND;ND;2
TC;ITA;18;MIZ;2021;8;20;145;S;S;Ao;MICM;POU;0;9380;9380;N;60;310;ND;ND;3
TC;ITA;18;MIZ;2021;8;20;145;S;S;Ao;MICM;POU;0;9380;9380;N;60;315;ND;ND;1
TC;ITA;18;MIZ;2021;8;20;145;S;S;Ao;MERL;MER;0;22860;22860;F;56;170;1;;1
TC;ITA;18;MIZ;2021;8;20;145;S;S;Ao;MERL;MER;0;22860;22860;M;40;175;2;A;1
TC;ITA;18;MIZ;2021;8;20;145;S;S;Ao;MERL;MER;0;22860;22860;F;56;180;1;;1
TC;ITA;18;MIZ;2021;8;20;145;S;S;Ao;MERL;MER;0;22860;22860;F;56;185;1;;1
TC;ITA;18;MIZ;2021;8;20;145;S;S;Ao;MERL;MER;0;22860;22860;F;56;195;1;;1
TC;ITA;18;MIZ;2021;8;20;145;S;S;Ao;MERL;MER;0;22860;22860;F;56;200;1;;2
TC;ITA;18;MIZ;2021;8;20;145;S;S;Ao;MERL;MER;0;22860;22860;F;56;205;1;;1
TC;ITA;18;MIZ;2021;8;20;145;S;S;Ao;MERL;MER;0;22860;22860;F;56;210;1;;2
TC;ITA;18;MIZ;2021;8;20;145;S;S;Ao;MERL;MER;0;22860;22860;M;40;215;2;B;3
TC;ITA;18;MIZ;2021;8;20;145;S;S;Ao;MERL;MER;0;22860;22860;M;40;220;2;B;2
TC;ITA;18;MIZ;2021;8;20;145;S;S;Ao;MERL;MER;0;22860;22860;N;1;220;ND;ND;1
TC;ITA;18;MIZ;2021;8;20;145;S;S;Ao;MERL;MER;0;22860;22860;F;56;225;1;;2
TC;ITA;18;MIZ;2021;8;20;145;S;S;Ao;MERL;MER;0;22860;22860;M;40;225;2;B;1
TC;ITA;18;MIZ;2021;8;20;145;S;S;Ao;MERL;MER;0;22860;22860;F;56;230;1;;2
TC;ITA;18;MIZ;2021;8;20;145;S;S;Ao;MERL;MER;0;22860;22860;M;40;230;2;B;3
TC;ITA;18;MIZ;2021;8;20;145;S;S;Ao;MERL;MER;0;22860;22860;F;56;235;1;;4
TC;ITA;18;MIZ;2021;8;20;145;S;S;Ao;MERL;MER;0;22860;22860;M;40;235;2;B;2
TC;ITA;18;MIZ;2021;8;20;145;S;S;Ao;MERL;MER;0;22860;22860;M;40;235;2;C;1
TC;ITA;18;MIZ;2021;8;20;145;S;S;Ao;MERL;MER;0;22860;22860;M;40;240;2;B;1
TC;ITA;18;MIZ;2021;8;20;145;S;S;Ao;MERL;MER;0;22860;22860;F;56;245;1;;5
TC;ITA;18;MIZ;2021;8;20;145;S;S;Ao;MERL;MER;0;22860;22860;M;40;245;2;C;2
TC;ITA;18;MIZ;2021;8;20;145;S;S;Ao;MERL;MER;0;22860;22860;F;56;250;1;;2
TC;ITA;18;MIZ;2021;8;20;145;S;S;Ao;MERL;MER;0;22860;22860;M;40;250;2;B;1
TC;ITA;18;MIZ;2021;8;20;145;S;S;Ao;MERL;MER;0;22860;22860;F;56;255;1;;1
TC;ITA;18;MIZ;2021;8;20;145;S;S;Ao;MERL;MER;0;22860;22860;M;40;255;2;B;2
TC;ITA;18;MIZ;2021;8;20;145;S;S;Ao;MERL;MER;0;22860;22860;M;40;260;2;B;2
TC;ITA;18;MIZ;2021;8;20;145;S;S;Ao;MERL;MER;0;22860;22860;M;40;260;2;C;1
TC;ITA;18;MIZ;2021;8;20;145;S;S;Ao;MERL;MER;0;22860;22860;M;40;265;2;B;1
TC;ITA;18;MIZ;2021;8;20;145;S;S;Ao;MERL;MER;0;22860;22860;F;56;270;1;;1
TC;ITA;18;MIZ;2021;8;20;145;S;S;Ao;MERL;MER;0;22860;22860;M;40;270;4;B;1
TC;ITA;18;MIZ;2021;8;20;145;S;S;Ao;MERL;MER;0;22860;22860;F;56;275;1;;1
TC;ITA;18;MIZ;2021;8;20;145;S;S;Ao;MERL;MER;0;22860;22860;M;40;280;2;B;2
TC;ITA;18;MIZ;2021;8;20;145;S;S;Ao;MERL;MER;0;22860;22860;F;56;285;1;;1
TC;ITA;18;MIZ;2021;8;20;145;S;S;Ao;MERL;MER;0;22860;22860;M;40;285;2;B;3
TC;ITA;18;MIZ;2021;8;20;145;S;S;Ao;MERL;MER;0;22860;22860;M;40;285;2;C;1
TC;ITA;18;MIZ;2021;8;20;145;S;S;Ao;MERL;MER;0;22860;22860;M;40;290;2;B;1
TC;ITA;18;MIZ;2021;8;20;145;S;S;Ao;MERL;MER;0;22860;22860;F;56;295;2;A;1
TC;ITA;18;MIZ;2021;8;20;145;S;S;Ao;MERL;MER;0;22860;22860;M;40;295;2;B;2
TC;ITA;18;MIZ;2021;8;20;145;S;S;Ao;MERL;MER;0;22860;22860;F;56;300;2;A;1
TC;ITA;18;MIZ;2021;8;20;145;S;S;Ao;MERL;MER;0;22860;22860;M;40;305;2;B;2
TC;ITA;18;MIZ;2021;8;20;145;S;S;Ao;MERL;MER;0;22860;22860;F;56;315;2;A;2
TC;ITA;18;MIZ;2021;8;20;145;S;S;Ao;MERL;MER;0;22860;22860;M;40;315;2;B;1
TC;ITA;18;MIZ;2021;8;20;145;S;S;Ao;MERL;MER;0;22860;22860;M;40;315;2;C;1
TC;ITA;18;MIZ;2021;8;20;145;S;S;Ao;MERL;MER;0;22860;22860;F;56;320;2;A;3
TC;ITA;18;MIZ;2021;8;20;145;S;S;Ao;MERL;MER;0;22860;22860;F;56;325;2;B;1
TC;ITA;18;MIZ;2021;8;20;145;S;S;Ao;MERL;MER;0;22860;22860;F;56;330;2;A;1
TC;ITA;18;MIZ;2021;8;20;145;S;S;Ao;MERL;MER;0;22860;22860;M;40;330;2;B;1
TC;ITA;18;MIZ;2021;8;20;145;S;S;Ao;MERL;MER;0;22860;22860;F;56;340;2;A;1
TC;ITA;18;MIZ;2021;8;20;145;S;S;Ao;MERL;MER;0;22860;22860;M;40;340;4;A;1
TC;ITA;18;MIZ;2021;8;20;145;S;S;Ao;MERL;MER;0;22860;22860;F;56;345;2;B;1
TC;ITA;18;MIZ;2021;8;20;145;S;S;Ao;MERL;MER;0;22860;22860;F;56;355;2;B;1
TC;ITA;18;MIZ;2021;8;20;145;S;S;Ao;MERL;MER;0;22860;22860;F;56;360;2;B;2
TC;ITA;18;MIZ;2021;8;20;145;S;S;Ao;MERL;MER;0;22860;22860;F;56;370;2;B;1
TC;ITA;18;MIZ;2021;8;20;145;S;S;Ao;MERL;MER;0;22860;22860;F;56;375;2;B;2
TC;ITA;18;MIZ;2021;8;20;145;S;S;Ao;MERL;MER;0;22860;22860;F;56;395;2;B;1
TC;ITA;18;MIZ;2021;8;20;145;S;S;Ao;MERL;MER;0;22860;22860;F;56;410;2;B;1
TC;ITA;18;MIZ;2021;8;20;145;S;S;Ao;MERL;MER;0;22860;22860;F;56;420;2;B;2
TC;ITA;18;MIZ;2021;8;20;145;S;S;Ao;MERL;MER;0;22860;22860;F;56;435;2;B;1
TC;ITA;18;MIZ;2021;8;20;145;S;S;Ao;MERL;MER;0;22860;22860;F;56;445;2;B;1
TC;ITA;18;MIZ;2021;8;20;145;S;S;Ao;MERL;MER;0;22860;22860;F;56;475;2;B;1
TC;ITA;18;MIZ;2021;8;20;145;S;S;Ao;MERL;MER;0;22860;22860;F;56;480;2;B;1
TC;ITA;18;MIZ;2021;8;20;145;S;S;Ao;MERL;MER;0;22860;22860;F;56;490;2;B;1
TC;ITA;18;MIZ;2021;8;20;145;S;S;Ao;MERL;MER;0;22860;22860;M;40;495;2;C;1
TC;ITA;18;MIZ;2021;8;20;145;S;S;Ao;MERL;MER;0;22860;22860;F;56;560;4;B;1
TC;ITA;18;MIZ;2021;8;20;145;S;S;Ao;MERL;MER;0;22860;22860;F;56;640;2;B;1
TC;ITA;18;MIZ;2021;8;20;145;S;S;B;NEPR;NOR;m;730;730;F;8;28;2;E;1
TC;ITA;18;MIZ;2021;8;20;145;S;S;B;NEPR;NOR;m;730;730;F;8;33;2;D;1
TC;ITA;18;MIZ;2021;8;20;145;S;S;B;NEPR;NOR;m;730;730;M;9;34;2;D;1
TC;ITA;18;MIZ;2021;8;20;145;S;S;B;NEPR;NOR;m;730;730;M;9;35;2;D;1
TC;ITA;18;MIZ;2021;8;20;145;S;S;B;NEPR;NOR;m;730;730;F;8;36;2;D;3
TC;ITA;18;MIZ;2021;8;20;145;S;S;B;NEPR;NOR;m;730;730;M;9;37;2;D;2
TC;ITA;18;MIZ;2021;8;20;145;S;S;B;NEPR;NOR;m;730;730;F;8;38;2;D;2
TC;ITA;18;MIZ;2021;8;20;145;S;S;B;NEPR;NOR;m;730;730;M;9;40;2;D;1
TC;ITA;18;MIZ;2021;8;20;145;S;S;B;NEPR;NOR;m;730;730;F;8;41;2;D;1
TC;ITA;18;MIZ;2021;8;20;145;S;S;B;NEPR;NOR;m;730;730;M;9;42;2;D;1
TC;ITA;18;MIZ;2021;8;20;145;S;S;B;NEPR;NOR;m;730;730;M;9;43;2;D;1
TC;ITA;18;MIZ;2021;8;20;145;S;S;B;NEPR;NOR;m;730;730;M;9;47;2;D;1
TC;ITA;18;MIZ;2021;8;20;145;S;S;B;NEPR;NOR;m;730;730;M;9;55;2;D;1
TC;ITA;18;MIZ;2021;8;20;145;S;S;B;PAPE;LON;m;2650;2650;F;109;11;1;;2
TC;ITA;18;MIZ;2021;8;20;145;S;S;B;PAPE;LON;m;2650;2650;F;109;12;1;;1
TC;ITA;18;MIZ;2021;8;20;145;S;S;B;PAPE;LON;m;2650;2650;F;109;13;1;;1
TC;ITA;18;MIZ;2021;8;20;145;S;S;B;PAPE;LON;m;2650;2650;N;28;14;ND;ND;1
TC;ITA;18;MIZ;2021;8;20;145;S;S;B;PAPE;LON;m;2650;2650;F;109;15;1;;2
TC;ITA;18;MIZ;2021;8;20;145;S;S;B;PAPE;LON;m;2650;2650;N;28;15;ND;ND;1
TC;ITA;18;MIZ;2021;8;20;145;S;S;B;PAPE;LON;m;2650;2650;F;109;16;1;;2
TC;ITA;18;MIZ;2021;8;20;145;S;S;B;PAPE;LON;m;2650;2650;F;109;16;2;C;1
TC;ITA;18;MIZ;2021;8;20;145;S;S;B;PAPE;LON;m;2650;2650;F;109;17;1;;1
TC;ITA;18;MIZ;2021;8;20;145;S;S;B;PAPE;LON;m;2650;2650;F;109;18;1;;2
TC;ITA;18;MIZ;2021;8;20;145;S;S;B;PAPE;LON;m;2650;2650;M;217;19;2;D;8
TC;ITA;18;MIZ;2021;8;20;145;S;S;B;PAPE;LON;m;2650;2650;N;28;19;ND;ND;1
TC;ITA;18;MIZ;2021;8;20;145;S;S;B;PAPE;LON;m;2650;2650;F;109;20;2;E;1
TC;ITA;18;MIZ;2021;8;20;145;S;S;B;PAPE;LON;m;2650;2650;M;217;20;2;D;23
TC;ITA;18;MIZ;2021;8;20;145;S;S;B;PAPE;LON;m;2650;2650;N;28;20;ND;ND;1
TC;ITA;18;MIZ;2021;8;20;145;S;S;B;PAPE;LON;m;2650;2650;M;217;21;2;D;38
TC;ITA;18;MIZ;2021;8;20;145;S;S;B;PAPE;LON;m;2650;2650;N;28;21;ND;ND;4
TC;ITA;18;MIZ;2021;8;20;145;S;S;B;PAPE;LON;m;2650;2650;M;217;22;2;D;38
TC;ITA;18;MIZ;2021;8;20;145;S;S;B;PAPE;LON;m;2650;2650;N;28;22;ND;ND;3
TC;ITA;18;MIZ;2021;8;20;145;S;S;B;PAPE;LON;m;2650;2650;M;217;23;2;D;50
TC;ITA;18;MIZ;2021;8;20;145;S;S;B;PAPE;LON;m;2650;2650;N;28;23;ND;ND;6
TC;ITA;18;MIZ;2021;8;20;145;S;S;B;PAPE;LON;m;2650;2650;F;109;24;2;D;3
TC;ITA;18;MIZ;2021;8;20;145;S;S;B;PAPE;LON;m;2650;2650;F;109;24;2;E;3
TC;ITA;18;MIZ;2021;8;20;145;S;S;B;PAPE;LON;m;2650;2650;M;217;24;2;D;36
TC;ITA;18;MIZ;2021;8;20;145;S;S;B;PAPE;LON;m;2650;2650;N;28;24;ND;ND;3
TC;ITA;18;MIZ;2021;8;20;145;S;S;B;PAPE;LON;m;2650;2650;F;109;25;2;B;1
TC;ITA;18;MIZ;2021;8;20;145;S;S;B;PAPE;LON;m;2650;2650;F;109;25;2;C;1
TC;ITA;18;MIZ;2021;8;20;145;S;S;B;PAPE;LON;m;2650;2650;F;109;25;2;D;2
TC;ITA;18;MIZ;2021;8;20;145;S;S;B;PAPE;LON;m;2650;2650;F;109;25;2;E;6
TC;ITA;18;MIZ;2021;8;20;145;S;S;B;PAPE;LON;m;2650;2650;M;217;25;2;D;19
TC;ITA;18;MIZ;2021;8;20;145;S;S;B;PAPE;LON;m;2650;2650;F;109;26;2;B;2
TC;ITA;18;MIZ;2021;8;20;145;S;S;B;PAPE;LON;m;2650;2650;F;109;26;2;C;4
TC;ITA;18;MIZ;2021;8;20;145;S;S;B;PAPE;LON;m;2650;2650;F;109;26;2;D;3
TC;ITA;18;MIZ;2021;8;20;145;S;S;B;PAPE;LON;m;2650;2650;F;109;26;2;E;2
TC;ITA;18;MIZ;2021;8;20;145;S;S;B;PAPE;LON;m;2650;2650;M;217;26;2;D;4
TC;ITA;18;MIZ;2021;8;20;145;S;S;B;PAPE;LON;m;2650;2650;N;28;26;ND;ND;1
TC;ITA;18;MIZ;2021;8;20;145;S;S;B;PAPE;LON;m;2650;2650;F;109;27;2;B;3
TC;ITA;18;MIZ;2021;8;20;145;S;S;B;PAPE;LON;m;2650;2650;F;109;27;2;C;6
TC;ITA;18;MIZ;2021;8;20;145;S;S;B;PAPE;LON;m;2650;2650;F;109;27;2;D;5
TC;ITA;18;MIZ;2021;8;20;145;S;S;B;PAPE;LON;m;2650;2650;F;109;27;2;E;5
TC;ITA;18;MIZ;2021;8;20;145;S;S;B;PAPE;LON;m;2650;2650;M;217;27;2;D;1
TC;ITA;18;MIZ;2021;8;20;145;S;S;B;PAPE;LON;m;2650;2650;N;28;27;ND;ND;1
TC;ITA;18;MIZ;2021;8;20;145;S;S;B;PAPE;LON;m;2650;2650;F;109;28;2;B;1
TC;ITA;18;MIZ;2021;8;20;145;S;S;B;PAPE;LON;m;2650;2650;F;109;28;2;C;3
TC;ITA;18;MIZ;2021;8;20;145;S;S;B;PAPE;LON;m;2650;2650;F;109;28;2;D;5
TC;ITA;18;MIZ;2021;8;20;145;S;S;B;PAPE;LON;m;2650;2650;F;109;28;2;E;3
TC;ITA;18;MIZ;2021;8;20;145;S;S;B;PAPE;LON;m;2650;2650;F;109;29;2;B;2
TC;ITA;18;MIZ;2021;8;20;145;S;S;B;PAPE;LON;m;2650;2650;F;109;29;2;C;4
TC;ITA;18;MIZ;2021;8;20;145;S;S;B;PAPE;LON;m;2650;2650;F;109;29;2;D;3
TC;ITA;18;MIZ;2021;8;20;145;S;S;B;PAPE;LON;m;2650;2650;F;109;29;2;E;3
TC;ITA;18;MIZ;2021;8;20;145;S;S;B;PAPE;LON;m;2650;2650;N;28;29;ND;ND;2
TC;ITA;18;MIZ;2021;8;20;145;S;S;B;PAPE;LON;m;2650;2650;F;109;30;2;B;1
TC;ITA;18;MIZ;2021;8;20;145;S;S;B;PAPE;LON;m;2650;2650;F;109;30;2;C;2
TC;ITA;18;MIZ;2021;8;20;145;S;S;B;PAPE;LON;m;2650;2650;F;109;30;2;D;2
TC;ITA;18;MIZ;2021;8;20;145;S;S;B;PAPE;LON;m;2650;2650;F;109;30;2;E;1
