Survey;Year;Haul;Month;Stratum;SweptSurface;Lat;Long;Depth
MEDITS-GSA18;2010;76;7;2;0.048;40.29742;18.44842;79.5
MEDITS-GSA18;2010;77;7;4;0.096;40.37408;18.61725;372
MEDITS-GSA18;2010;78;7;5;0.097;40.42825;18.63967;557.5
MEDITS-GSA18;2010;80;7;1;0.039;41.12167;16.96425;30.5
MEDITS-GSA18;2010;83;7;3;0.05;40.64158;18.45817;126
MEDITS-GSA18;2010;84;7;3;0.052;40.57758;18.5245;132
MEDITS-GSA18;2010;85;7;4;0.103;40.65517;18.55175;375
MEDITS-GSA18;2010;86;7;5;0.096;40.5945;18.61608;553
MEDITS-GSA18;2010;88;7;2;0.049;40.57858;18.281;91.5
MEDITS-GSA18;2010;93;7;3;0.049;40.68183;18.33125;119
MEDITS-GSA18;2010;95;7;3;0.049;40.69892;18.29817;120
MEDITS-GSA18;2010;97;7;3;0.05;40.76583;18.05925;115.5
MEDITS-GSA18;2010;98;7;5;0.096;40.76517;18.42475;521
MEDITS-GSA18;2010;100;7;1;0.041;41.18983;16.75667;39
MEDITS-GSA18;2010;101;7;2;0.049;40.86125;17.57425;60
MEDITS-GSA18;2010;104;7;2;0.048;41.12575;17.075;88
MEDITS-GSA18;2010;105;7;2;0.046;41.18558;16.82575;57
MEDITS-GSA18;2010;107;7;3;0.049;41.2305;17.01;115.5
MEDITS-GSA18;2010;109;7;1;0.042;41.293;16.56267;43
MEDITS-GSA18;2010;110;7;3;0.048;41.43283;16.83567;110.5
MEDITS-GSA18;2010;112;7;2;0.048;41.34242;16.55325;57
MEDITS-GSA18;2010;116;7;5;0.097;41.5305;17.16358;553.5
MEDITS-GSA18;2010;117;7;1;0.042;41.78475;16.33333;32
MEDITS-GSA18;2010;121;7;1;0.039;41.70358;16.288;19
MEDITS-GSA18;2010;123;7;1;0.041;41.49817;16.40308;45.5
MEDITS-GSA18;2010;125;7;1;0.042;41.42875;16.43808;47.5
MEDITS-GSA18;2010;126;7;2;0.049;41.73292;16.40275;55.5
MEDITS-GSA18;2010;129;7;2;0.049;41.61417;16.43667;59.5
MEDITS-GSA18;2010;131;7;3;0.05;40.85308;17.8205;113.5
MEDITS-GSA18;2010;132;7;3;0.041;40.89975;17.68517;103
MEDITS-GSA18;2010;133;7;3;0.05;40.97575;17.5955;111
MEDITS-GSA18;2010;134;7;2;0.047;40.92058;17.47425;72.5
MEDITS-GSA18;2010;135;7;1;0.04;40.99308;17.25692;39
MEDITS-GSA18;2010;137;7;3;0.049;41.55967;16.8825;133
MEDITS-GSA18;2010;138;7;3;0.045;41.30842;16.85708;107
MEDITS-GSA18;2010;139;7;4;0.104;41.9105;16.83142;225.5
MEDITS-GSA18;2010;142;7;4;0.097;41.52725;17.08858;402.5
MEDITS-GSA18;2010;143;7;5;0.104;41.99692;17.00042;530
MEDITS-GSA18;2010;144;7;5;0.104;42.08642;17.00108;543
MEDITS-GSA18;2010;145;7;4;0.101;42.15083;16.9565;383.5
MEDITS-GSA18;2010;146;7;3;0.05;41.92417;16.75642;170
MEDITS-GSA18;2010;147;7;3;0.047;41.71292;16.69225;102.5
MEDITS-GSA18;2010;148;7;3;0.05;41.61483;16.735;106.5
MEDITS-GSA18;2010;150;7;3;0.045;41.03542;17.50092;137.5
MEDITS-GSA18;2010;151;7;4;0.082;41.021;17.83183;349
MEDITS-GSA18;2010;152;7;5;0.1;41.03833;17.86542;527.5
MEDITS-GSA18;2010;154;7;2;0.047;40.75133;17.85583;83.5
MEDITS-GSA18;2010;156;7;1;0.038;40.23842;18.47742;39
MEDITS-GSA18;2010;157;7;3;0.048;40.50642;18.57892;118
MEDITS-GSA18;2010;158;7;3;0.048;40.7015;18.12858;117
MEDITS-GSA18;2010;160;7;2;0.049;41.49425;16.50158;67.5
MEDITS-GSA18;2010;161;7;3;0.049;41.10517;17.33317;120.5
MEDITS-GSA18;2010;162;7;3;0.049;41.82817;16.71958;132.5
