Survey;Year;Haul;Species;Sex;Maturity;Length;Number;Weight;Age
MEDITS-GSA18;2007;101;PAPELON;f;i;0.9;3;NA;NA
MEDITS-GSA18;2007;142;PAPELON;f;i;1.2;20;NA;NA
MEDITS-GSA18;2007;83;PAPELON;f;i;1.3;7;NA;NA
MEDITS-GSA18;2007;117;PAPELON;m;i;1.3;8;NA;NA
MEDITS-GSA18;2007;142;PAPELON;f;i;1.4;20;NA;NA
MEDITS-GSA18;2007;83;PAPELON;f;i;1.4;7;NA;NA
MEDITS-GSA18;2007;85;PAPELON;f;i;1.4;2;NA;NA
MEDITS-GSA18;2007;133;PAPELON;m;i;1.4;6;NA;NA
MEDITS-GSA18;2007;104;PAPELON;f;i;1.5;6;NA;NA
MEDITS-GSA18;2007;106;PAPELON;f;i;1.5;1;NA;NA
MEDITS-GSA18;2007;107;PAPELON;f;i;1.5;2;NA;NA
MEDITS-GSA18;2007;110;PAPELON;f;i;1.5;1;NA;NA
MEDITS-GSA18;2007;117;PAPELON;f;i;1.5;28;NA;NA
MEDITS-GSA18;2007;135;PAPELON;f;i;1.5;6;NA;NA
MEDITS-GSA18;2007;83;PAPELON;f;i;1.5;7;NA;NA
MEDITS-GSA18;2007;90;PAPELON;f;i;1.5;6;NA;NA
MEDITS-GSA18;2007;97;PAPELON;f;i;1.5;4;NA;NA
MEDITS-GSA18;2007;117;PAPELON;m;i;1.5;8;NA;NA
MEDITS-GSA18;2007;84;PAPELON;m;i;1.5;7;NA;NA
MEDITS-GSA18;2007;101;PAPELON;f;i;1.6;3;NA;NA
MEDITS-GSA18;2007;117;PAPELON;f;i;1.6;28;NA;NA
MEDITS-GSA18;2007;133;PAPELON;f;i;1.6;10;NA;NA
MEDITS-GSA18;2007;142;PAPELON;f;i;1.6;20;NA;NA
MEDITS-GSA18;2007;84;PAPELON;f;i;1.6;7;NA;NA
MEDITS-GSA18;2007;117;PAPELON;m;i;1.6;8;NA;NA
MEDITS-GSA18;2007;123;PAPELON;m;i;1.6;3;NA;NA
MEDITS-GSA18;2007;128;PAPELON;m;i;1.6;4;NA;NA
MEDITS-GSA18;2007;81;PAPELON;m;i;1.6;11;NA;NA
MEDITS-GSA18;2007;117;PAPELON;f;i;1.7;28;NA;NA
MEDITS-GSA18;2007;118;PAPELON;f;i;1.7;12;NA;NA
MEDITS-GSA18;2007;133;PAPELON;f;i;1.7;10;NA;NA
MEDITS-GSA18;2007;135;PAPELON;f;i;1.7;6;NA;NA
MEDITS-GSA18;2007;142;PAPELON;f;i;1.7;20;NA;NA
MEDITS-GSA18;2007;103;PAPELON;m;i;1.7;1;NA;NA
