Survey;Year;Haul;Species;Sex;Maturity;Length;Number;Weight;Age
MEDITS-GSA18;2016;142;PAPELON;f;i;0.5;169;NA;NA
MEDITS-GSA18;2016;139;PAPELON;f;i;0.6;16;NA;NA
MEDITS-GSA18;2016;142;PAPELON;f;i;0.6;169;NA;NA
MEDITS-GSA18;2016;151;PAPELON;f;i;0.6;295;NA;NA
MEDITS-GSA18;2016;139;PAPELON;f;i;0.7;16;NA;NA
MEDITS-GSA18;2016;142;PAPELON;f;i;0.7;169;NA;NA
MEDITS-GSA18;2016;145;PAPELON;f;i;0.7;220;NA;NA
MEDITS-GSA18;2016;146;PAPELON;f;i;0.7;68;NA;NA
MEDITS-GSA18;2016;151;PAPELON;f;i;0.7;295;NA;NA
MEDITS-GSA18;2016;146;PAPELON;m;i;0.7;34;NA;NA
MEDITS-GSA18;2016;110;PAPELON;f;i;0.8;48;NA;NA
MEDITS-GSA18;2016;139;PAPELON;f;i;0.8;16;NA;NA
MEDITS-GSA18;2016;142;PAPELON;f;i;0.8;169;NA;NA
MEDITS-GSA18;2016;145;PAPELON;f;i;0.8;220;NA;NA
MEDITS-GSA18;2016;146;PAPELON;f;i;0.8;68;NA;NA
MEDITS-GSA18;2016;151;PAPELON;f;i;0.8;295;NA;NA
MEDITS-GSA18;2016;161;PAPELON;f;i;0.8;31;NA;NA
MEDITS-GSA18;2016;162;PAPELON;f;i;0.8;143;NA;NA
MEDITS-GSA18;2016;77;PAPELON;f;i;0.8;293;NA;NA
MEDITS-GSA18;2016;138;PAPELON;m;i;0.8;104;NA;NA
MEDITS-GSA18;2016;139;PAPELON;m;i;0.8;17;NA;NA
MEDITS-GSA18;2016;142;PAPELON;m;i;0.8;289;NA;NA
MEDITS-GSA18;2016;145;PAPELON;m;i;0.8;234;NA;NA
MEDITS-GSA18;2016;146;PAPELON;m;i;0.8;34;NA;NA
MEDITS-GSA18;2016;151;PAPELON;m;i;0.8;222;NA;NA
MEDITS-GSA18;2016;162;PAPELON;m;i;0.8;102;NA;NA
MEDITS-GSA18;2016;77;PAPELON;m;i;0.8;332;NA;NA
MEDITS-GSA18;2016;107;PAPELON;f;i;0.9;85;NA;NA
MEDITS-GSA18;2016;110;PAPELON;f;i;0.9;48;NA;NA
MEDITS-GSA18;2016;137;PAPELON;f;i;0.9;28;NA;NA
MEDITS-GSA18;2016;138;PAPELON;f;i;0.9;103;NA;NA
MEDITS-GSA18;2016;142;PAPELON;f;i;0.9;169;NA;NA
MEDITS-GSA18;2016;145;PAPELON;f;i;0.9;220;NA;NA
MEDITS-GSA18;2016;146;PAPELON;f;i;0.9;68;NA;NA
MEDITS-GSA18;2016;151;PAPELON;f;i;0.9;295;NA;NA
MEDITS-GSA18;2016;162;PAPELON;f;i;0.9;143;NA;NA
MEDITS-GSA18;2016;77;PAPELON;f;i;0.9;293;NA;NA
MEDITS-GSA18;2016;107;PAPELON;m;i;0.9;62;NA;NA
MEDITS-GSA18;2016;110;PAPELON;m;i;0.9;37;NA;NA
