Survey;Year;Haul;Species;Sex;Maturity;Length;Number;Weight;Age
MEDITS-GSA18;1999;110;PAPELON;f;i;1;2;NA;NA
MEDITS-GSA18;1999;77;NEPRNOR;f;i;1.3;18;NA;NA
MEDITS-GSA18;1999;110;PAPELON;f;i;1.4;2;NA;NA
MEDITS-GSA18;1999;113;PAPELON;f;i;1.4;1;NA;NA
MEDITS-GSA18;1999;95;PAPELON;f;i;1.4;5;NA;NA
MEDITS-GSA18;1999;81;PAPELON;f;m;1.6;19;NA;NA
MEDITS-GSA18;1999;111;PAPELON;f;i;1.8;1;NA;NA
MEDITS-GSA18;1999;93;PAPELON;f;m;1.8;2;NA;NA
MEDITS-GSA18;1999;142;NEPRNOR;f;i;1.9;27;NA;NA
MEDITS-GSA18;1999;81;PAPELON;f;m;1.9;19;NA;NA
MEDITS-GSA18;1999;89;PAPELON;f;m;1.9;8;NA;NA
MEDITS-GSA18;1999;100;LOLIVUL;f;i;10;1;NA;NA
MEDITS-GSA18;1999;126;LOLIVUL;f;i;10;4;NA;NA
MEDITS-GSA18;1999;125;TRIPLAS;f;i;10;1;NA;NA
MEDITS-GSA18;1999;102;ASPICUC;i;i;10;5;NA;NA
MEDITS-GSA18;1999;103;ASPICUC;i;i;10;35;NA;NA
MEDITS-GSA18;1999;105;ASPICUC;i;i;10;2;NA;NA
MEDITS-GSA18;1999;106;ASPICUC;i;i;10;2;NA;NA
MEDITS-GSA18;1999;107;ASPICUC;i;i;10;9;NA;NA
MEDITS-GSA18;1999;132;ASPICUC;i;i;10;38;NA;NA
MEDITS-GSA18;1999;134;ASPICUC;i;i;10;84;NA;NA
MEDITS-GSA18;1999;135;ASPICUC;i;i;10;14;NA;NA
MEDITS-GSA18;1999;137;ASPICUC;i;i;10;9;NA;NA
MEDITS-GSA18;1999;76;ASPICUC;i;i;10;38;NA;NA
MEDITS-GSA18;1999;83;ASPICUC;i;i;10;23;NA;NA
MEDITS-GSA18;1999;84;ASPICUC;i;i;10;31;NA;NA
MEDITS-GSA18;1999;88;ASPICUC;i;i;10;17;NA;NA
MEDITS-GSA18;1999;89;ASPICUC;i;i;10;7;NA;NA
MEDITS-GSA18;1999;90;ASPICUC;i;i;10;6;NA;NA
MEDITS-GSA18;1999;95;ASPICUC;i;i;10;6;NA;NA
MEDITS-GSA18;1999;108;EUTRGUR;i;i;10;3;NA;NA
MEDITS-GSA18;1999;127;EUTRGUR;i;i;10;3;NA;NA
MEDITS-GSA18;1999;134;EUTRGUR;i;i;10;2;NA;NA
MEDITS-GSA18;1999;135;EUTRGUR;i;i;10;5;NA;NA
MEDITS-GSA18;1999;137;EUTRGUR;i;i;10;5;NA;NA
MEDITS-GSA18;1999;88;EUTRGUR;i;i;10;3;NA;NA
MEDITS-GSA18;1999;134;HELIDAC;i;i;10;1;NA;NA
MEDITS-GSA18;1999;139;HELIDAC;i;i;10;39;NA;NA
MEDITS-GSA18;1999;140;HELIDAC;i;i;10;17;NA;NA
MEDITS-GSA18;1999;141;HELIDAC;i;i;10;40;NA;NA
MEDITS-GSA18;1999;82;HELIDAC;i;i;10;5;NA;NA
MEDITS-GSA18;1999;84;HELIDAC;i;i;10;4;NA;NA
MEDITS-GSA18;1999;95;HELIDAC;i;i;10;5;NA;NA
MEDITS-GSA18;1999;96;HELIDAC;i;i;10;10;NA;NA
MEDITS-GSA18;1999;103;ILLECOI;i;i;10;91;NA;NA
MEDITS-GSA18;1999;104;ILLECOI;i;i;10;68;NA;NA
MEDITS-GSA18;1999;140;ILLECOI;i;i;10;33;NA;NA
MEDITS-GSA18;1999;141;ILLECOI;i;i;10;13;NA;NA
MEDITS-GSA18;1999;75;ILLECOI;i;i;10;32;NA;NA
MEDITS-GSA18;1999;76;ILLECOI;i;i;10;54;NA;NA
MEDITS-GSA18;1999;81;ILLECOI;i;i;10;48;NA;NA
MEDITS-GSA18;1999;88;ILLECOI;i;i;10;88;NA;NA
MEDITS-GSA18;1999;104;LOLIVUL;i;i;10;117;NA;NA
MEDITS-GSA18;1999;105;LOLIVUL;i;i;10;55;NA;NA
MEDITS-GSA18;1999;128;LOLIVUL;i;i;10;2;NA;NA
MEDITS-GSA18;1999;101;MERLMER;i;i;10;13;NA;NA
MEDITS-GSA18;1999;102;MERLMER;i;i;10;13;NA;NA
MEDITS-GSA18;1999;104;MERLMER;i;i;10;3;NA;NA
MEDITS-GSA18;1999;110;MERLMER;i;i;10;6;NA;NA
MEDITS-GSA18;1999;111;MERLMER;i;i;10;4;NA;NA
MEDITS-GSA18;1999;113;MERLMER;i;i;10;9;NA;NA
MEDITS-GSA18;1999;118;MERLMER;i;i;10;23;NA;NA
MEDITS-GSA18;1999;125;MERLMER;i;i;10;22;NA;NA
