Survey;Year;Haul;Species;Sex;Maturity;Length;Number;Weight;Age
MEDITS-GSA18;2019;138;PAPELON;m;i;0.7;61;NA;NA
MEDITS-GSA18;2019;137;PAPELON;f;i;0.8;18;NA;NA
MEDITS-GSA18;2019;144;PAPELON;f;i;0.8;4;NA;NA
MEDITS-GSA18;2019;145;PAPELON;f;i;0.8;170;NA;NA
MEDITS-GSA18;2019;77;PAPELON;f;i;0.8;113;NA;NA
MEDITS-GSA18;2019;148;PAPELON;m;i;0.8;40;NA;NA
MEDITS-GSA18;2019;77;PAPELON;m;i;0.8;203;NA;NA
MEDITS-GSA18;2019;104;PAPELON;f;i;0.9;176;NA;NA
MEDITS-GSA18;2019;107;PAPELON;f;i;0.9;121;NA;NA
MEDITS-GSA18;2019;144;PAPELON;f;i;0.9;4;NA;NA
MEDITS-GSA18;2019;145;PAPELON;f;i;0.9;170;NA;NA
MEDITS-GSA18;2019;148;PAPELON;f;i;0.9;43;NA;NA
MEDITS-GSA18;2019;162;PAPELON;f;i;0.9;161;NA;NA
MEDITS-GSA18;2019;77;PAPELON;f;i;0.9;113;NA;NA
MEDITS-GSA18;2019;129;PAPELON;m;i;0.9;74;NA;NA
MEDITS-GSA18;2019;138;PAPELON;m;i;0.9;61;NA;NA
MEDITS-GSA18;2019;143;PAPELON;m;i;0.9;15;NA;NA
MEDITS-GSA18;2019;145;PAPELON;m;i;0.9;270;NA;NA
MEDITS-GSA18;2019;162;PAPELON;m;i;0.9;170;NA;NA
MEDITS-GSA18;2019;104;PAPELON;f;i;1;176;NA;NA
MEDITS-GSA18;2019;107;PAPELON;f;i;1;121;NA;NA
MEDITS-GSA18;2019;112;PAPELON;f;i;1;59;NA;NA
MEDITS-GSA18;2019;129;PAPELON;f;i;1;72;NA;NA
MEDITS-GSA18;2019;137;PAPELON;f;i;1;18;NA;NA
MEDITS-GSA18;2019;138;PAPELON;f;i;1;34;NA;NA
MEDITS-GSA18;2019;139;PAPELON;f;i;1;18;NA;NA
MEDITS-GSA18;2019;142;PAPELON;f;i;1;107;NA;NA
MEDITS-GSA18;2019;143;PAPELON;f;i;1;16;NA;NA
MEDITS-GSA18;2019;145;PAPELON;f;i;1;170;NA;NA
MEDITS-GSA18;2019;146;PAPELON;f;i;1;2;NA;NA
MEDITS-GSA18;2019;147;PAPELON;f;i;1;24;NA;NA
MEDITS-GSA18;2019;148;PAPELON;f;i;1;43;NA;NA
MEDITS-GSA18;2019;151;PAPELON;f;i;1;271;NA;NA
MEDITS-GSA18;2019;157;PAPELON;f;i;1;78;NA;NA
MEDITS-GSA18;2019;162;PAPELON;f;i;1;161;NA;NA
MEDITS-GSA18;2019;77;PAPELON;f;i;1;113;NA;NA
MEDITS-GSA18;2019;104;PAPELON;m;i;1;236;NA;NA
MEDITS-GSA18;2019;109;PAPELON;m;i;1;4;NA;NA
MEDITS-GSA18;2019;110;PAPELON;m;i;1;20;NA;NA
MEDITS-GSA18;2019;129;PAPELON;m;i;1;74;NA;NA
MEDITS-GSA18;2019;137;PAPELON;m;i;1;14;NA;NA
MEDITS-GSA18;2019;138;PAPELON;m;i;1;61;NA;NA
MEDITS-GSA18;2019;142;PAPELON;m;i;1;240;NA;NA
MEDITS-GSA18;2019;143;PAPELON;m;i;1;15;NA;NA
MEDITS-GSA18;2019;144;PAPELON;m;i;1;4;NA;NA
MEDITS-GSA18;2019;147;PAPELON;m;i;1;14;NA;NA
MEDITS-GSA18;2019;148;PAPELON;m;i;1;80;NA;NA
MEDITS-GSA18;2019;151;PAPELON;m;i;1;98;NA;NA
MEDITS-GSA18;2019;152;PAPELON;m;i;1;2;NA;NA
MEDITS-GSA18;2019;162;PAPELON;m;i;1;340;NA;NA
MEDITS-GSA18;2019;77;PAPELON;m;i;1;406;NA;NA
MEDITS-GSA18;2019;78;PAPELON;m;i;1;9;NA;NA
MEDITS-GSA18;2019;104;PAPELON;f;i;1.1;176;NA;NA
MEDITS-GSA18;2019;107;PAPELON;f;i;1.1;121;NA;NA
MEDITS-GSA18;2019;110;PAPELON;f;i;1.1;12;NA;NA
MEDITS-GSA18;2019;126;PAPELON;f;i;1.1;70;NA;NA
MEDITS-GSA18;2019;129;PAPELON;f;i;1.1;72;NA;NA
MEDITS-GSA18;2019;137;PAPELON;f;i;1.1;18;NA;NA
MEDITS-GSA18;2019;138;PAPELON;f;i;1.1;34;NA;NA
MEDITS-GSA18;2019;139;PAPELON;f;i;1.1;18;NA;NA
MEDITS-GSA18;2019;143;PAPELON;f;i;1.1;16;NA;NA
MEDITS-GSA18;2019;144;PAPELON;f;i;1.1;4;NA;NA
MEDITS-GSA18;2019;147;PAPELON;f;i;1.1;24;NA;NA
MEDITS-GSA18;2019;148;PAPELON;f;i;1.1;43;NA;NA
MEDITS-GSA18;2019;151;PAPELON;f;i;1.1;271;NA;NA
MEDITS-GSA18;2019;152;PAPELON;f;i;1.1;2;NA;NA
MEDITS-GSA18;2019;161;PAPELON;f;i;1.1;64;NA;NA
MEDITS-GSA18;2019;162;PAPELON;f;i;1.1;161;NA;NA
MEDITS-GSA18;2019;77;PAPELON;f;i;1.1;113;NA;NA
MEDITS-GSA18;2019;93;PAPELON;f;i;1.1;133;NA;NA
MEDITS-GSA18;2019;95;PAPELON;f;i;1.1;86;NA;NA
MEDITS-GSA18;2019;104;PAPELON;m;i;1.1;236;NA;NA
MEDITS-GSA18;2019;107;PAPELON;m;i;1.1;194;NA;NA
MEDITS-GSA18;2019;110;PAPELON;m;i;1.1;20;NA;NA
MEDITS-GSA18;2019;116;PAPELON;m;i;1.1;4;NA;NA
MEDITS-GSA18;2019;126;PAPELON;m;i;1.1;79;NA;NA
MEDITS-GSA18;2019;138;PAPELON;m;i;1.1;61;NA;NA
MEDITS-GSA18;2019;143;PAPELON;m;i;1.1;15;NA;NA
MEDITS-GSA18;2019;144;PAPELON;m;i;1.1;4;NA;NA
MEDITS-GSA18;2019;145;PAPELON;m;i;1.1;270;NA;NA
MEDITS-GSA18;2019;147;PAPELON;m;i;1.1;14;NA;NA
MEDITS-GSA18;2019;148;PAPELON;m;i;1.1;40;NA;NA
MEDITS-GSA18;2019;160;PAPELON;m;i;1.1;35;NA;NA
MEDITS-GSA18;2019;161;PAPELON;m;i;1.1;42;NA;NA
MEDITS-GSA18;2019;162;PAPELON;m;i;1.1;340;NA;NA
MEDITS-GSA18;2019;77;PAPELON;m;i;1.1;203;NA;NA
MEDITS-GSA18;2019;93;PAPELON;m;i;1.1;167;NA;NA
MEDITS-GSA18;2019;107;PAPELON;m;m;1.1;97;NA;NA
MEDITS-GSA18;2019;129;PAPELON;m;m;1.1;74;NA;NA
MEDITS-GSA18;2019;148;PAPELON;m;m;1.1;40;NA;NA
MEDITS-GSA18;2019;77;PAPELON;m;m;1.1;203;NA;NA
MEDITS-GSA18;2019;104;PAPELON;f;i;1.2;176;NA;NA
MEDITS-GSA18;2019;107;PAPELON;f;i;1.2;121;NA;NA
MEDITS-GSA18;2019;112;PAPELON;f;i;1.2;59;NA;NA
MEDITS-GSA18;2019;126;PAPELON;f;i;1.2;70;NA;NA
MEDITS-GSA18;2019;129;PAPELON;f;i;1.2;72;NA;NA
MEDITS-GSA18;2019;131;PAPELON;f;i;1.2;31;NA;NA
MEDITS-GSA18;2019;134;PAPELON;f;i;1.2;275;NA;NA
MEDITS-GSA18;2019;137;PAPELON;f;i;1.2;18;NA;NA
MEDITS-GSA18;2019;138;PAPELON;f;i;1.2;34;NA;NA
MEDITS-GSA18;2019;142;PAPELON;f;i;1.2;107;NA;NA
MEDITS-GSA18;2019;145;PAPELON;f;i;1.2;170;NA;NA
MEDITS-GSA18;2019;147;PAPELON;f;i;1.2;24;NA;NA
MEDITS-GSA18;2019;148;PAPELON;f;i;1.2;43;NA;NA
MEDITS-GSA18;2019;151;PAPELON;f;i;1.2;271;NA;NA
MEDITS-GSA18;2019;157;PAPELON;f;i;1.2;78;NA;NA
MEDITS-GSA18;2019;160;PAPELON;f;i;1.2;49;NA;NA
MEDITS-GSA18;2019;161;PAPELON;f;i;1.2;64;NA;NA
MEDITS-GSA18;2019;162;PAPELON;f;i;1.2;161;NA;NA
MEDITS-GSA18;2019;77;PAPELON;f;i;1.2;113;NA;NA
MEDITS-GSA18;2019;84;PAPELON;f;i;1.2;130;NA;NA
MEDITS-GSA18;2019;93;PAPELON;f;i;1.2;133;NA;NA
MEDITS-GSA18;2019;95;PAPELON;f;i;1.2;86;NA;NA
MEDITS-GSA18;2019;107;PAPELON;m;i;1.2;97;NA;NA
MEDITS-GSA18;2019;112;PAPELON;m;i;1.2;27;NA;NA
MEDITS-GSA18;2019;126;PAPELON;m;i;1.2;79;NA;NA
MEDITS-GSA18;2019;134;PAPELON;m;i;1.2;433;NA;NA
MEDITS-GSA18;2019;137;PAPELON;m;i;1.2;14;NA;NA
MEDITS-GSA18;2019;145;PAPELON;m;i;1.2;270;NA;NA
MEDITS-GSA18;2019;157;PAPELON;m;i;1.2;76;NA;NA
MEDITS-GSA18;2019;161;PAPELON;m;i;1.2;42;NA;NA
