Survey;Year;Haul;Species;Sex;Maturity;Length;Number;Weight;Age
MEDITS-GSA18;1996;79;PAPELON;f;i;1.2;6;NA;NA
MEDITS-GSA18;1996;82;NEPRNOR;f;i;1.3;80;NA;NA
MEDITS-GSA18;1996;79;PAPELON;f;i;1.3;6;NA;NA
MEDITS-GSA18;1996;82;NEPRNOR;f;i;1.4;80;NA;NA
MEDITS-GSA18;1996;79;PAPELON;f;i;1.4;6;NA;NA
MEDITS-GSA18;1996;93;PAPELON;f;i;1.4;2;NA;NA
MEDITS-GSA18;1996;82;NEPRNOR;f;i;1.5;80;NA;NA
MEDITS-GSA18;1996;79;PAPELON;f;i;1.5;6;NA;NA
MEDITS-GSA18;1996;78;ARITANT;i;i;1.6;2;NA;NA
MEDITS-GSA18;1996;82;NEPRNOR;f;i;1.7;80;NA;NA
MEDITS-GSA18;1996;79;PAPELON;f;i;1.7;6;NA;NA
MEDITS-GSA18;1996;85;NEPRNOR;f;i;1.8;36;NA;NA
MEDITS-GSA18;1996;87;NEPRNOR;f;i;1.8;2;NA;NA
MEDITS-GSA18;1996;110;NEPRNOR;f;i;1.9;8;NA;NA
MEDITS-GSA18;1996;137;NEPRNOR;f;i;1.9;26;NA;NA
MEDITS-GSA18;1996;82;NEPRNOR;f;i;1.9;80;NA;NA
MEDITS-GSA18;1996;75;EUTRGUR;f;i;10;7;NA;NA
MEDITS-GSA18;1996;76;EUTRGUR;f;i;10;2;NA;NA
MEDITS-GSA18;1996;111;ILLECOI;f;i;10;1;NA;NA
MEDITS-GSA18;1996;125;LOLIVUL;f;i;10;2;NA;NA
MEDITS-GSA18;1996;108;TRISCAP;f;i;10;3;NA;NA
MEDITS-GSA18;1996;76;EUTRGUR;i;i;10;11;NA;NA
MEDITS-GSA18;1996;133;HELIDAC;i;i;10;6;NA;NA
MEDITS-GSA18;1996;134;HELIDAC;i;i;10;2;NA;NA
MEDITS-GSA18;1996;140;HELIDAC;i;i;10;85;NA;NA
MEDITS-GSA18;1996;141;HELIDAC;i;i;10;15;NA;NA
MEDITS-GSA18;1996;81;HELIDAC;i;i;10;2;NA;NA
MEDITS-GSA18;1996;95;HELIDAC;i;i;10;8;NA;NA
MEDITS-GSA18;1996;132;ILLECOI;i;i;10;14;NA;NA
MEDITS-GSA18;1996;117;LOLIVUL;i;i;10;4;NA;NA
MEDITS-GSA18;1996;118;LOLIVUL;i;i;10;7;NA;NA
MEDITS-GSA18;1996;122;LOLIVUL;i;i;10;5;NA;NA
MEDITS-GSA18;1996;140;LOLIVUL;i;i;10;1;NA;NA
MEDITS-GSA18;1996;137;LOPHBUD;i;i;10;1;NA;NA
MEDITS-GSA18;1996;77;LOPHBUD;i;i;10;1;NA;NA
MEDITS-GSA18;1996;81;LOPHBUD;i;i;10;2;NA;NA
MEDITS-GSA18;1996;82;LOPHBUD;i;i;10;13;NA;NA
MEDITS-GSA18;1996;84;LOPHBUD;i;i;10;6;NA;NA
MEDITS-GSA18;1996;92;LOPHBUD;i;i;10;3;NA;NA
MEDITS-GSA18;1996;100;MERLMER;i;i;10;82;NA;NA
MEDITS-GSA18;1996;101;MERLMER;i;i;10;175;NA;NA
MEDITS-GSA18;1996;104;MERLMER;i;i;10;11;NA;NA
MEDITS-GSA18;1996;105;MERLMER;i;i;10;43;NA;NA
MEDITS-GSA18;1996;109;MERLMER;i;i;10;44;NA;NA
MEDITS-GSA18;1996;110;MERLMER;i;i;10;14;NA;NA
MEDITS-GSA18;1996;112;MERLMER;i;i;10;31;NA;NA
MEDITS-GSA18;1996;114;MERLMER;i;i;10;72;NA;NA
MEDITS-GSA18;1996;115;MERLMER;i;i;10;20;NA;NA
MEDITS-GSA18;1996;117;MERLMER;i;i;10;145;NA;NA
MEDITS-GSA18;1996;118;MERLMER;i;i;10;59;NA;NA
MEDITS-GSA18;1996;122;MERLMER;i;i;10;85;NA;NA
MEDITS-GSA18;1996;123;MERLMER;i;i;10;18;NA;NA
MEDITS-GSA18;1996;124;MERLMER;i;i;10;74;NA;NA
MEDITS-GSA18;1996;125;MERLMER;i;i;10;30;NA;NA
MEDITS-GSA18;1996;126;MERLMER;i;i;10;22;NA;NA
MEDITS-GSA18;1996;127;MERLMER;i;i;10;6;NA;NA
MEDITS-GSA18;1996;128;MERLMER;i;i;10;24;NA;NA
MEDITS-GSA18;1996;129;MERLMER;i;i;10;43;NA;NA
MEDITS-GSA18;1996;131;MERLMER;i;i;10;3;NA;NA
MEDITS-GSA18;1996;132;MERLMER;i;i;10;96;NA;NA
MEDITS-GSA18;1996;133;MERLMER;i;i;10;50;NA;NA
MEDITS-GSA18;1996;134;MERLMER;i;i;10;104;NA;NA
MEDITS-GSA18;1996;136;MERLMER;i;i;10;16;NA;NA
MEDITS-GSA18;1996;139;MERLMER;i;i;10;36;NA;NA
MEDITS-GSA18;1996;140;MERLMER;i;i;10;192;NA;NA
MEDITS-GSA18;1996;141;MERLMER;i;i;10;71;NA;NA
MEDITS-GSA18;1996;76;MERLMER;i;i;10;39;NA;NA
MEDITS-GSA18;1996;77;MERLMER;i;i;10;4;NA;NA
MEDITS-GSA18;1996;79;MERLMER;i;i;10;36;NA;NA
MEDITS-GSA18;1996;80;MERLMER;i;i;10;15;NA;NA
MEDITS-GSA18;1996;88;MERLMER;i;i;10;42;NA;NA
MEDITS-GSA18;1996;95;MERLMER;i;i;10;56;NA;NA
MEDITS-GSA18;1996;97;MERLMER;i;i;10;5;NA;NA
MEDITS-GSA18;1996;99;MERLMER;i;i;10;18;NA;NA
MEDITS-GSA18;1996;102;MICMPOU;i;i;10;37;NA;NA
MEDITS-GSA18;1996;106;MICMPOU;i;i;10;25;NA;NA
MEDITS-GSA18;1996;110;MICMPOU;i;i;10;103;NA;NA
MEDITS-GSA18;1996;134;MICMPOU;i;i;10;6;NA;NA
MEDITS-GSA18;1996;137;MICMPOU;i;i;10;456;NA;NA
MEDITS-GSA18;1996;138;MICMPOU;i;i;10;110;NA;NA
MEDITS-GSA18;1996;141;MICMPOU;i;i;10;455;NA;NA
MEDITS-GSA18;1996;79;MICMPOU;i;i;10;20;NA;NA
MEDITS-GSA18;1996;83;MICMPOU;i;i;10;59;NA;NA
MEDITS-GSA18;1996;93;MICMPOU;i;i;10;39;NA;NA
MEDITS-GSA18;1996;95;MICMPOU;i;i;10;273;NA;NA
MEDITS-GSA18;1996;102;PHYIBLE;i;i;10;1;NA;NA
MEDITS-GSA18;1996;103;PHYIBLE;i;i;10;1;NA;NA
MEDITS-GSA18;1996;133;PHYIBLE;i;i;10;8;NA;NA
MEDITS-GSA18;1996;136;PHYIBLE;i;i;10;4;NA;NA
MEDITS-GSA18;1996;138;PHYIBLE;i;i;10;1;NA;NA
MEDITS-GSA18;1996;141;PHYIBLE;i;i;10;3;NA;NA
MEDITS-GSA18;1996;142;PHYIBLE;i;i;10;1;NA;NA
MEDITS-GSA18;1996;77;PHYIBLE;i;i;10;91;NA;NA
MEDITS-GSA18;1996;82;PHYIBLE;i;i;10;63;NA;NA
MEDITS-GSA18;1996;85;PHYIBLE;i;i;10;27;NA;NA
MEDITS-GSA18;1996;92;PHYIBLE;i;i;10;53;NA;NA
MEDITS-GSA18;1996;94;PHYIBLE;i;i;10;77;NA;NA
MEDITS-GSA18;1996;96;PHYIBLE;i;i;10;82;NA;NA
MEDITS-GSA18;1996;100;TRACTRA;i;i;10;183;NA;NA
MEDITS-GSA18;1996;101;TRACTRA;i;i;10;80;NA;NA
MEDITS-GSA18;1996;102;TRACTRA;i;i;10;46;NA;NA
MEDITS-GSA18;1996;104;TRACTRA;i;i;10;12;NA;NA
MEDITS-GSA18;1996;105;TRACTRA;i;i;10;81;NA;NA
MEDITS-GSA18;1996;106;TRACTRA;i;i;10;111;NA;NA
MEDITS-GSA18;1996;107;TRACTRA;i;i;10;18;NA;NA
MEDITS-GSA18;1996;108;TRACTRA;i;i;10;232;NA;NA
MEDITS-GSA18;1996;109;TRACTRA;i;i;10;31;NA;NA
MEDITS-GSA18;1996;111;TRACTRA;i;i;10;19;NA;NA
MEDITS-GSA18;1996;112;TRACTRA;i;i;10;95;NA;NA
MEDITS-GSA18;1996;114;TRACTRA;i;i;10;42;NA;NA
MEDITS-GSA18;1996;115;TRACTRA;i;i;10;13;NA;NA
MEDITS-GSA18;1996;117;TRACTRA;i;i;10;192;NA;NA
MEDITS-GSA18;1996;118;TRACTRA;i;i;10;53;NA;NA
MEDITS-GSA18;1996;119;TRACTRA;i;i;10;4;NA;NA
MEDITS-GSA18;1996;120;TRACTRA;i;i;10;12;NA;NA
MEDITS-GSA18;1996;121;TRACTRA;i;i;10;7;NA;NA
MEDITS-GSA18;1996;122;TRACTRA;i;i;10;404;NA;NA
MEDITS-GSA18;1996;123;TRACTRA;i;i;10;6;NA;NA
MEDITS-GSA18;1996;124;TRACTRA;i;i;10;33;NA;NA
MEDITS-GSA18;1996;126;TRACTRA;i;i;10;28;NA;NA
MEDITS-GSA18;1996;127;TRACTRA;i;i;10;126;NA;NA
MEDITS-GSA18;1996;128;TRACTRA;i;i;10;996;NA;NA
MEDITS-GSA18;1996;129;TRACTRA;i;i;10;818;NA;NA
MEDITS-GSA18;1996;130;TRACTRA;i;i;10;908;NA;NA
MEDITS-GSA18;1996;131;TRACTRA;i;i;10;1540;NA;NA
MEDITS-GSA18;1996;134;TRACTRA;i;i;10;18;NA;NA
MEDITS-GSA18;1996;135;TRACTRA;i;i;10;23;NA;NA
MEDITS-GSA18;1996;137;TRACTRA;i;i;10;18;NA;NA
MEDITS-GSA18;1996;75;TRACTRA;i;i;10;1705;NA;NA
MEDITS-GSA18;1996;76;TRACTRA;i;i;10;960;NA;NA
MEDITS-GSA18;1996;80;TRACTRA;i;i;10;20;NA;NA
MEDITS-GSA18;1996;83;TRACTRA;i;i;10;132;NA;NA
MEDITS-GSA18;1996;84;TRACTRA;i;i;10;33;NA;NA
MEDITS-GSA18;1996;89;TRACTRA;i;i;10;97;NA;NA
MEDITS-GSA18;1996;93;TRACTRA;i;i;10;159;NA;NA
MEDITS-GSA18;1996;95;TRACTRA;i;i;10;82;NA;NA
MEDITS-GSA18;1996;97;TRACTRA;i;i;10;256;NA;NA
MEDITS-GSA18;1996;99;TRACTRA;i;i;10;77;NA;NA
MEDITS-GSA18;1996;107;TRISCAP;i;i;10;35;NA;NA
MEDITS-GSA18;1996;108;TRISCAP;i;i;10;68;NA;NA
MEDITS-GSA18;1996;117;TRISCAP;i;i;10;58;NA;NA
MEDITS-GSA18;1996;118;TRISCAP;i;i;10;27;NA;NA
MEDITS-GSA18;1996;122;TRISCAP;i;i;10;11;NA;NA
MEDITS-GSA18;1996;124;TRISCAP;i;i;10;35;NA;NA
MEDITS-GSA18;1996;126;TRISCAP;i;i;10;333;NA;NA
MEDITS-GSA18;1996;128;TRISCAP;i;i;10;134;NA;NA
MEDITS-GSA18;1996;129;TRISCAP;i;i;10;109;NA;NA
MEDITS-GSA18;1996;131;TRISCAP;i;i;10;101;NA;NA
MEDITS-GSA18;1996;132;TRISCAP;i;i;10;284;NA;NA
MEDITS-GSA18;1996;134;TRISCAP;i;i;10;208;NA;NA
MEDITS-GSA18;1996;138;TRISCAP;i;i;10;147;NA;NA
MEDITS-GSA18;1996;76;TRISCAP;i;i;10;297;NA;NA
MEDITS-GSA18;1996;88;TRISCAP;i;i;10;160;NA;NA
MEDITS-GSA18;1996;133;ELEDCIR;m;m;10;1;NA;NA
