Survey;Year;Haul;Month;Stratum;SweptSurface;Lat;Long;Depth
MEDITS-GSA18;2011;76;7;2;0.044;40.30792;18.44292;81
MEDITS-GSA18;2011;77;7;4;0.094;40.39542;18.61833;365.5
MEDITS-GSA18;2011;78;7;5;0.101;40.44358;18.63758;538.5
MEDITS-GSA18;2011;80;7;1;0.042;41.12933;16.95058;36
MEDITS-GSA18;2011;83;7;3;0.048;40.64825;18.445;124
MEDITS-GSA18;2011;84;7;3;0.047;40.58675;18.51658;119
MEDITS-GSA18;2011;85;7;4;0.099;40.65967;18.5475;386.5
MEDITS-GSA18;2011;86;7;5;0.098;40.59942;18.61892;577.5
MEDITS-GSA18;2011;88;7;2;0.046;40.59117;18.26858;89.5
MEDITS-GSA18;2011;93;7;3;0.048;40.66508;18.36533;119
MEDITS-GSA18;2011;95;7;3;0.05;40.7075;18.276;121.5
MEDITS-GSA18;2011;97;7;3;0.047;40.79058;17.99208;110
MEDITS-GSA18;2011;98;7;5;0.1;40.76917;18.41708;524
MEDITS-GSA18;2011;100;7;1;0.043;41.19242;16.73658;34
MEDITS-GSA18;2011;101;7;2;0.046;40.86192;17.57325;60.5
MEDITS-GSA18;2011;104;7;2;0.047;41.13125;17.05542;86.5
MEDITS-GSA18;2011;105;7;2;0.047;41.19325;16.8075;59
MEDITS-GSA18;2011;107;7;3;0.05;41.23958;16.99242;114
MEDITS-GSA18;2011;109;7;1;0.043;41.26958;16.54533;30.5
MEDITS-GSA18;2011;110;7;3;0.048;41.4465;16.84242;113
MEDITS-GSA18;2011;112;7;2;0.044;41.34492;16.55225;57.5
MEDITS-GSA18;2011;116;7;5;0.098;41.554;17.1675;544.5
MEDITS-GSA18;2011;117;7;1;0.043;41.79275;16.33292;33
MEDITS-GSA18;2011;121;7;1;0.043;41.7015;16.16033;10.5
MEDITS-GSA18;2011;123;7;1;0.043;41.56875;16.22167;17
MEDITS-GSA18;2011;125;7;1;0.043;41.441;16.4305;47.5
MEDITS-GSA18;2011;126;7;2;0.047;41.72583;16.512;83
MEDITS-GSA18;2011;129;7;2;0.046;41.60167;16.5245;79
MEDITS-GSA18;2011;131;7;3;0.047;40.85633;17.81458;103.5
MEDITS-GSA18;2011;132;7;3;0.048;40.91167;17.65642;104
MEDITS-GSA18;2011;133;7;3;0.048;40.98217;17.58458;111
MEDITS-GSA18;2011;134;7;2;0.047;40.89725;17.4765;68.5
MEDITS-GSA18;2011;135;7;1;0.042;41.0025;17.24242;37.5
MEDITS-GSA18;2011;137;7;3;0.049;41.55508;16.86708;128.5
MEDITS-GSA18;2011;138;7;3;0.048;41.32517;16.85267;107
MEDITS-GSA18;2011;139;7;4;0.103;41.90975;16.83367;228
MEDITS-GSA18;2011;142;7;4;0.096;41.50867;17.10458;428.5
MEDITS-GSA18;2011;143;7;5;0.098;41.99467;17.00517;545.5
MEDITS-GSA18;2011;144;7;5;0.102;42.09125;17.01475;595
MEDITS-GSA18;2011;145;7;4;0.099;42.15167;16.95567;386
MEDITS-GSA18;2011;146;7;3;0.048;41.92517;16.75858;174.5
MEDITS-GSA18;2011;147;7;3;0.048;41.711;16.7015;103
MEDITS-GSA18;2011;148;7;3;0.041;41.61692;16.73767;105
MEDITS-GSA18;2011;150;7;3;0.047;41.04383;17.48433;139
MEDITS-GSA18;2011;151;7;4;0.099;41.0225;17.8315;359
MEDITS-GSA18;2011;152;7;5;0.097;41.0395;17.86383;586
MEDITS-GSA18;2011;154;7;2;0.047;40.76075;17.82817;79.5
MEDITS-GSA18;2011;156;7;1;0.041;40.24708;18.467;40.5
MEDITS-GSA18;2011;157;7;3;0.048;40.41983;18.50783;111.5
MEDITS-GSA18;2011;158;7;3;0.05;40.70058;18.12925;118
MEDITS-GSA18;2011;160;7;2;0.045;41.49225;16.5025;67.5
MEDITS-GSA18;2011;161;7;3;0.048;41.11983;17.30792;123.5
MEDITS-GSA18;2011;162;7;3;0.05;41.81867;16.72625;132.5
