Survey;Year;Haul;Month;Stratum;SweptSurface;Lat;Long;Depth
MEDITS-GSA18;2007;75;10;2;0.043;40.26158;18.48133;73
MEDITS-GSA18;2007;76;10;2;0.043;40.28467;18.44167;81.5
MEDITS-GSA18;2007;77;10;4;0.09;40.38983;18.61758;360.5
MEDITS-GSA18;2007;78;10;5;0.087;40.43992;18.63442;532.5
MEDITS-GSA18;2007;79;10;3;0.045;40.59367;18.5175;122.5
MEDITS-GSA18;2007;80;10;1;0.042;41.13633;16.93917;40.5
MEDITS-GSA18;2007;81;10;3;0.043;40.64392;18.49767;140.5
MEDITS-GSA18;2007;83;10;3;0.043;40.6455;18.44617;123
MEDITS-GSA18;2007;84;10;3;0.043;40.61508;18.49983;126
MEDITS-GSA18;2007;85;10;4;0.09;40.66567;18.53825;403
MEDITS-GSA18;2007;86;10;5;0.09;40.62525;18.60308;512.5
MEDITS-GSA18;2007;88;10;2;0.044;40.58633;18.27508;92
MEDITS-GSA18;2007;89;10;3;0.043;40.67492;18.41017;123
MEDITS-GSA18;2007;90;10;3;0.046;40.69908;18.31517;120.5
MEDITS-GSA18;2007;93;10;3;0.046;40.68642;18.35142;119
MEDITS-GSA18;2007;94;10;4;0.094;40.691;18.49933;345.5
MEDITS-GSA18;2007;95;10;3;0.046;40.70025;18.29892;121
MEDITS-GSA18;2007;96;10;4;0.09;40.74508;18.401;405
MEDITS-GSA18;2007;97;10;3;0.045;40.77092;18.04733;113
MEDITS-GSA18;2007;98;10;5;0.098;40.77475;18.39192;575
MEDITS-GSA18;2007;99;10;1;0.044;41.11792;17.01325;49
MEDITS-GSA18;2007;100;10;1;0.042;41.19717;16.749;38
MEDITS-GSA18;2007;101;10;2;0.042;40.87867;17.54;60.5
MEDITS-GSA18;2007;102;10;3;0.045;41.16933;17.14525;121.5
MEDITS-GSA18;2007;103;10;3;0.045;41.152;17.13067;114
MEDITS-GSA18;2007;104;10;2;0.044;41.12925;17.07283;91.5
MEDITS-GSA18;2007;105;10;2;0.044;41.18383;16.80558;57
MEDITS-GSA18;2007;106;10;3;0.046;41.25225;16.96675;112.5
MEDITS-GSA18;2007;107;10;3;0.046;41.19242;17.07617;120
MEDITS-GSA18;2007;108;10;2;0.043;41.37158;16.53992;61.5
MEDITS-GSA18;2007;109;10;1;0.042;41.27133;16.58142;39.5
MEDITS-GSA18;2007;110;10;3;0.045;41.44875;16.84375;112
MEDITS-GSA18;2007;111;10;3;0.045;41.40742;16.80925;104
MEDITS-GSA18;2007;112;10;2;0.043;41.33808;16.554;54.5
MEDITS-GSA18;2007;113;10;3;0.046;41.49092;16.85417;118.5
MEDITS-GSA18;2007;116;10;5;0.097;41.54242;17.15417;536
MEDITS-GSA18;2007;117;10;1;0.042;41.79175;16.34283;39
MEDITS-GSA18;2007;118;10;1;0.041;41.67042;16.38125;45
MEDITS-GSA18;2007;121;10;1;0.039;41.71658;16.312;23.5
MEDITS-GSA18;2007;123;10;1;0.042;41.49367;16.40633;45
MEDITS-GSA18;2007;124;10;2;0.043;41.6175;16.40942;50.5
MEDITS-GSA18;2007;125;10;1;0.042;41.42642;16.43783;47
MEDITS-GSA18;2007;126;10;2;0.043;41.75342;16.41;56.5
MEDITS-GSA18;2007;128;10;2;0.045;41.563;16.50025;73.5
MEDITS-GSA18;2007;129;10;2;0.042;41.59725;16.44208;59.5
MEDITS-GSA18;2007;131;10;2;0.045;41.47625;16.5465;75.5
MEDITS-GSA18;2007;132;10;3;0.046;41.90592;16.646;128.5
MEDITS-GSA18;2007;133;10;3;0.046;41.8635;16.66942;126
MEDITS-GSA18;2007;134;10;3;0.059;41.8365;16.67967;109
MEDITS-GSA18;2007;135;10;3;0.046;41.52925;16.85383;124.5
MEDITS-GSA18;2007;136;10;3;0.046;41.30392;16.85883;105.5
MEDITS-GSA18;2007;137;10;3;0.046;41.561;16.87192;132.5
MEDITS-GSA18;2007;138;10;3;0.046;41.22917;17.023;124
MEDITS-GSA18;2007;139;10;4;0.096;41.92183;16.83217;229.5
MEDITS-GSA18;2007;142;10;4;0.093;41.5305;17.08717;404
MEDITS-GSA18;2007;143;10;5;0.09;42.00925;16.99833;532
MEDITS-GSA18;2007;144;10;5;0.093;42.09392;17.00092;540
MEDITS-GSA18;2007;146;10;5;0.097;41.53617;17.16217;545
