Survey;Year;Haul;Month;Stratum;SweptSurface;Lat;Long;Depth
MEDITS-GSA18;2013;95;7;3;0.051;40.7045;18.28425;120.5
MEDITS-GSA18;2013;98;7;5;0.104;40.76958;18.41192;517.5
MEDITS-GSA18;2013;85;7;4;0.107;40.6645;18.56417;457
MEDITS-GSA18;2013;84;7;3;0.05;40.58825;18.51367;118.5
MEDITS-GSA18;2013;83;7;3;0.053;40.64708;18.44492;123
MEDITS-GSA18;2013;93;7;3;0.051;40.66742;18.35892;120
MEDITS-GSA18;2013;156;7;1;0.045;40.24367;18.47033;38.5
MEDITS-GSA18;2013;76;7;2;0.048;40.29992;18.44683;79.5
MEDITS-GSA18;2013;157;7;3;0.05;40.40875;18.51408;111.5
MEDITS-GSA18;2013;77;7;4;0.111;40.37117;18.62242;415
MEDITS-GSA18;2013;78;7;5;0.099;40.44025;18.64058;569
MEDITS-GSA18;2013;86;7;5;0.104;40.62208;18.61208;541
MEDITS-GSA18;2013;88;7;2;0.049;40.58525;18.276;91
MEDITS-GSA18;2013;158;7;3;0.055;40.70025;18.1295;115
MEDITS-GSA18;2013;97;7;3;0.054;40.79083;17.99083;109.5
MEDITS-GSA18;2013;154;7;2;0.05;40.755;17.8425;80
MEDITS-GSA18;2013;131;7;3;0.051;40.85117;17.82458;102.5
MEDITS-GSA18;2013;151;7;4;0.109;41.00692;17.87083;246.5
MEDITS-GSA18;2013;152;7;5;0.106;41.03942;17.86192;566
MEDITS-GSA18;2013;132;7;3;0.052;40.90292;17.68392;102
MEDITS-GSA18;2013;133;7;3;0.034;40.9665;17.62508;112
MEDITS-GSA18;2013;101;7;2;0.049;40.884;17.53067;63
MEDITS-GSA18;2013;135;7;1;0.046;41.01458;17.21792;31.5
MEDITS-GSA18;2013;134;7;2;0.051;40.92542;17.46633;72.5
MEDITS-GSA18;2013;150;7;3;0.05;41.05025;17.46442;133.5
MEDITS-GSA18;2013;161;7;3;0.052;41.12317;17.29933;121.5
MEDITS-GSA18;2013;104;7;2;0.051;41.13217;17.0555;87
MEDITS-GSA18;2013;80;7;1;0.045;41.12792;16.96308;40
MEDITS-GSA18;2013;107;7;3;0.055;41.23892;16.9885;113
MEDITS-GSA18;2013;142;7;4;0.103;41.52167;17.094;406.5
MEDITS-GSA18;2013;116;7;5;0.098;41.52025;17.1655;550.5
MEDITS-GSA18;2013;110;7;3;0.053;41.43367;16.837;110
MEDITS-GSA18;2013;100;7;1;0.045;41.18825;16.76208;39.5
MEDITS-GSA18;2013;105;7;2;0.049;41.18533;16.82942;58.5
MEDITS-GSA18;2013;138;7;3;0.051;41.32825;16.853;106.5
MEDITS-GSA18;2013;137;7;3;0.052;41.55517;16.85625;127
MEDITS-GSA18;2013;148;7;3;0.053;41.6155;16.73717;106.5
MEDITS-GSA18;2013;147;7;3;0.053;41.71325;16.69142;102
MEDITS-GSA18;2013;129;7;2;0.05;41.60317;16.52458;79
MEDITS-GSA18;2013;145;7;4;0.103;42.163;16.947;372.5
MEDITS-GSA18;2013;144;7;5;0.106;42.08808;17.01958;611.5
MEDITS-GSA18;2013;143;7;5;0.103;41.99717;17.01467;572
MEDITS-GSA18;2013;139;7;4;0.111;41.90883;16.83167;224.5
MEDITS-GSA18;2013;146;7;3;0.051;41.92142;16.76067;171
MEDITS-GSA18;2013;162;7;3;0.051;41.81575;16.73058;133
MEDITS-GSA18;2013;123;8;1;0.048;41.5685;16.22208;17
MEDITS-GSA18;2013;121;8;1;0.047;41.71292;16.1605;11
MEDITS-GSA18;2013;117;8;1;0.048;41.79067;16.33525;33
MEDITS-GSA18;2013;126;8;2;0.05;41.72383;16.51333;83.5
MEDITS-GSA18;2013;160;8;2;0.049;41.489;16.50408;67.5
MEDITS-GSA18;2013;109;8;1;0.046;41.27192;16.5545;32.5
MEDITS-GSA18;2013;112;8;2;0.051;41.34333;16.55158;56.5
MEDITS-GSA18;2013;125;8;1;0.047;41.39483;16.40533;34
