Survey;Year;Haul;Month;Stratum;SweptSurface;Lat;Long;Depth
MEDITS-GSA18;2012;76;7;2;0.046;40.305;18.44483;84.5
MEDITS-GSA18;2012;77;7;4;0.102;40.37217;18.62108;401
MEDITS-GSA18;2012;78;7;5;0.1;40.4225;18.64008;550
MEDITS-GSA18;2012;80;7;1;0.041;41.13008;16.94975;36.5
MEDITS-GSA18;2012;83;7;3;0.045;40.6475;18.44625;124
MEDITS-GSA18;2012;84;7;3;0.047;40.592;18.51233;118
MEDITS-GSA18;2012;85;7;4;0.1;40.66708;18.5585;441
MEDITS-GSA18;2012;86;7;5;0.101;40.59575;18.61792;561
MEDITS-GSA18;2012;88;7;2;0.046;40.5935;18.26025;89.5
MEDITS-GSA18;2012;93;7;3;0.047;40.66317;18.36825;119
MEDITS-GSA18;2012;95;7;3;0.047;40.705;18.28292;121
MEDITS-GSA18;2012;97;7;3;0.044;40.79133;17.99017;110
MEDITS-GSA18;2012;98;7;5;0.101;40.76725;18.41742;520
MEDITS-GSA18;2012;100;7;1;0.042;41.18725;16.76517;39.5
MEDITS-GSA18;2012;101;7;2;0.042;40.86325;17.56958;59
MEDITS-GSA18;2012;104;7;2;0.043;41.12983;17.06183;88
MEDITS-GSA18;2012;105;7;2;0.046;41.18525;16.82917;58
MEDITS-GSA18;2012;107;7;3;0.048;41.23725;16.99675;114.5
MEDITS-GSA18;2012;109;7;1;0.042;41.27392;16.55058;33
MEDITS-GSA18;2012;110;7;3;0.047;41.4465;16.84308;112.5
MEDITS-GSA18;2012;112;7;2;0.046;41.33275;16.56058;55.5
MEDITS-GSA18;2012;116;7;5;0.1;41.5295;17.1665;554.5
MEDITS-GSA18;2012;117;7;1;0.04;41.77725;16.3245;29
MEDITS-GSA18;2012;121;7;1;0.042;41.70625;16.1445;12
MEDITS-GSA18;2012;123;7;1;0.042;41.56808;16.222;17
MEDITS-GSA18;2012;125;7;1;0.042;41.44667;16.42742;47.5
MEDITS-GSA18;2012;126;7;2;0.046;41.73592;16.50708;82.5
MEDITS-GSA18;2012;129;7;2;0.044;41.613;16.52325;79.5
MEDITS-GSA18;2012;131;7;3;0.045;40.85625;17.81467;103
MEDITS-GSA18;2012;132;7;3;0.045;40.91175;17.65642;103
MEDITS-GSA18;2012;133;7;3;0.045;40.98217;17.5845;111
MEDITS-GSA18;2012;134;7;2;0.048;40.91158;17.47917;67
MEDITS-GSA18;2012;135;7;1;0.04;41.01425;17.222;34
MEDITS-GSA18;2012;137;7;3;0.048;41.55842;16.85867;128
MEDITS-GSA18;2012;138;7;3;0.043;41.32683;16.85292;107
MEDITS-GSA18;2012;139;7;4;0.104;41.9275;16.82392;226.5
MEDITS-GSA18;2012;142;7;4;0.1;41.52958;17.08875;408
MEDITS-GSA18;2012;143;7;5;0.104;41.98925;17.01308;562.5
MEDITS-GSA18;2012;144;7;5;0.105;42.09167;17.02033;607.5
MEDITS-GSA18;2012;145;7;4;0.1;42.16067;16.95367;397.5
MEDITS-GSA18;2012;146;7;3;0.048;41.90608;16.76767;170
MEDITS-GSA18;2012;147;7;3;0.048;41.71842;16.69142;102
MEDITS-GSA18;2012;148;7;3;0.048;41.61583;16.7395;107
MEDITS-GSA18;2012;150;7;3;0.045;41.04225;17.48658;138.5
MEDITS-GSA18;2012;151;7;4;0.097;41.02075;17.83442;369.5
MEDITS-GSA18;2012;152;7;5;0.1;41.04067;17.858;599
MEDITS-GSA18;2012;154;7;2;0.043;40.75533;17.84367;81
MEDITS-GSA18;2012;156;7;1;0.042;40.24608;18.46842;40
MEDITS-GSA18;2012;157;7;3;0.046;40.42108;18.50683;110.5
MEDITS-GSA18;2012;158;7;3;0.048;40.69983;18.13092;116
MEDITS-GSA18;2012;160;7;2;0.046;41.49858;16.501;68
MEDITS-GSA18;2012;161;7;3;0.045;41.11092;17.32492;122
MEDITS-GSA18;2012;162;7;3;0.048;41.81342;16.73017;133
