Survey;Year;Haul;Month;Stratum;SweptSurface;Lat;Long;Depth
MEDITS-GSA18;2003;75;7;2;0.044;40.25883;18.47992;80.5
MEDITS-GSA18;2003;76;7;2;0.044;40.317;18.42875;77.5
MEDITS-GSA18;2003;77;7;4;0.081;40.40258;18.61242;312
MEDITS-GSA18;2003;78;7;5;0.09;40.449;18.63358;513.5
MEDITS-GSA18;2003;79;7;3;0.045;40.43067;18.547;120.5
MEDITS-GSA18;2003;80;7;1;0.041;41.13008;16.95033;37
MEDITS-GSA18;2003;81;7;3;0.047;40.65;18.47975;139
MEDITS-GSA18;2003;83;7;3;0.049;40.63533;18.41792;117
MEDITS-GSA18;2003;84;7;3;0.042;40.58858;18.49517;116
MEDITS-GSA18;2003;85;7;4;0.084;40.67808;18.53833;462.5
MEDITS-GSA18;2003;86;7;5;0.09;40.63525;18.59783;531
MEDITS-GSA18;2003;88;7;2;0.045;40.55358;18.30142;93
MEDITS-GSA18;2003;89;7;3;0.046;40.67875;18.39267;125
MEDITS-GSA18;2003;90;7;3;0.046;40.69275;18.35308;125
MEDITS-GSA18;2003;93;7;3;0.046;40.66208;18.43217;128
MEDITS-GSA18;2003;94;7;4;0.086;40.70875;18.47367;348
MEDITS-GSA18;2003;95;7;3;0.046;40.69183;18.3105;119.5
MEDITS-GSA18;2003;96;7;4;0.083;40.73967;18.41267;355
MEDITS-GSA18;2003;97;7;3;0.046;40.79833;17.97608;109.5
MEDITS-GSA18;2003;98;7;5;0.09;40.76775;18.40842;502
MEDITS-GSA18;2003;99;7;1;0.042;41.12158;16.98508;38.5
MEDITS-GSA18;2003;100;6;1;0.044;41.2055;16.72175;42.5
MEDITS-GSA18;2003;101;7;2;0.043;40.869;17.5555;59.5
MEDITS-GSA18;2003;102;7;3;0.043;41.14675;17.15758;115
MEDITS-GSA18;2003;103;7;3;0.045;41.16392;17.11425;114
MEDITS-GSA18;2003;104;7;2;0.043;41.13158;17.05067;83
MEDITS-GSA18;2003;105;6;2;0.043;41.22;16.78175;70
MEDITS-GSA18;2003;106;7;3;0.046;41.21633;17.01717;112
MEDITS-GSA18;2003;107;7;3;0.043;41.19467;17.07875;117
MEDITS-GSA18;2003;108;7;2;0.042;41.34725;16.57117;62.5
MEDITS-GSA18;2003;109;7;1;0.043;41.25758;16.57075;30.5
MEDITS-GSA18;2003;110;6;3;0.046;41.44642;16.83158;130
MEDITS-GSA18;2003;111;6;3;0.043;41.40608;16.85192;110.5
MEDITS-GSA18;2003;112;6;2;0.042;41.31233;16.57792;54
MEDITS-GSA18;2003;113;6;3;0.043;41.48575;16.84192;116.5
MEDITS-GSA18;2003;116;7;5;0.084;41.52408;17.15333;546.5
MEDITS-GSA18;2003;117;7;1;0.041;41.76558;16.35158;38.5
MEDITS-GSA18;2003;118;7;1;0.041;41.72117;16.35175;36.5
MEDITS-GSA18;2003;121;7;1;0.044;41.68883;16.32708;29
MEDITS-GSA18;2003;123;7;1;0.042;41.522;16.38675;43
MEDITS-GSA18;2003;124;7;1;0.042;41.59983;16.38942;45.5
MEDITS-GSA18;2003;125;7;1;0.041;41.44142;16.42225;45
MEDITS-GSA18;2003;126;7;2;0.042;41.69267;16.41808;56.5
MEDITS-GSA18;2003;128;7;2;0.044;41.56967;16.5185;77
MEDITS-GSA18;2003;129;7;2;0.042;41.63733;16.424;56
MEDITS-GSA18;2003;131;7;2;0.042;41.48767;16.5365;74.5
MEDITS-GSA18;2003;132;7;3;0.043;41.91642;16.63225;128
MEDITS-GSA18;2003;133;7;3;0.045;41.89058;16.65783;125
MEDITS-GSA18;2003;134;7;3;0.043;41.85375;16.663;115
MEDITS-GSA18;2003;135;7;3;0.043;41.81208;16.64483;103
MEDITS-GSA18;2003;136;7;3;0.043;41.32767;16.82667;103.5
MEDITS-GSA18;2003;137;7;3;0.043;41.51717;16.8;111
MEDITS-GSA18;2003;138;7;3;0.043;41.25417;16.94325;112.5
MEDITS-GSA18;2003;139;7;4;0.089;41.94033;16.80667;217.5
MEDITS-GSA18;2003;142;7;4;0.084;41.44608;17.13017;374
MEDITS-GSA18;2003;143;7;5;0.09;42.02017;16.99417;523.5
MEDITS-GSA18;2003;144;7;5;0.075;42.07475;16.99817;543.5
MEDITS-GSA18;2003;146;7;5;0.09;41.51633;17.17033;560.5
