Survey;Year;Haul;Species;Sex;Maturity;Length;Number;Weight;Age
MEDITS-GSA18;1994;142;PAPELON;f;i;1.4;10;NA;NA
MEDITS-GSA18;1994;142;PAPELON;f;i;1.5;10;NA;NA
MEDITS-GSA18;1994;120;LOLIVUL;i;i;1.5;61;NA;NA
MEDITS-GSA18;1994;86;ARISFOL;f;i;1.6;1;NA;NA
MEDITS-GSA18;1994;91;ARISFOL;f;i;1.6;2;NA;NA
MEDITS-GSA18;1994;142;PAPELON;f;i;1.6;10;NA;NA
MEDITS-GSA18;1994;142;PAPELON;f;i;1.7;10;NA;NA
MEDITS-GSA18;1994;94;PAPELON;f;i;1.7;6;NA;NA
MEDITS-GSA18;1994;98;NEPRNOR;f;m;1.9;1;NA;NA
MEDITS-GSA18;1994;103;ELEDCIR;f;i;10;20;NA;NA
MEDITS-GSA18;1994;106;ELEDCIR;f;i;10;6;NA;NA
MEDITS-GSA18;1994;138;ELEDCIR;f;i;10;6;NA;NA
MEDITS-GSA18;1994;83;ELEDCIR;f;i;10;20;NA;NA
MEDITS-GSA18;1994;89;ELEDCIR;f;i;10;6;NA;NA
MEDITS-GSA18;1994;90;ELEDCIR;f;i;10;7;NA;NA
MEDITS-GSA18;1994;101;MERLMER;i;i;10;12;NA;NA
MEDITS-GSA18;1994;102;MERLMER;i;i;10;11;NA;NA
MEDITS-GSA18;1994;105;MERLMER;i;i;10;2;NA;NA
MEDITS-GSA18;1994;112;MERLMER;i;i;10;3;NA;NA
MEDITS-GSA18;1994;117;MERLMER;i;i;10;20;NA;NA
MEDITS-GSA18;1994;118;MERLMER;i;i;10;28;NA;NA
MEDITS-GSA18;1994;128;MERLMER;i;i;10;9;NA;NA
MEDITS-GSA18;1994;132;MERLMER;i;i;10;12;NA;NA
MEDITS-GSA18;1994;133;MERLMER;i;i;10;38;NA;NA
MEDITS-GSA18;1994;134;MERLMER;i;i;10;33;NA;NA
MEDITS-GSA18;1994;136;MERLMER;i;i;10;15;NA;NA
MEDITS-GSA18;1994;139;MERLMER;i;i;10;147;NA;NA
MEDITS-GSA18;1994;140;MERLMER;i;i;10;3;NA;NA
MEDITS-GSA18;1994;141;MERLMER;i;i;10;12;NA;NA
MEDITS-GSA18;1994;142;MERLMER;i;i;10;95;NA;NA
MEDITS-GSA18;1994;89;MERLMER;i;i;10;6;NA;NA
MEDITS-GSA18;1994;90;MERLMER;i;i;10;16;NA;NA
MEDITS-GSA18;1994;93;MERLMER;i;i;10;48;NA;NA
MEDITS-GSA18;1994;95;MERLMER;i;i;10;15;NA;NA
MEDITS-GSA18;1994;97;MERLMER;i;i;10;6;NA;NA
MEDITS-GSA18;1994;136;MICMPOU;i;i;10;2;NA;NA
MEDITS-GSA18;1994;93;MICMPOU;i;i;10;4;NA;NA
MEDITS-GSA18;1994;109;PAGEACA;i;i;10;1;NA;NA
MEDITS-GSA18;1994;115;PAGEACA;i;i;10;2;NA;NA
MEDITS-GSA18;1994;119;PAGEACA;i;i;10;1;NA;NA
MEDITS-GSA18;1994;120;PAGEACA;i;i;10;1;NA;NA
MEDITS-GSA18;1994;107;PHYIBLE;i;i;10;1;NA;NA
MEDITS-GSA18;1994;111;PHYIBLE;i;i;10;1;NA;NA
MEDITS-GSA18;1994;116;PHYIBLE;i;i;10;1;NA;NA
MEDITS-GSA18;1994;133;PHYIBLE;i;i;10;3;NA;NA
MEDITS-GSA18;1994;135;PHYIBLE;i;i;10;1;NA;NA
MEDITS-GSA18;1994;83;PHYIBLE;i;i;10;2;NA;NA
MEDITS-GSA18;1994;85;PHYIBLE;i;i;10;10;NA;NA
MEDITS-GSA18;1994;94;PHYIBLE;i;i;10;18;NA;NA
MEDITS-GSA18;1994;123;SEPIOFF;i;i;10;1;NA;NA
MEDITS-GSA18;1994;101;TRACTRA;i;i;10;30;NA;NA
MEDITS-GSA18;1994;102;TRACTRA;i;i;10;154;NA;NA
MEDITS-GSA18;1994;103;TRACTRA;i;i;10;471;NA;NA
MEDITS-GSA18;1994;105;TRACTRA;i;i;10;122;NA;NA
MEDITS-GSA18;1994;106;TRACTRA;i;i;10;128;NA;NA
MEDITS-GSA18;1994;107;TRACTRA;i;i;10;62;NA;NA
MEDITS-GSA18;1994;108;TRACTRA;i;i;10;82;NA;NA
MEDITS-GSA18;1994;109;TRACTRA;i;i;10;7;NA;NA
MEDITS-GSA18;1994;110;TRACTRA;i;i;10;45;NA;NA
MEDITS-GSA18;1994;111;TRACTRA;i;i;10;190;NA;NA
MEDITS-GSA18;1994;112;TRACTRA;i;i;10;43;NA;NA
MEDITS-GSA18;1994;113;TRACTRA;i;i;10;127;NA;NA
MEDITS-GSA18;1994;114;TRACTRA;i;i;10;74;NA;NA
MEDITS-GSA18;1994;115;TRACTRA;i;i;10;7;NA;NA
MEDITS-GSA18;1994;117;TRACTRA;i;i;10;27;NA;NA
MEDITS-GSA18;1994;118;TRACTRA;i;i;10;5;NA;NA
MEDITS-GSA18;1994;119;TRACTRA;i;i;10;26;NA;NA
MEDITS-GSA18;1994;120;TRACTRA;i;i;10;35;NA;NA
MEDITS-GSA18;1994;121;TRACTRA;i;i;10;17;NA;NA
MEDITS-GSA18;1994;124;TRACTRA;i;i;10;275;NA;NA
MEDITS-GSA18;1994;125;TRACTRA;i;i;10;52;NA;NA
MEDITS-GSA18;1994;126;TRACTRA;i;i;10;124;NA;NA
MEDITS-GSA18;1994;127;TRACTRA;i;i;10;119;NA;NA
MEDITS-GSA18;1994;128;TRACTRA;i;i;10;50;NA;NA
MEDITS-GSA18;1994;129;TRACTRA;i;i;10;206;NA;NA
MEDITS-GSA18;1994;130;TRACTRA;i;i;10;80;NA;NA
MEDITS-GSA18;1994;132;TRACTRA;i;i;10;62;NA;NA
MEDITS-GSA18;1994;133;TRACTRA;i;i;10;332;NA;NA
MEDITS-GSA18;1994;134;TRACTRA;i;i;10;156;NA;NA
MEDITS-GSA18;1994;135;TRACTRA;i;i;10;81;NA;NA
MEDITS-GSA18;1994;136;TRACTRA;i;i;10;251;NA;NA
MEDITS-GSA18;1994;137;TRACTRA;i;i;10;175;NA;NA
MEDITS-GSA18;1994;138;TRACTRA;i;i;10;80;NA;NA
MEDITS-GSA18;1994;75;TRACTRA;i;i;10;30;NA;NA
MEDITS-GSA18;1994;76;TRACTRA;i;i;10;5;NA;NA
MEDITS-GSA18;1994;80;TRACTRA;i;i;10;49;NA;NA
