Survey;Year;Haul;Species;Sex;Maturity;Length;Number;Weight;Age
MEDITS-GSA18;1997;142;NEPRNOR;f;i;1.7;10;NA;NA
MEDITS-GSA18;1997;95;LEPMBOS;f;i;10;1;NA;NA
MEDITS-GSA18;1997;118;LOLIVUL;f;i;10;1;NA;NA
MEDITS-GSA18;1997;127;TRISCAP;f;i;10;2;NA;NA
MEDITS-GSA18;1997;99;EUTRGUR;i;i;10;1;NA;NA
MEDITS-GSA18;1997;139;HELIDAC;i;i;10;5;NA;NA
MEDITS-GSA18;1997;141;HELIDAC;i;i;10;5;NA;NA
MEDITS-GSA18;1997;95;ILLECOI;i;i;10;9;NA;NA
MEDITS-GSA18;1997;140;LEPMBOS;i;i;10;2;NA;NA
MEDITS-GSA18;1997;92;LOPHBUD;i;i;10;2;NA;NA
MEDITS-GSA18;1997;102;MERLMER;i;i;10;2;NA;NA
MEDITS-GSA18;1997;106;MERLMER;i;i;10;8;NA;NA
MEDITS-GSA18;1997;114;MERLMER;i;i;10;13;NA;NA
MEDITS-GSA18;1997;115;MERLMER;i;i;10;9;NA;NA
MEDITS-GSA18;1997;123;MERLMER;i;i;10;4;NA;NA
MEDITS-GSA18;1997;133;MERLMER;i;i;10;41;NA;NA
MEDITS-GSA18;1997;139;MERLMER;i;i;10;58;NA;NA
MEDITS-GSA18;1997;140;MERLMER;i;i;10;187;NA;NA
MEDITS-GSA18;1997;141;MERLMER;i;i;10;246;NA;NA
MEDITS-GSA18;1997;83;MERLMER;i;i;10;15;NA;NA
MEDITS-GSA18;1997;89;MERLMER;i;i;10;22;NA;NA
MEDITS-GSA18;1997;95;MERLMER;i;i;10;114;NA;NA
MEDITS-GSA18;1997;97;MERLMER;i;i;10;14;NA;NA
MEDITS-GSA18;1997;99;MERLMER;i;i;10;2;NA;NA
MEDITS-GSA18;1997;77;PHYIBLE;i;i;10;179;NA;NA
MEDITS-GSA18;1997;78;PHYIBLE;i;i;10;41;NA;NA
MEDITS-GSA18;1997;89;PHYIBLE;i;i;10;4;NA;NA
MEDITS-GSA18;1997;92;PHYIBLE;i;i;10;58;NA;NA
MEDITS-GSA18;1997;93;PHYIBLE;i;i;10;1;NA;NA
MEDITS-GSA18;1997;94;PHYIBLE;i;i;10;76;NA;NA
MEDITS-GSA18;1997;96;PHYIBLE;i;i;10;171;NA;NA
MEDITS-GSA18;1997;101;TRACTRA;i;i;10;3;NA;NA
MEDITS-GSA18;1997;102;TRACTRA;i;i;10;195;NA;NA
MEDITS-GSA18;1997;103;TRACTRA;i;i;10;634;NA;NA
MEDITS-GSA18;1997;105;TRACTRA;i;i;10;33;NA;NA
MEDITS-GSA18;1997;106;TRACTRA;i;i;10;183;NA;NA
MEDITS-GSA18;1997;107;TRACTRA;i;i;10;404;NA;NA
MEDITS-GSA18;1997;108;TRACTRA;i;i;10;534;NA;NA
MEDITS-GSA18;1997;111;TRACTRA;i;i;10;581;NA;NA
MEDITS-GSA18;1997;113;TRACTRA;i;i;10;310;NA;NA
MEDITS-GSA18;1997;114;TRACTRA;i;i;10;89;NA;NA
MEDITS-GSA18;1997;115;TRACTRA;i;i;10;65;NA;NA
MEDITS-GSA18;1997;119;TRACTRA;i;i;10;8;NA;NA
MEDITS-GSA18;1997;125;TRACTRA;i;i;10;3;NA;NA
MEDITS-GSA18;1997;126;TRACTRA;i;i;10;66;NA;NA
MEDITS-GSA18;1997;127;TRACTRA;i;i;10;113;NA;NA
MEDITS-GSA18;1997;128;TRACTRA;i;i;10;78;NA;NA
MEDITS-GSA18;1997;130;TRACTRA;i;i;10;294;NA;NA
MEDITS-GSA18;1997;131;TRACTRA;i;i;10;140;NA;NA
MEDITS-GSA18;1997;132;TRACTRA;i;i;10;35;NA;NA
MEDITS-GSA18;1997;133;TRACTRA;i;i;10;71;NA;NA
MEDITS-GSA18;1997;134;TRACTRA;i;i;10;17;NA;NA
MEDITS-GSA18;1997;135;TRACTRA;i;i;10;261;NA;NA
MEDITS-GSA18;1997;136;TRACTRA;i;i;10;422;NA;NA
MEDITS-GSA18;1997;137;TRACTRA;i;i;10;123;NA;NA
MEDITS-GSA18;1997;138;TRACTRA;i;i;10;162;NA;NA
MEDITS-GSA18;1997;76;TRACTRA;i;i;10;1978;NA;NA
MEDITS-GSA18;1997;81;TRACTRA;i;i;10;10;NA;NA
MEDITS-GSA18;1997;83;TRACTRA;i;i;10;489;NA;NA
MEDITS-GSA18;1997;84;TRACTRA;i;i;10;1591;NA;NA
MEDITS-GSA18;1997;89;TRACTRA;i;i;10;2989;NA;NA
MEDITS-GSA18;1997;90;TRACTRA;i;i;10;1671;NA;NA
MEDITS-GSA18;1997;93;TRACTRA;i;i;10;293;NA;NA
MEDITS-GSA18;1997;95;TRACTRA;i;i;10;1021;NA;NA
MEDITS-GSA18;1997;97;TRACTRA;i;i;10;103;NA;NA
MEDITS-GSA18;1997;106;TRISCAP;i;i;10;17;NA;NA
MEDITS-GSA18;1997;108;TRISCAP;i;i;10;19;NA;NA
MEDITS-GSA18;1997;110;TRISCAP;i;i;10;10;NA;NA
MEDITS-GSA18;1997;112;TRISCAP;i;i;10;4;NA;NA
MEDITS-GSA18;1997;126;TRISCAP;i;i;10;11;NA;NA
MEDITS-GSA18;1997;132;TRISCAP;i;i;10;6;NA;NA
MEDITS-GSA18;1997;133;TRISCAP;i;i;10;11;NA;NA
MEDITS-GSA18;1997;134;TRISCAP;i;i;10;22;NA;NA
MEDITS-GSA18;1997;135;TRISCAP;i;i;10;10;NA;NA
MEDITS-GSA18;1997;83;TRISCAP;i;i;10;6;NA;NA
MEDITS-GSA18;1997;95;TRISCAP;i;i;10;18;NA;NA
MEDITS-GSA18;1997;97;TRISCAP;i;i;10;19;NA;NA
MEDITS-GSA18;1997;93;ILLECOI;m;i;10;1;NA;NA
MEDITS-GSA18;1997;106;ELEDCIR;m;m;10;1;NA;NA
MEDITS-GSA18;1997;110;ELEDCIR;m;m;10;1;NA;NA
MEDITS-GSA18;1997;140;ELEDCIR;m;m;10;2;NA;NA
MEDITS-GSA18;1997;146;HELIDAC;f;i;10.5;18;NA;NA
MEDITS-GSA18;1997;84;ILLECOI;f;i;10.5;6;NA;NA
MEDITS-GSA18;1997;93;ILLECOI;f;i;10.5;4;NA;NA
MEDITS-GSA18;1997;133;HELIDAC;i;i;10.5;1;NA;NA
MEDITS-GSA18;1997;82;HELIDAC;i;i;10.5;1;NA;NA
MEDITS-GSA18;1997;96;HELIDAC;i;i;10.5;4;NA;NA
MEDITS-GSA18;1997;84;ILLECOI;i;i;10.5;2;NA;NA
MEDITS-GSA18;1997;140;LEPMBOS;i;i;10.5;2;NA;NA
MEDITS-GSA18;1997;92;LEPMBOS;i;i;10.5;1;NA;NA
MEDITS-GSA18;1997;140;LOPHBUD;i;i;10.5;2;NA;NA
MEDITS-GSA18;1997;102;MERLMER;i;i;10.5;2;NA;NA
MEDITS-GSA18;1997;109;MERLMER;i;i;10.5;9;NA;NA
MEDITS-GSA18;1997;111;MERLMER;i;i;10.5;7;NA;NA
MEDITS-GSA18;1997;114;MERLMER;i;i;10.5;13;NA;NA
MEDITS-GSA18;1997;115;MERLMER;i;i;10.5;9;NA;NA
MEDITS-GSA18;1997;118;MERLMER;i;i;10.5;4;NA;NA
MEDITS-GSA18;1997;124;MERLMER;i;i;10.5;5;NA;NA
MEDITS-GSA18;1997;125;MERLMER;i;i;10.5;3;NA;NA
MEDITS-GSA18;1997;133;MERLMER;i;i;10.5;41;NA;NA
MEDITS-GSA18;1997;138;MERLMER;i;i;10.5;5;NA;NA
MEDITS-GSA18;1997;139;MERLMER;i;i;10.5;58;NA;NA
MEDITS-GSA18;1997;140;MERLMER;i;i;10.5;187;NA;NA
MEDITS-GSA18;1997;141;MERLMER;i;i;10.5;246;NA;NA
MEDITS-GSA18;1997;75;MERLMER;i;i;10.5;9;NA;NA
MEDITS-GSA18;1997;76;MERLMER;i;i;10.5;47;NA;NA
MEDITS-GSA18;1997;79;MERLMER;i;i;10.5;5;NA;NA
MEDITS-GSA18;1997;89;MERLMER;i;i;10.5;22;NA;NA
MEDITS-GSA18;1997;90;MERLMER;i;i;10.5;40;NA;NA
MEDITS-GSA18;1997;95;MERLMER;i;i;10.5;114;NA;NA
MEDITS-GSA18;1997;99;MERLMER;i;i;10.5;2;NA;NA
MEDITS-GSA18;1997;139;MICMPOU;i;i;10.5;184;NA;NA
MEDITS-GSA18;1997;81;MICMPOU;i;i;10.5;2298;NA;NA
MEDITS-GSA18;1997;89;MICMPOU;i;i;10.5;18;NA;NA
MEDITS-GSA18;1997;95;MICMPOU;i;i;10.5;18;NA;NA
MEDITS-GSA18;1997;142;PHYIBLE;i;i;10.5;5;NA;NA
MEDITS-GSA18;1997;143;PHYIBLE;i;i;10.5;5;NA;NA
MEDITS-GSA18;1997;77;PHYIBLE;i;i;10.5;179;NA;NA
MEDITS-GSA18;1997;78;PHYIBLE;i;i;10.5;41;NA;NA
MEDITS-GSA18;1997;82;PHYIBLE;i;i;10.5;17;NA;NA
MEDITS-GSA18;1997;85;PHYIBLE;i;i;10.5;17;NA;NA
MEDITS-GSA18;1997;89;PHYIBLE;i;i;10.5;4;NA;NA
MEDITS-GSA18;1997;92;PHYIBLE;i;i;10.5;58;NA;NA
MEDITS-GSA18;1997;94;PHYIBLE;i;i;10.5;76;NA;NA
MEDITS-GSA18;1997;96;PHYIBLE;i;i;10.5;171;NA;NA
MEDITS-GSA18;1997;103;TRACTRA;i;i;10.5;634;NA;NA
MEDITS-GSA18;1997;105;TRACTRA;i;i;10.5;33;NA;NA
MEDITS-GSA18;1997;106;TRACTRA;i;i;10.5;183;NA;NA
MEDITS-GSA18;1997;107;TRACTRA;i;i;10.5;404;NA;NA
MEDITS-GSA18;1997;108;TRACTRA;i;i;10.5;534;NA;NA
MEDITS-GSA18;1997;111;TRACTRA;i;i;10.5;581;NA;NA
MEDITS-GSA18;1997;113;TRACTRA;i;i;10.5;310;NA;NA
MEDITS-GSA18;1997;114;TRACTRA;i;i;10.5;89;NA;NA
MEDITS-GSA18;1997;115;TRACTRA;i;i;10.5;65;NA;NA
MEDITS-GSA18;1997;117;TRACTRA;i;i;10.5;5;NA;NA
MEDITS-GSA18;1997;124;TRACTRA;i;i;10.5;10;NA;NA
MEDITS-GSA18;1997;126;TRACTRA;i;i;10.5;66;NA;NA
MEDITS-GSA18;1997;127;TRACTRA;i;i;10.5;113;NA;NA
MEDITS-GSA18;1997;128;TRACTRA;i;i;10.5;78;NA;NA
MEDITS-GSA18;1997;130;TRACTRA;i;i;10.5;294;NA;NA
MEDITS-GSA18;1997;131;TRACTRA;i;i;10.5;140;NA;NA
MEDITS-GSA18;1997;132;TRACTRA;i;i;10.5;35;NA;NA
MEDITS-GSA18;1997;133;TRACTRA;i;i;10.5;71;NA;NA
MEDITS-GSA18;1997;134;TRACTRA;i;i;10.5;17;NA;NA
MEDITS-GSA18;1997;135;TRACTRA;i;i;10.5;261;NA;NA
MEDITS-GSA18;1997;136;TRACTRA;i;i;10.5;422;NA;NA
MEDITS-GSA18;1997;137;TRACTRA;i;i;10.5;123;NA;NA
MEDITS-GSA18;1997;76;TRACTRA;i;i;10.5;1978;NA;NA
MEDITS-GSA18;1997;80;TRACTRA;i;i;10.5;5;NA;NA
MEDITS-GSA18;1997;81;TRACTRA;i;i;10.5;10;NA;NA
MEDITS-GSA18;1997;83;TRACTRA;i;i;10.5;489;NA;NA
MEDITS-GSA18;1997;84;TRACTRA;i;i;10.5;1591;NA;NA
MEDITS-GSA18;1997;89;TRACTRA;i;i;10.5;2989;NA;NA
MEDITS-GSA18;1997;90;TRACTRA;i;i;10.5;1671;NA;NA
MEDITS-GSA18;1997;93;TRACTRA;i;i;10.5;293;NA;NA
