Survey;Year;Haul;Month;Stratum;SweptSurface;Lat;Long;Depth
MEDITS-GSA18;1999;75;8;2;0.044;40.27967;18.49983;93
MEDITS-GSA18;1999;76;8;2;0.044;40.332;18.43625;90
MEDITS-GSA18;1999;77;8;4;0.075;40.39608;18.61992;386.5
MEDITS-GSA18;1999;78;8;5;0.09;40.47825;18.63717;563
MEDITS-GSA18;1999;79;8;3;0.043;40.40442;18.55608;120
MEDITS-GSA18;1999;80;7;1;0.044;41.13008;16.95417;39
MEDITS-GSA18;1999;81;8;3;0.045;40.70842;18.36467;138.5
MEDITS-GSA18;1999;82;8;4;0.096;40.79717;18.24792;283.5
MEDITS-GSA18;1999;83;8;3;0.045;40.68475;18.3625;121.5
MEDITS-GSA18;1999;84;8;3;0.046;40.77325;18.19375;122
MEDITS-GSA18;1999;85;8;4;0.093;40.82775;18.20133;370
MEDITS-GSA18;1999;86;8;5;0.09;40.61925;18.60725;509.5
MEDITS-GSA18;1999;87;8;5;0.093;40.57067;18.62967;563
MEDITS-GSA18;1999;88;8;2;0.045;40.58558;18.28242;96.5
MEDITS-GSA18;1999;89;8;3;0.046;40.69942;18.40067;132.5
MEDITS-GSA18;1999;90;8;3;0.046;40.66642;18.40775;122.5
MEDITS-GSA18;1999;91;8;5;0.097;40.77183;18.42108;572.5
MEDITS-GSA18;1999;92;8;4;0.086;40.80833;18.27558;407
MEDITS-GSA18;1999;93;8;3;0.045;40.70058;18.31925;121.5
MEDITS-GSA18;1999;94;8;4;0.093;40.73258;18.40025;317.5
MEDITS-GSA18;1999;95;8;3;0.043;40.70492;18.27833;120
MEDITS-GSA18;1999;96;8;4;0.08;40.76267;18.32825;305
MEDITS-GSA18;1999;97;8;3;0.046;40.80075;17.95642;108
MEDITS-GSA18;1999;98;8;5;0.09;40.78358;18.36517;552.5
MEDITS-GSA18;1999;99;7;1;0.044;41.1195;17.01;38
MEDITS-GSA18;1999;100;7;1;0.045;41.197;16.72325;34.5
MEDITS-GSA18;1999;101;8;2;0.045;40.87733;17.5505;63.5
MEDITS-GSA18;1999;102;8;3;0.048;41.119;17.19392;113.5
MEDITS-GSA18;1999;103;8;3;0.046;41.15175;17.15333;115
MEDITS-GSA18;1999;104;8;2;0.046;41.13283;17.06492;96
MEDITS-GSA18;1999;105;7;2;0.044;41.19817;16.794;58
MEDITS-GSA18;1999;106;7;3;0.046;41.21317;16.94683;107
MEDITS-GSA18;1999;107;8;3;0.049;41.1715;17.10508;115
MEDITS-GSA18;1999;108;7;2;0.042;41.36942;16.55167;63.5
MEDITS-GSA18;1999;109;7;1;0.042;41.27467;16.55633;28.5
MEDITS-GSA18;1999;110;7;3;0.043;41.45583;16.83575;111.5
MEDITS-GSA18;1999;111;7;3;0.045;41.42667;16.83658;110
MEDITS-GSA18;1999;112;7;2;0.043;41.32575;16.57858;58.5
MEDITS-GSA18;1999;113;7;3;0.043;41.484;16.84875;118
MEDITS-GSA18;1999;114;7;2;0.044;41.34017;16.52842;56.5
MEDITS-GSA18;1999;115;7;1;0.043;41.28183;16.57667;42.5
MEDITS-GSA18;1999;116;8;5;0.093;41.58617;17.1395;521.5
MEDITS-GSA18;1999;117;7;1;0.042;41.778;16.37025;45.5
MEDITS-GSA18;1999;118;7;1;0.042;41.73092;16.37583;45
MEDITS-GSA18;1999;119;7;2;0.043;41.336;16.52842;56.5
MEDITS-GSA18;1999;120;8;1;0.043;41.684;16.29858;21
MEDITS-GSA18;1999;121;7;1;0.042;41.69617;16.296;24
MEDITS-GSA18;1999;122;7;1;0.044;41.67375;16.33525;35.5
MEDITS-GSA18;1999;123;7;1;0.044;41.53042;16.38575;43.5
MEDITS-GSA18;1999;124;8;1;0.044;41.6455;16.38125;40
MEDITS-GSA18;1999;125;7;1;0.044;41.40017;16.44708;45
MEDITS-GSA18;1999;126;7;2;0.043;41.7075;16.45233;68.5
MEDITS-GSA18;1999;127;7;2;0.042;41.62108;16.47533;70
MEDITS-GSA18;1999;128;7;2;0.044;41.571;16.49867;71.5
MEDITS-GSA18;1999;129;8;1;0.044;41.612;16.39367;46.5
MEDITS-GSA18;1999;130;7;2;0.045;41.52575;16.53825;77
MEDITS-GSA18;1999;131;7;2;0.044;41.48508;16.55792;77
MEDITS-GSA18;1999;132;8;3;0.046;41.9065;16.64533;125
MEDITS-GSA18;1999;133;8;3;0.046;41.87317;16.68067;131
MEDITS-GSA18;1999;134;8;3;0.045;41.83892;16.69258;116
MEDITS-GSA18;1999;135;7;3;0.046;41.54642;16.8445;122.5
MEDITS-GSA18;1999;136;7;3;0.046;41.30742;16.933;113.5
MEDITS-GSA18;1999;137;7;3;0.046;41.54958;16.80975;115.5
MEDITS-GSA18;1999;138;7;3;0.045;41.257;16.93133;110
MEDITS-GSA18;1999;139;8;4;0.095;41.91167;16.83583;231
MEDITS-GSA18;1999;140;8;4;0.063;41.881;16.8455;224
MEDITS-GSA18;1999;141;8;4;0.092;41.841;16.86467;239
MEDITS-GSA18;1999;142;8;4;0.093;41.54492;17.08467;398
MEDITS-GSA18;1999;143;8;5;0.093;42.06792;16.99725;539
MEDITS-GSA18;1999;144;8;5;0.075;42.113;17.00167;587.5
MEDITS-GSA18;1999;145;8;5;0.086;41.59417;17.14992;526
MEDITS-GSA18;1999;146;8;5;0.093;41.60767;17.13183;527
