Survey;Year;Haul;Month;Stratum;SweptSurface;Lat;Long;Depth
MEDITS-GSA18;2004;75;7;2;0.046;40.25142;18.486;80
MEDITS-GSA18;2004;76;7;2;0.049;40.3125;18.43433;80.5
MEDITS-GSA18;2004;77;7;4;0.086;40.39483;18.61975;351.5
MEDITS-GSA18;2004;78;7;5;0.097;40.45192;18.63333;513
MEDITS-GSA18;2004;79;7;3;0.045;40.43025;18.54858;125
MEDITS-GSA18;2004;80;7;1;0.041;41.13283;16.9475;38
MEDITS-GSA18;2004;81;7;3;0.045;40.64075;18.498;140.5
MEDITS-GSA18;2004;83;7;3;0.037;40.65383;18.38217;118.5
MEDITS-GSA18;2004;84;7;3;0.045;40.5855;18.49875;115
MEDITS-GSA18;2004;85;7;4;0.093;40.66908;18.55767;444
MEDITS-GSA18;2004;86;7;5;0.093;40.61158;18.60867;566
MEDITS-GSA18;2004;88;7;2;0.044;40.55775;18.298;94.5
MEDITS-GSA18;2004;89;7;3;0.045;40.68008;18.38717;119
MEDITS-GSA18;2004;90;7;3;0.045;40.69925;18.334;119
MEDITS-GSA18;2004;93;7;3;0.045;40.6615;18.43225;122
MEDITS-GSA18;2004;94;7;4;0.09;40.69942;18.49008;406
MEDITS-GSA18;2004;95;7;3;0.045;40.70575;18.28283;119
MEDITS-GSA18;2004;96;7;4;0.09;40.72683;18.43492;387.5
MEDITS-GSA18;2004;97;7;3;0.045;40.78858;17.99567;109.5
MEDITS-GSA18;2004;98;7;5;0.093;40.76925;18.39892;563
MEDITS-GSA18;2004;99;7;1;0.044;41.11983;16.9875;42
MEDITS-GSA18;2004;100;7;1;0.044;41.2015;16.7435;44
MEDITS-GSA18;2004;101;7;2;0.042;40.91817;17.503;73
MEDITS-GSA18;2004;102;7;3;0.043;41.12783;17.14892;109
MEDITS-GSA18;2004;103;7;3;0.045;41.13058;17.16442;107.5
MEDITS-GSA18;2004;104;7;2;0.044;41.13117;17.05675;90
MEDITS-GSA18;2004;105;7;2;0.042;41.22367;16.78892;69.5
MEDITS-GSA18;2004;106;7;3;0.046;41.22017;16.99433;114
MEDITS-GSA18;2004;107;7;3;0.045;41.15808;17.1275;110
MEDITS-GSA18;2004;108;7;2;0.045;41.36117;16.56667;62.5
MEDITS-GSA18;2004;109;7;1;0.045;41.27783;16.594;41
MEDITS-GSA18;2004;110;7;3;0.043;41.44325;16.83542;105
MEDITS-GSA18;2004;111;7;3;0.042;41.40883;16.85208;108
MEDITS-GSA18;2004;112;7;2;0.046;41.318;16.57083;52
MEDITS-GSA18;2004;113;7;3;0.043;41.476;16.84742;117
MEDITS-GSA18;2004;116;7;5;0.087;41.51517;17.14975;524
MEDITS-GSA18;2004;117;7;1;0.044;41.733;16.3785;45.5
MEDITS-GSA18;2004;118;7;1;0.045;41.72942;16.3635;40.5
MEDITS-GSA18;2004;121;7;1;0.044;41.69008;16.346;34
MEDITS-GSA18;2004;123;7;2;0.045;41.54458;16.41875;52
MEDITS-GSA18;2004;124;7;1;0.045;41.60167;16.38608;46
MEDITS-GSA18;2004;125;7;1;0.047;41.43158;16.44425;49
MEDITS-GSA18;2004;126;7;2;0.042;41.7115;16.41383;57
MEDITS-GSA18;2004;128;7;2;0.047;41.55692;16.52633;76
MEDITS-GSA18;2004;129;7;2;0.045;41.646;16.42817;59.5
MEDITS-GSA18;2004;131;7;2;0.047;41.49458;16.53633;74.5
MEDITS-GSA18;2004;132;7;3;0.045;41.88758;16.63367;120
MEDITS-GSA18;2004;133;7;3;0.045;41.84492;16.60275;121.5
MEDITS-GSA18;2004;134;7;3;0.087;41.83367;16.65717;108.5
MEDITS-GSA18;2004;135;7;3;0.093;41.86008;16.59433;102.5
MEDITS-GSA18;2004;136;7;3;0.045;41.32125;16.83708;103.5
MEDITS-GSA18;2004;137;7;3;0.045;41.48175;16.74625;104.5
MEDITS-GSA18;2004;138;7;3;0.046;41.24592;16.94967;112
MEDITS-GSA18;2004;139;7;4;0.098;41.92292;16.8225;224.5
MEDITS-GSA18;2004;142;7;4;0.09;41.44967;17.12758;375
MEDITS-GSA18;2004;143;7;5;0.09;42.01517;17.00258;560
MEDITS-GSA18;2004;144;7;5;0.09;42.072;17.00667;539
MEDITS-GSA18;2004;146;7;5;0.09;41.53192;17.164;555.5
