Survey;Year;Haul;Month;Stratum;SweptSurface;Lat;Long;Depth
MEDITS-GSA18;2009;76;6;2;0.041;40.30825;18.443;82.5
MEDITS-GSA18;2009;77;6;4;0.095;40.3995;18.61725;378
MEDITS-GSA18;2009;78;6;5;0.104;40.45033;18.6365;545
MEDITS-GSA18;2009;80;7;1;0.036;41.1335;16.94733;41.5
MEDITS-GSA18;2009;83;6;3;0.047;40.6505;18.44075;124.5
MEDITS-GSA18;2009;84;6;3;0.046;40.5875;18.5165;120
MEDITS-GSA18;2009;85;6;4;0.091;40.6585;18.5515;395.5
MEDITS-GSA18;2009;86;6;5;0.097;40.60733;18.61242;574
MEDITS-GSA18;2009;88;6;2;0.041;40.59967;18.26733;90
MEDITS-GSA18;2009;93;6;3;0.044;40.68333;18.34075;120
MEDITS-GSA18;2009;95;6;3;0.045;40.71883;18.25;120
MEDITS-GSA18;2009;96;6;4;0.1;40.73525;18.421;404.5
MEDITS-GSA18;2009;97;6;3;0.047;40.78158;18.0155;111.5
MEDITS-GSA18;2009;98;6;5;0.103;40.76817;18.419;524.5
MEDITS-GSA18;2009;100;7;1;0.038;41.21158;16.642;23
MEDITS-GSA18;2009;101;6;2;0.041;40.87967;17.53817;62.5
MEDITS-GSA18;2009;103;7;3;0.048;41.15183;17.11467;109
MEDITS-GSA18;2009;104;7;2;0.043;41.12783;17.06683;89
MEDITS-GSA18;2009;105;7;2;0.037;41.18975;16.80658;55.5
MEDITS-GSA18;2009;107;7;3;0.044;41.23058;17.007;115
MEDITS-GSA18;2009;109;7;1;0.032;41.29117;16.56692;43
MEDITS-GSA18;2009;110;7;3;0.042;41.43633;16.83725;111.5
MEDITS-GSA18;2009;112;7;2;0.042;41.34267;16.55292;57.5
MEDITS-GSA18;2009;116;7;5;0.094;41.53025;17.16425;557.5
MEDITS-GSA18;2009;117;7;1;0.036;41.7855;16.33467;33.5
MEDITS-GSA18;2009;121;7;1;0.037;41.69625;16.3075;23.5
MEDITS-GSA18;2009;123;7;1;0.038;41.49658;16.39908;45
MEDITS-GSA18;2009;125;7;1;0.037;41.3675;16.43042;34
MEDITS-GSA18;2009;126;7;2;0.043;41.75333;16.40417;56
MEDITS-GSA18;2009;129;7;2;0.039;41.58425;16.43117;56.5
MEDITS-GSA18;2009;130;6;3;0.047;40.81383;17.90917;105.5
MEDITS-GSA18;2009;131;6;3;0.045;40.85758;17.80167;103
MEDITS-GSA18;2009;132;6;3;0.041;40.90967;17.66217;103.5
MEDITS-GSA18;2009;133;6;3;0.043;40.98317;17.57533;112.5
MEDITS-GSA18;2009;134;6;2;0.044;40.92225;17.46892;72.5
MEDITS-GSA18;2009;135;6;1;0.039;41.00133;17.32667;38
MEDITS-GSA18;2009;136;6;1;0.037;41.06867;17.14233;39.5
MEDITS-GSA18;2009;137;7;3;0.046;41.56575;16.88758;136.5
MEDITS-GSA18;2009;138;7;3;0.043;41.30975;16.86083;107
MEDITS-GSA18;2009;139;6;4;0.094;41.90842;16.83767;230
MEDITS-GSA18;2009;142;7;4;0.099;41.51767;17.09633;412
MEDITS-GSA18;2009;143;6;5;0.1;42.035;16.99717;531.5
MEDITS-GSA18;2009;144;6;5;0.1;42.1095;17.00517;554
MEDITS-GSA18;2009;145;6;4;0.097;42.16633;16.94517;359
MEDITS-GSA18;2009;146;6;3;0.048;41.90808;16.7655;169
MEDITS-GSA18;2009;147;7;3;0.047;41.71783;16.69108;102
MEDITS-GSA18;2009;148;7;3;0.041;41.61808;16.73025;106
MEDITS-GSA18;2009;150;6;3;0.04;41.04517;17.47475;136.5
MEDITS-GSA18;2009;151;6;4;0.094;41.02342;17.82883;343
MEDITS-GSA18;2009;152;6;5;0.104;41.03775;17.86133;541.5
MEDITS-GSA18;2009;153;6;2;0.041;40.81858;17.732;85.5
MEDITS-GSA18;2009;154;6;2;0.041;40.7565;17.84;81
MEDITS-GSA18;2009;156;6;1;0.034;40.24558;18.46942;42.5
MEDITS-GSA18;2009;157;6;3;0.056;40.51717;18.57667;119
MEDITS-GSA18;2009;158;6;3;0.043;40.71058;18.11258;113.5
MEDITS-GSA18;2009;160;7;2;0.042;41.4905;16.5035;68
MEDITS-GSA18;2009;161;6;3;0.047;41.11367;17.31425;122.5
MEDITS-GSA18;2009;162;6;3;0.051;41.82333;16.72558;133
