Survey;Year;Haul;Species;Sex;Maturity;Length;Number;Weight;Age
MEDITS-GSA18;2013;126;PAPELON;f;i;0.7;3;NA;NA
MEDITS-GSA18;2013;151;PAPELON;m;i;0.8;87;NA;NA
MEDITS-GSA18;2013;116;PAPELON;f;i;1;2;NA;NA
MEDITS-GSA18;2013;145;PAPELON;f;i;1;40;NA;NA
MEDITS-GSA18;2013;145;PAPELON;m;i;1;81;NA;NA
MEDITS-GSA18;2013;151;PAPELON;m;i;1;87;NA;NA
MEDITS-GSA18;2013;142;PAPELON;f;i;1.1;27;NA;NA
MEDITS-GSA18;2013;162;PAPELON;f;i;1.1;3;NA;NA
MEDITS-GSA18;2013;104;PAPELON;m;i;1.1;35;NA;NA
MEDITS-GSA18;2013;151;PAPELON;m;i;1.1;87;NA;NA
MEDITS-GSA18;2013;83;PAPELON;m;i;1.1;16;NA;NA
MEDITS-GSA18;2013;116;PAPELON;f;i;1.2;2;NA;NA
MEDITS-GSA18;2013;142;PAPELON;f;i;1.2;27;NA;NA
MEDITS-GSA18;2013;145;PAPELON;f;i;1.2;40;NA;NA
MEDITS-GSA18;2013;151;PAPELON;f;i;1.2;77;NA;NA
MEDITS-GSA18;2013;83;PAPELON;f;i;1.2;23;NA;NA
MEDITS-GSA18;2013;95;PAPELON;f;i;1.2;13;NA;NA
MEDITS-GSA18;2013;151;PAPELON;m;i;1.2;174;NA;NA
MEDITS-GSA18;2013;161;PAPELON;m;i;1.2;5;NA;NA
MEDITS-GSA18;2013;83;PAPELON;m;i;1.2;16;NA;NA
MEDITS-GSA18;2013;84;PAPELON;m;i;1.2;8;NA;NA
MEDITS-GSA18;2013;161;PAPELON;m;m;1.2;5;NA;NA
MEDITS-GSA18;2013;145;PAPELON;f;i;1.3;40;NA;NA
MEDITS-GSA18;2013;151;PAPELON;f;i;1.3;77;NA;NA
MEDITS-GSA18;2013;83;PAPELON;f;i;1.3;23;NA;NA
MEDITS-GSA18;2013;93;PAPELON;f;i;1.3;29;NA;NA
MEDITS-GSA18;2013;135;SQUIMAN;f;i;1.3;2;NA;NA
MEDITS-GSA18;2013;107;PAPELON;m;i;1.3;1;NA;NA
MEDITS-GSA18;2013;151;PAPELON;m;i;1.3;174;NA;NA
MEDITS-GSA18;2013;104;PAPELON;m;m;1.3;35;NA;NA
MEDITS-GSA18;2013;150;PAPELON;m;m;1.3;1;NA;NA
MEDITS-GSA18;2013;151;PAPELON;m;m;1.3;87;NA;NA
MEDITS-GSA18;2013;161;PAPELON;m;m;1.3;5;NA;NA
MEDITS-GSA18;2013;83;PAPELON;m;m;1.3;16;NA;NA
MEDITS-GSA18;2013;93;PAPELON;m;m;1.3;23;NA;NA
MEDITS-GSA18;2013;95;PAPELON;m;m;1.3;15;NA;NA
MEDITS-GSA18;2013;104;PAPELON;f;i;1.4;48;NA;NA
MEDITS-GSA18;2013;142;PAPELON;f;i;1.4;27;NA;NA
MEDITS-GSA18;2013;145;PAPELON;f;i;1.4;40;NA;NA
MEDITS-GSA18;2013;151;PAPELON;f;i;1.4;77;NA;NA
MEDITS-GSA18;2013;83;PAPELON;f;i;1.4;23;NA;NA
MEDITS-GSA18;2013;93;PAPELON;f;i;1.4;29;NA;NA
MEDITS-GSA18;2013;151;PAPELON;m;i;1.4;87;NA;NA
MEDITS-GSA18;2013;104;PAPELON;m;m;1.4;35;NA;NA
MEDITS-GSA18;2013;145;PAPELON;m;m;1.4;81;NA;NA
MEDITS-GSA18;2013;151;PAPELON;m;m;1.4;87;NA;NA
MEDITS-GSA18;2013;157;PAPELON;m;m;1.4;7;NA;NA
MEDITS-GSA18;2013;83;PAPELON;m;m;1.4;16;NA;NA
MEDITS-GSA18;2013;84;PAPELON;m;m;1.4;8;NA;NA
MEDITS-GSA18;2013;95;PAPELON;m;m;1.4;15;NA;NA
MEDITS-GSA18;2013;104;PAPELON;f;i;1.5;48;NA;NA
MEDITS-GSA18;2013;142;PAPELON;f;i;1.5;27;NA;NA
MEDITS-GSA18;2013;151;PAPELON;f;i;1.5;77;NA;NA
MEDITS-GSA18;2013;157;PAPELON;f;i;1.5;18;NA;NA
