Survey;Year;Haul;Species;Sex;Maturity;Length;Number;Weight;Age
MEDITS-GSA18;2012;116;PAPELON;f;i;0.7;8;NA;NA
MEDITS-GSA18;2012;145;PAPELON;f;i;0.7;142;NA;NA
MEDITS-GSA18;2012;151;PAPELON;f;i;0.7;43;NA;NA
MEDITS-GSA18;2012;151;PAPELON;m;i;0.7;39;NA;NA
MEDITS-GSA18;2012;116;PAPELON;f;i;0.8;8;NA;NA
MEDITS-GSA18;2012;145;PAPELON;f;i;0.8;142;NA;NA
MEDITS-GSA18;2012;151;PAPELON;f;i;0.8;43;NA;NA
MEDITS-GSA18;2012;151;PAPELON;i;i;0.8;17;NA;NA
MEDITS-GSA18;2012;116;PAPELON;f;i;0.9;8;NA;NA
MEDITS-GSA18;2012;145;PAPELON;f;i;0.9;142;NA;NA
MEDITS-GSA18;2012;148;PAPELON;f;i;0.9;2;NA;NA
MEDITS-GSA18;2012;151;PAPELON;f;i;0.9;43;NA;NA
MEDITS-GSA18;2012;162;PAPELON;f;i;0.9;7;NA;NA
MEDITS-GSA18;2012;145;PAPELON;i;i;0.9;32;NA;NA
MEDITS-GSA18;2012;145;PAPELON;m;i;0.9;253;NA;NA
MEDITS-GSA18;2012;162;PAPELON;m;i;0.9;5;NA;NA
MEDITS-GSA18;2012;85;NEPRNOR;f;i;1;16;NA;NA
MEDITS-GSA18;2012;110;PAPELON;f;i;1;5;NA;NA
MEDITS-GSA18;2012;142;PAPELON;f;i;1;12;NA;NA
MEDITS-GSA18;2012;145;PAPELON;f;i;1;142;NA;NA
MEDITS-GSA18;2012;151;PAPELON;f;i;1;43;NA;NA
MEDITS-GSA18;2012;105;LOLIVUL;i;i;1;5;NA;NA
MEDITS-GSA18;2012;145;PAPELON;i;i;1;32;NA;NA
MEDITS-GSA18;2012;151;PAPELON;i;i;1;17;NA;NA
MEDITS-GSA18;2012;84;PAPELON;i;i;1;11;NA;NA
MEDITS-GSA18;2012;121;SEPIOFF;i;i;1;2;NA;NA
MEDITS-GSA18;2012;112;SQUIMAN;i;i;1;3;NA;NA
MEDITS-GSA18;2012;107;PAPELON;m;i;1;10;NA;NA
MEDITS-GSA18;2012;116;PAPELON;m;i;1;2;NA;NA
MEDITS-GSA18;2012;142;PAPELON;m;i;1;21;NA;NA
