Survey;Year;Haul;Species;Sex;Maturity;Length;Number;Weight;Age
MEDITS-GSA18;2015;145;PAPELON;f;i;0.7;72;NA;NA
MEDITS-GSA18;2015;145;PAPELON;m;i;0.7;60;NA;NA
MEDITS-GSA18;2015;145;PAPELON;f;i;0.8;72;NA;NA
MEDITS-GSA18;2015;151;PAPELON;f;i;0.8;89;NA;NA
MEDITS-GSA18;2015;151;PAPELON;m;i;0.8;86;NA;NA
MEDITS-GSA18;2015;151;PAPELON;f;i;0.9;89;NA;NA
MEDITS-GSA18;2015;145;PAPELON;m;i;0.9;60;NA;NA
MEDITS-GSA18;2015;142;PAPELON;f;i;1;60;NA;NA
MEDITS-GSA18;2015;145;PAPELON;f;i;1;72;NA;NA
MEDITS-GSA18;2015;151;PAPELON;f;i;1;89;NA;NA
MEDITS-GSA18;2015;156;LOLIVUL;i;i;1;308;NA;NA
MEDITS-GSA18;2015;76;LOLIVUL;i;i;1;283;NA;NA
MEDITS-GSA18;2015;145;PAPELON;m;i;1;60;NA;NA
MEDITS-GSA18;2015;77;NEPRNOR;f;i;1.1;31;NA;NA
MEDITS-GSA18;2015;145;PAPELON;f;i;1.1;72;NA;NA
MEDITS-GSA18;2015;151;PAPELON;f;i;1.1;89;NA;NA
MEDITS-GSA18;2015;77;PAPELON;f;i;1.1;162;NA;NA
MEDITS-GSA18;2015;134;SQUIMAN;f;i;1.1;6;NA;NA
MEDITS-GSA18;2015;139;PAPELON;m;i;1.1;3;NA;NA
MEDITS-GSA18;2015;151;PAPELON;m;i;1.1;86;NA;NA
MEDITS-GSA18;2015;77;PAPELON;m;i;1.1;396;NA;NA
MEDITS-GSA18;2015;107;PAPELON;f;i;1.2;1;NA;NA
MEDITS-GSA18;2015;134;PAPELON;f;i;1.2;4;NA;NA
MEDITS-GSA18;2015;142;PAPELON;f;i;1.2;60;NA;NA
MEDITS-GSA18;2015;145;PAPELON;f;i;1.2;72;NA;NA
MEDITS-GSA18;2015;151;PAPELON;f;i;1.2;89;NA;NA
MEDITS-GSA18;2015;77;PAPELON;f;i;1.2;162;NA;NA
MEDITS-GSA18;2015;151;PAPELON;m;i;1.2;172;NA;NA
MEDITS-GSA18;2015;77;PAPELON;m;i;1.2;396;NA;NA
MEDITS-GSA18;2015;77;PAPELON;m;m;1.2;198;NA;NA
MEDITS-GSA18;2015;143;PAPELON;f;i;1.3;6;NA;NA
MEDITS-GSA18;2015;145;PAPELON;f;i;1.3;72;NA;NA
MEDITS-GSA18;2015;151;PAPELON;f;i;1.3;89;NA;NA
MEDITS-GSA18;2015;77;PAPELON;f;i;1.3;162;NA;NA
MEDITS-GSA18;2015;145;PAPELON;m;i;1.3;60;NA;NA
MEDITS-GSA18;2015;151;PAPELON;m;i;1.3;86;NA;NA
MEDITS-GSA18;2015;77;PAPELON;m;i;1.3;198;NA;NA
MEDITS-GSA18;2015;105;PAPELON;m;m;1.3;1;NA;NA
MEDITS-GSA18;2015;139;PAPELON;m;m;1.3;3;NA;NA
MEDITS-GSA18;2015;148;PAPELON;m;m;1.3;2;NA;NA
MEDITS-GSA18;2015;77;PAPELON;m;m;1.3;396;NA;NA
MEDITS-GSA18;2015;101;PAPELON;f;i;1.4;2;NA;NA
MEDITS-GSA18;2015;145;PAPELON;f;i;1.4;72;NA;NA
MEDITS-GSA18;2015;151;PAPELON;f;i;1.4;89;NA;NA
MEDITS-GSA18;2015;77;PAPELON;f;i;1.4;162;NA;NA
MEDITS-GSA18;2015;105;SQUIMAN;f;i;1.4;2;NA;NA
MEDITS-GSA18;2015;125;SQUIMAN;f;i;1.4;2;NA;NA
MEDITS-GSA18;2015;151;PAPELON;m;i;1.4;86;NA;NA
MEDITS-GSA18;2015;145;PAPELON;m;m;1.4;120;NA;NA
MEDITS-GSA18;2015;148;PAPELON;m;m;1.4;2;NA;NA
MEDITS-GSA18;2015;151;PAPELON;m;m;1.4;86;NA;NA
MEDITS-GSA18;2015;77;PAPELON;m;m;1.4;198;NA;NA
MEDITS-GSA18;2015;88;PAPELON;m;m;1.4;3;NA;NA
MEDITS-GSA18;2015;134;PAPELON;f;i;1.5;4;NA;NA
MEDITS-GSA18;2015;142;PAPELON;f;i;1.5;60;NA;NA
MEDITS-GSA18;2015;143;PAPELON;f;i;1.5;6;NA;NA
MEDITS-GSA18;2015;151;PAPELON;f;i;1.5;89;NA;NA
MEDITS-GSA18;2015;77;PAPELON;f;i;1.5;162;NA;NA
MEDITS-GSA18;2015;109;SQUIMAN;f;i;1.5;1;NA;NA
MEDITS-GSA18;2015;156;LOLIVUL;i;i;1.5;308;NA;NA
MEDITS-GSA18;2015;76;LOLIVUL;i;i;1.5;283;NA;NA
MEDITS-GSA18;2015;77;NEPRNOR;m;i;1.5;28;NA;NA
MEDITS-GSA18;2015;105;SQUIMAN;m;i;1.5;1;NA;NA
MEDITS-GSA18;2015;129;PAPELON;m;m;1.5;8;NA;NA
MEDITS-GSA18;2015;145;PAPELON;m;m;1.5;60;NA;NA
MEDITS-GSA18;2015;151;PAPELON;m;m;1.5;172;NA;NA
