Survey;Year;Haul;Species;Sex;Maturity;Length;Number;Weight;Age
MEDITS-GSA18;2014;151;PAPELON;f;i;0.7;38;NA;NA
MEDITS-GSA18;2014;95;PAPELON;m;i;0.7;16;NA;NA
MEDITS-GSA18;2014;150;PAPELON;f;i;0.8;21;NA;NA
MEDITS-GSA18;2014;151;PAPELON;f;i;0.8;38;NA;NA
MEDITS-GSA18;2014;150;PAPELON;f;i;0.9;21;NA;NA
MEDITS-GSA18;2014;151;PAPELON;f;i;0.9;38;NA;NA
MEDITS-GSA18;2014;137;PAPELON;f;i;1;3;NA;NA
MEDITS-GSA18;2014;142;PAPELON;f;i;1;34;NA;NA
MEDITS-GSA18;2014;145;PAPELON;f;i;1;115;NA;NA
MEDITS-GSA18;2014;150;PAPELON;f;i;1;21;NA;NA
MEDITS-GSA18;2014;151;PAPELON;f;i;1;38;NA;NA
MEDITS-GSA18;2014;157;PAPELON;f;i;1;27;NA;NA
MEDITS-GSA18;2014;158;PAPELON;f;i;1;42;NA;NA
MEDITS-GSA18;2014;77;PAPELON;f;i;1;116;NA;NA
MEDITS-GSA18;2014;83;PAPELON;f;i;1;28;NA;NA
MEDITS-GSA18;2014;84;PAPELON;f;i;1;21;NA;NA
MEDITS-GSA18;2014;97;PAPELON;f;i;1;54;NA;NA
MEDITS-GSA18;2014;110;PAPELON;m;i;1;7;NA;NA
MEDITS-GSA18;2014;158;PAPELON;m;i;1;14;NA;NA
MEDITS-GSA18;2014;83;PAPELON;m;i;1;30;NA;NA
MEDITS-GSA18;2014;97;PAPELON;m;m;1;39;NA;NA
MEDITS-GSA18;2014;142;PAPELON;f;i;1.1;34;NA;NA
MEDITS-GSA18;2014;145;PAPELON;f;i;1.1;115;NA;NA
MEDITS-GSA18;2014;150;PAPELON;f;i;1.1;21;NA;NA
MEDITS-GSA18;2014;151;PAPELON;f;i;1.1;38;NA;NA
MEDITS-GSA18;2014;157;PAPELON;f;i;1.1;27;NA;NA
MEDITS-GSA18;2014;161;PAPELON;f;i;1.1;10;NA;NA
MEDITS-GSA18;2014;77;PAPELON;f;i;1.1;116;NA;NA
MEDITS-GSA18;2014;83;PAPELON;f;i;1.1;28;NA;NA
MEDITS-GSA18;2014;84;PAPELON;f;i;1.1;21;NA;NA
MEDITS-GSA18;2014;85;PAPELON;f;i;1.1;33;NA;NA
MEDITS-GSA18;2014;97;PAPELON;f;i;1.1;54;NA;NA
MEDITS-GSA18;2014;110;PAPELON;m;i;1.1;7;NA;NA
MEDITS-GSA18;2014;158;PAPELON;m;i;1.1;14;NA;NA
MEDITS-GSA18;2014;77;PAPELON;m;i;1.1;136;NA;NA
MEDITS-GSA18;2014;83;PAPELON;m;i;1.1;30;NA;NA
MEDITS-GSA18;2014;132;PAPELON;f;i;1.2;10;NA;NA
MEDITS-GSA18;2014;142;PAPELON;f;i;1.2;34;NA;NA
MEDITS-GSA18;2014;145;PAPELON;f;i;1.2;115;NA;NA
MEDITS-GSA18;2014;150;PAPELON;f;i;1.2;21;NA;NA
MEDITS-GSA18;2014;151;PAPELON;f;i;1.2;38;NA;NA
MEDITS-GSA18;2014;158;PAPELON;f;i;1.2;42;NA;NA
MEDITS-GSA18;2014;77;PAPELON;f;i;1.2;116;NA;NA
MEDITS-GSA18;2014;83;PAPELON;f;i;1.2;28;NA;NA
MEDITS-GSA18;2014;142;PAPELON;m;i;1.2;76;NA;NA
MEDITS-GSA18;2014;157;PAPELON;m;i;1.2;18;NA;NA
MEDITS-GSA18;2014;77;PAPELON;m;i;1.2;272;NA;NA
MEDITS-GSA18;2014;83;PAPELON;m;i;1.2;30;NA;NA
MEDITS-GSA18;2014;145;PAPELON;m;m;1.2;77;NA;NA
MEDITS-GSA18;2014;150;PAPELON;m;m;1.2;15;NA;NA
MEDITS-GSA18;2014;77;PAPELON;m;m;1.2;136;NA;NA
MEDITS-GSA18;2014;142;PAPELON;f;i;1.3;34;NA;NA
MEDITS-GSA18;2014;145;PAPELON;f;i;1.3;115;NA;NA
MEDITS-GSA18;2014;151;PAPELON;f;i;1.3;38;NA;NA
MEDITS-GSA18;2014;157;PAPELON;f;i;1.3;27;NA;NA
MEDITS-GSA18;2014;158;PAPELON;f;i;1.3;42;NA;NA
MEDITS-GSA18;2014;161;PAPELON;f;i;1.3;10;NA;NA
MEDITS-GSA18;2014;77;PAPELON;f;i;1.3;116;NA;NA
MEDITS-GSA18;2014;83;PAPELON;f;i;1.3;28;NA;NA
MEDITS-GSA18;2014;84;PAPELON;f;i;1.3;21;NA;NA
MEDITS-GSA18;2014;93;PAPELON;f;i;1.3;11;NA;NA
MEDITS-GSA18;2014;77;PAPELON;m;i;1.3;136;NA;NA
MEDITS-GSA18;2014;93;PAPELON;m;i;1.3;17;NA;NA
MEDITS-GSA18;2014;142;PAPELON;m;m;1.3;76;NA;NA
MEDITS-GSA18;2014;154;PAPELON;m;m;1.3;2;NA;NA
MEDITS-GSA18;2014;77;PAPELON;m;m;1.3;136;NA;NA
MEDITS-GSA18;2014;83;PAPELON;m;m;1.3;60;NA;NA
MEDITS-GSA18;2014;85;PAPELON;m;m;1.3;34;NA;NA
MEDITS-GSA18;2014;97;PAPELON;m;m;1.3;39;NA;NA
MEDITS-GSA18;2014;142;PAPELON;f;i;1.4;34;NA;NA
MEDITS-GSA18;2014;145;PAPELON;f;i;1.4;115;NA;NA
MEDITS-GSA18;2014;150;PAPELON;f;i;1.4;21;NA;NA
MEDITS-GSA18;2014;151;PAPELON;f;i;1.4;38;NA;NA
MEDITS-GSA18;2014;157;PAPELON;f;i;1.4;27;NA;NA
MEDITS-GSA18;2014;158;PAPELON;f;i;1.4;42;NA;NA
MEDITS-GSA18;2014;161;PAPELON;f;i;1.4;10;NA;NA
MEDITS-GSA18;2014;77;PAPELON;f;i;1.4;116;NA;NA
MEDITS-GSA18;2014;83;PAPELON;f;i;1.4;28;NA;NA
MEDITS-GSA18;2014;84;PAPELON;f;i;1.4;21;NA;NA
MEDITS-GSA18;2014;97;PAPELON;f;i;1.4;54;NA;NA
MEDITS-GSA18;2014;77;PAPELON;m;i;1.4;136;NA;NA
MEDITS-GSA18;2014;132;PAPELON;m;m;1.4;6;NA;NA
MEDITS-GSA18;2014;142;PAPELON;m;m;1.4;76;NA;NA
MEDITS-GSA18;2014;145;PAPELON;m;m;1.4;77;NA;NA
MEDITS-GSA18;2014;150;PAPELON;m;m;1.4;15;NA;NA
MEDITS-GSA18;2014;151;PAPELON;m;m;1.4;31;NA;NA
MEDITS-GSA18;2014;154;PAPELON;m;m;1.4;2;NA;NA
MEDITS-GSA18;2014;77;PAPELON;m;m;1.4;272;NA;NA
MEDITS-GSA18;2014;83;PAPELON;m;m;1.4;30;NA;NA
MEDITS-GSA18;2014;84;PAPELON;m;m;1.4;16;NA;NA
MEDITS-GSA18;2014;95;PAPELON;m;m;1.4;16;NA;NA
MEDITS-GSA18;2014;97;PAPELON;m;m;1.4;39;NA;NA
MEDITS-GSA18;2014;142;PAPELON;f;i;1.5;34;NA;NA
MEDITS-GSA18;2014;145;PAPELON;f;i;1.5;115;NA;NA
MEDITS-GSA18;2014;157;PAPELON;f;i;1.5;27;NA;NA
MEDITS-GSA18;2014;77;PAPELON;f;i;1.5;116;NA;NA
MEDITS-GSA18;2014;83;PAPELON;f;i;1.5;28;NA;NA
MEDITS-GSA18;2014;84;PAPELON;f;i;1.5;21;NA;NA
MEDITS-GSA18;2014;95;PAPELON;f;i;1.5;11;NA;NA
MEDITS-GSA18;2014;101;PAPELON;m;m;1.5;3;NA;NA
MEDITS-GSA18;2014;107;PAPELON;m;m;1.5;1;NA;NA
MEDITS-GSA18;2014;110;PAPELON;m;m;1.5;7;NA;NA
MEDITS-GSA18;2014;131;PAPELON;m;m;1.5;12;NA;NA
MEDITS-GSA18;2014;132;PAPELON;m;m;1.5;6;NA;NA
MEDITS-GSA18;2014;150;PAPELON;m;m;1.5;15;NA;NA
MEDITS-GSA18;2014;157;PAPELON;m;m;1.5;18;NA;NA
MEDITS-GSA18;2014;158;PAPELON;m;m;1.5;14;NA;NA
MEDITS-GSA18;2014;77;PAPELON;m;m;1.5;272;NA;NA
MEDITS-GSA18;2014;83;PAPELON;m;m;1.5;30;NA;NA
MEDITS-GSA18;2014;84;PAPELON;m;m;1.5;16;NA;NA
MEDITS-GSA18;2014;93;PAPELON;m;m;1.5;17;NA;NA
MEDITS-GSA18;2014;95;PAPELON;m;m;1.5;16;NA;NA
MEDITS-GSA18;2014;97;PAPELON;m;m;1.5;39;NA;NA
MEDITS-GSA18;2014;132;PAPELON;f;i;1.6;10;NA;NA
MEDITS-GSA18;2014;134;PAPELON;f;i;1.6;7;NA;NA
MEDITS-GSA18;2014;142;PAPELON;f;i;1.6;34;NA;NA
MEDITS-GSA18;2014;145;PAPELON;f;i;1.6;115;NA;NA
MEDITS-GSA18;2014;150;PAPELON;f;i;1.6;21;NA;NA
MEDITS-GSA18;2014;151;PAPELON;f;i;1.6;38;NA;NA
MEDITS-GSA18;2014;157;PAPELON;f;i;1.6;27;NA;NA
MEDITS-GSA18;2014;158;PAPELON;f;i;1.6;42;NA;NA
MEDITS-GSA18;2014;162;PAPELON;f;i;1.6;14;NA;NA
MEDITS-GSA18;2014;77;PAPELON;f;i;1.6;116;NA;NA
MEDITS-GSA18;2014;83;PAPELON;f;i;1.6;28;NA;NA
MEDITS-GSA18;2014;84;PAPELON;f;i;1.6;21;NA;NA
MEDITS-GSA18;2014;85;PAPELON;f;i;1.6;33;NA;NA
MEDITS-GSA18;2014;93;PAPELON;f;i;1.6;11;NA;NA
MEDITS-GSA18;2014;95;PAPELON;f;i;1.6;11;NA;NA
MEDITS-GSA18;2014;97;PAPELON;f;i;1.6;54;NA;NA
MEDITS-GSA18;2014;101;PAPELON;f;m;1.6;11;NA;NA
MEDITS-GSA18;2014;134;PAPELON;f;m;1.6;7;NA;NA
MEDITS-GSA18;2014;88;PAPELON;f;m;1.6;2;NA;NA
MEDITS-GSA18;2014;101;PAPELON;m;m;1.6;3;NA;NA
MEDITS-GSA18;2014;110;PAPELON;m;m;1.6;7;NA;NA
MEDITS-GSA18;2014;131;PAPELON;m;m;1.6;12;NA;NA
MEDITS-GSA18;2014;137;PAPELON;m;m;1.6;9;NA;NA
MEDITS-GSA18;2014;150;PAPELON;m;m;1.6;15;NA;NA
MEDITS-GSA18;2014;157;PAPELON;m;m;1.6;18;NA;NA
MEDITS-GSA18;2014;158;PAPELON;m;m;1.6;14;NA;NA
MEDITS-GSA18;2014;161;PAPELON;m;m;1.6;6;NA;NA
MEDITS-GSA18;2014;77;PAPELON;m;m;1.6;136;NA;NA
MEDITS-GSA18;2014;83;PAPELON;m;m;1.6;30;NA;NA
MEDITS-GSA18;2014;84;PAPELON;m;m;1.6;16;NA;NA
MEDITS-GSA18;2014;85;PAPELON;m;m;1.6;34;NA;NA
MEDITS-GSA18;2014;95;PAPELON;m;m;1.6;16;NA;NA
MEDITS-GSA18;2014;97;PAPELON;m;m;1.6;39;NA;NA
MEDITS-GSA18;2014;132;PAPELON;f;i;1.7;10;NA;NA
MEDITS-GSA18;2014;134;PAPELON;f;i;1.7;14;NA;NA
MEDITS-GSA18;2014;150;PAPELON;f;i;1.7;21;NA;NA
MEDITS-GSA18;2014;157;PAPELON;f;i;1.7;54;NA;NA
MEDITS-GSA18;2014;158;PAPELON;f;i;1.7;42;NA;NA
MEDITS-GSA18;2014;162;PAPELON;f;i;1.7;7;NA;NA
MEDITS-GSA18;2014;77;PAPELON;f;i;1.7;116;NA;NA
MEDITS-GSA18;2014;83;PAPELON;f;i;1.7;28;NA;NA
MEDITS-GSA18;2014;84;PAPELON;f;i;1.7;21;NA;NA
MEDITS-GSA18;2014;95;PAPELON;f;i;1.7;11;NA;NA
MEDITS-GSA18;2014;97;PAPELON;f;i;1.7;54;NA;NA
MEDITS-GSA18;2014;121;SQUIMAN;f;i;1.7;11;NA;NA
MEDITS-GSA18;2014;134;PAPELON;f;m;1.7;7;NA;NA
MEDITS-GSA18;2014;88;PAPELON;f;m;1.7;2;NA;NA
MEDITS-GSA18;2014;97;PAPELON;f;m;1.7;54;NA;NA
MEDITS-GSA18;2014;101;PAPELON;m;m;1.7;3;NA;NA
MEDITS-GSA18;2014;131;PAPELON;m;m;1.7;12;NA;NA
MEDITS-GSA18;2014;150;PAPELON;m;m;1.7;15;NA;NA
MEDITS-GSA18;2014;157;PAPELON;m;m;1.7;18;NA;NA
MEDITS-GSA18;2014;158;PAPELON;m;m;1.7;14;NA;NA
MEDITS-GSA18;2014;161;PAPELON;m;m;1.7;6;NA;NA
MEDITS-GSA18;2014;162;PAPELON;m;m;1.7;4;NA;NA
MEDITS-GSA18;2014;77;PAPELON;m;m;1.7;136;NA;NA
MEDITS-GSA18;2014;83;PAPELON;m;m;1.7;30;NA;NA
MEDITS-GSA18;2014;84;PAPELON;m;m;1.7;16;NA;NA
MEDITS-GSA18;2014;95;PAPELON;m;m;1.7;16;NA;NA
MEDITS-GSA18;2014;97;PAPELON;m;m;1.7;39;NA;NA
MEDITS-GSA18;2014;110;PAPELON;f;i;1.8;8;NA;NA
MEDITS-GSA18;2014;145;PAPELON;f;i;1.8;230;NA;NA
MEDITS-GSA18;2014;150;PAPELON;f;i;1.8;21;NA;NA
MEDITS-GSA18;2014;154;PAPELON;f;i;1.8;7;NA;NA
MEDITS-GSA18;2014;158;PAPELON;f;i;1.8;84;NA;NA
MEDITS-GSA18;2014;162;PAPELON;f;i;1.8;7;NA;NA
MEDITS-GSA18;2014;77;PAPELON;f;i;1.8;232;NA;NA
MEDITS-GSA18;2014;84;PAPELON;f;i;1.8;21;NA;NA
MEDITS-GSA18;2014;121;SQUIMAN;f;i;1.8;11;NA;NA
MEDITS-GSA18;2014;151;NEPRNOR;m;i;1.8;2;NA;NA
MEDITS-GSA18;2014;101;PAPELON;f;m;1.8;22;NA;NA
MEDITS-GSA18;2014;134;PAPELON;f;m;1.8;7;NA;NA
MEDITS-GSA18;2014;157;PAPELON;f;m;1.8;27;NA;NA
MEDITS-GSA18;2014;97;PAPELON;f;m;1.8;162;NA;NA
MEDITS-GSA18;2014;131;PAPELON;m;m;1.8;12;NA;NA
MEDITS-GSA18;2014;157;PAPELON;m;m;1.8;18;NA;NA
MEDITS-GSA18;2014;161;PAPELON;m;m;1.8;6;NA;NA
MEDITS-GSA18;2014;77;PAPELON;m;m;1.8;136;NA;NA
