Survey;Year;Haul;Month;Stratum;SweptSurface;Lat;Long;Depth
MEDITS-GSA18;2014;126;8;2;0.049;41.71983;16.51442;83.5
MEDITS-GSA18;2014;117;8;1;0.046;41.781;16.335;32.5
MEDITS-GSA18;2014;160;8;2;0.049;41.48025;16.50358;66.5
MEDITS-GSA18;2014;125;8;1;0.05;41.38308;16.41342;34
MEDITS-GSA18;2014;100;8;1;0.05;41.1905;16.75442;39
MEDITS-GSA18;2014;105;8;2;0.047;41.18508;16.83017;58.5
MEDITS-GSA18;2014;104;8;2;0.05;41.12675;17.07317;89
MEDITS-GSA18;2014;138;8;3;0.046;41.33075;16.85308;106.5
MEDITS-GSA18;2014;148;8;3;0.052;41.61883;16.73775;106.5
MEDITS-GSA18;2014;147;8;3;0.05;41.71258;16.6935;102.5
MEDITS-GSA18;2014;162;8;3;0.053;41.83175;16.71967;134
MEDITS-GSA18;2014;146;8;3;0.052;41.91858;16.76058;170.5
MEDITS-GSA18;2014;139;8;4;0.109;41.91275;16.83258;227
MEDITS-GSA18;2014;145;8;4;0.103;42.1485;16.95933;388
MEDITS-GSA18;2014;144;8;5;0.105;42.09558;17.02033;608
MEDITS-GSA18;2014;143;8;5;0.101;41.996;17.01608;575.5
MEDITS-GSA18;2014;116;8;5;0.102;41.53775;17.1665;544
MEDITS-GSA18;2014;137;8;3;0.051;41.54092;16.85333;124
MEDITS-GSA18;2014;110;8;3;0.05;41.43767;16.8375;111.5
MEDITS-GSA18;2014;135;8;1;0.047;41.00667;17.2365;37
MEDITS-GSA18;2014;161;8;3;0.051;41.11242;17.31958;120
MEDITS-GSA18;2014;150;8;3;0.052;41.04217;17.47933;133
MEDITS-GSA18;2014;133;8;3;0.053;40.971;17.60917;108
MEDITS-GSA18;2014;132;8;3;0.053;40.90725;17.675;104.5
MEDITS-GSA18;2014;101;8;2;0.05;40.88292;17.53267;62.5
MEDITS-GSA18;2014;134;8;2;0.05;40.93758;17.44875;73
MEDITS-GSA18;2014;152;8;5;0.099;41.04058;17.866;589.5
MEDITS-GSA18;2014;97;8;3;0.053;40.78083;18.00717;116.5
MEDITS-GSA18;2014;98;8;5;0.102;40.76992;18.41525;524
MEDITS-GSA18;2014;85;8;4;0.106;40.66067;18.606;447
MEDITS-GSA18;2014;156;8;1;0.049;40.23592;18.48217;41.5
MEDITS-GSA18;2014;84;8;3;0.053;40.59133;18.51258;117.5
MEDITS-GSA18;2014;83;8;3;0.052;40.64717;18.44483;123
MEDITS-GSA18;2014;93;8;3;0.051;40.66875;18.35658;120
MEDITS-GSA18;2014;95;8;3;0.053;40.71083;18.26983;121
MEDITS-GSA18;2014;76;8;2;0.049;40.28858;18.45292;78.5
MEDITS-GSA18;2014;107;8;3;0.05;41.24633;16.97592;111.5
MEDITS-GSA18;2014;157;8;3;0.053;40.42525;18.50392;110.5
MEDITS-GSA18;2014;77;8;4;0.105;40.36858;18.61792;384.5
MEDITS-GSA18;2014;78;8;5;0.099;40.43192;18.64008;574
MEDITS-GSA18;2014;86;8;5;0.105;40.58633;18.62183;550
MEDITS-GSA18;2014;88;8;2;0.05;40.59658;18.26325;91
MEDITS-GSA18;2014;158;8;3;0.052;40.71817;18.10292;113
MEDITS-GSA18;2014;154;8;2;0.05;40.75492;17.841;80
MEDITS-GSA18;2014;131;8;3;0.053;40.85083;17.82717;103.5
MEDITS-GSA18;2014;151;8;4;0.106;41.02067;17.83858;377.5
MEDITS-GSA18;2014;80;8;1;0.048;41.12675;16.96383;44.5
MEDITS-GSA18;2014;129;8;2;0.05;41.59292;16.522;78
MEDITS-GSA18;2014;109;8;1;0.046;41.29858;16.55967;43
MEDITS-GSA18;2014;112;8;2;0.049;41.3435;16.551;57
MEDITS-GSA18;2014;123;8;1;0.049;41.58533;16.217;16
MEDITS-GSA18;2014;121;8;1;0.05;41.71558;16.16133;11
MEDITS-GSA18;2014;142;8;4;0.103;41.54542;17.07675;415.5
