Survey;Year;Haul;Month;Stratum;SweptSurface;Lat;Long;Depth
MEDITS-GSA18;2002;75;8;2;0.044;40.23342;18.52975;91
MEDITS-GSA18;2002;76;8;2;0.044;40.31217;18.44525;85.5
MEDITS-GSA18;2002;77;8;4;0.09;40.3905;18.61625;318.5
MEDITS-GSA18;2002;78;8;5;0.093;40.44767;18.63425;520.5
MEDITS-GSA18;2002;79;8;3;0.043;40.42842;18.54092;123.5
MEDITS-GSA18;2002;80;7;1;0.042;41.13133;16.95292;41
MEDITS-GSA18;2002;81;8;3;0.045;40.62992;18.49683;135.5
MEDITS-GSA18;2002;83;8;3;0.045;40.65275;18.4415;126
MEDITS-GSA18;2002;84;8;3;0.045;40.57533;18.49608;113
MEDITS-GSA18;2002;85;8;4;0.09;40.67192;18.52833;375.5
MEDITS-GSA18;2002;86;8;5;0.09;40.63392;18.596;553
MEDITS-GSA18;2002;88;8;2;0.042;40.58383;18.28242;93
MEDITS-GSA18;2002;89;8;3;0.043;40.67658;18.4;127
MEDITS-GSA18;2002;90;8;3;0.043;40.648;18.40292;119
MEDITS-GSA18;2002;93;7;3;0.045;40.67767;18.31775;119
MEDITS-GSA18;2002;94;8;4;0.09;40.718;18.4715;333.5
MEDITS-GSA18;2002;95;7;3;0.043;40.70058;18.30117;120
MEDITS-GSA18;2002;96;8;4;0.09;40.735;18.40625;271
MEDITS-GSA18;2002;97;7;3;0.045;40.794;17.99975;109.5
MEDITS-GSA18;2002;98;8;5;0.09;40.77142;18.39917;565.5
MEDITS-GSA18;2002;99;7;1;0.044;41.11042;17.004;48.5
MEDITS-GSA18;2002;100;7;1;0.041;41.20275;16.73083;42
MEDITS-GSA18;2002;101;7;2;0.043;40.86867;17.55292;59
MEDITS-GSA18;2002;102;7;3;0.046;41.11458;17.23567;115.5
MEDITS-GSA18;2002;103;7;3;0.045;41.14267;17.18158;115.5
MEDITS-GSA18;2002;104;7;2;0.046;41.13017;17.06367;89.5
MEDITS-GSA18;2002;105;7;2;0.044;41.19508;16.79392;55.5
MEDITS-GSA18;2002;106;7;3;0.046;41.24342;16.97367;113
MEDITS-GSA18;2002;107;7;3;0.046;41.17017;17.128;118
MEDITS-GSA18;2002;108;7;2;0.041;41.36142;16.53775;68
MEDITS-GSA18;2002;109;7;1;0.043;41.25983;16.59642;38
MEDITS-GSA18;2002;110;7;3;0.043;41.43842;16.84442;112
MEDITS-GSA18;2002;111;7;3;0.043;41.40933;16.82058;108
MEDITS-GSA18;2002;112;7;2;0.042;41.32433;16.56475;54.5
MEDITS-GSA18;2002;113;7;3;0.043;41.47167;16.851;117.5
MEDITS-GSA18;2002;116;7;5;0.09;41.54092;17.1545;521.5
MEDITS-GSA18;2002;117;7;1;0.041;41.7915;16.36517;45.5
MEDITS-GSA18;2002;118;7;1;0.041;41.67558;16.38992;46.5
MEDITS-GSA18;2002;121;7;1;0.041;41.7105;16.31517;25
MEDITS-GSA18;2002;123;7;1;0.041;41.516;16.4015;44.5
MEDITS-GSA18;2002;124;7;1;0.044;41.63575;16.40417;49.5
MEDITS-GSA18;2002;125;7;1;0.042;41.444;16.42725;47
MEDITS-GSA18;2002;126;7;2;0.042;41.6905;16.41242;61
MEDITS-GSA18;2002;128;7;2;0.044;41.57533;16.48683;70
MEDITS-GSA18;2002;129;7;2;0.04;41.60692;16.43058;56
MEDITS-GSA18;2002;131;7;2;0.042;41.51708;16.52508;74.5
MEDITS-GSA18;2002;132;7;3;0.043;41.92475;16.61283;119
MEDITS-GSA18;2002;133;7;3;0.043;41.903;16.64958;127.5
MEDITS-GSA18;2002;134;7;3;0.045;41.86275;16.676;120
MEDITS-GSA18;2002;135;7;3;0.043;41.51333;16.85667;122.5
MEDITS-GSA18;2002;136;7;3;0.046;41.30592;16.95;120
MEDITS-GSA18;2002;137;7;3;0.043;41.55042;16.86575;127.5
MEDITS-GSA18;2002;138;7;3;0.049;41.23008;17.01367;116
MEDITS-GSA18;2002;139;7;4;0.086;41.93225;16.81392;218.5
MEDITS-GSA18;2002;142;7;4;0.09;41.52917;17.08208;400
MEDITS-GSA18;2002;143;7;5;0.09;42.03625;16.99508;528
MEDITS-GSA18;2002;144;7;5;0.09;42.09158;16.99617;508
MEDITS-GSA18;2002;146;7;5;0.097;41.52792;17.16675;550
