Survey;Year;Haul;Species;Sex;Maturity;Length;Number;Weight;Age
MEDITS-GSA18;2006;111;PAPELON;f;i;1.1;6;NA;NA
MEDITS-GSA18;2006;89;PAPELON;f;i;1.2;50;NA;NA
MEDITS-GSA18;2006;85;NEPRNOR;f;i;1.3;72;NA;NA
MEDITS-GSA18;2006;112;PAPELON;m;i;1.3;4;NA;NA
MEDITS-GSA18;2006;112;PAPELON;f;i;1.4;22;NA;NA
MEDITS-GSA18;2006;81;PAPELON;f;i;1.4;26;NA;NA
MEDITS-GSA18;2006;84;PAPELON;f;i;1.4;62;NA;NA
MEDITS-GSA18;2006;118;PAPELON;m;i;1.4;12;NA;NA
MEDITS-GSA18;2006;136;PAPELON;m;i;1.4;12;NA;NA
MEDITS-GSA18;2006;93;PAPELON;m;i;1.4;14;NA;NA
MEDITS-GSA18;2006;113;PAPELON;f;i;1.5;4;NA;NA
MEDITS-GSA18;2006;77;PAPELON;f;i;1.5;39;NA;NA
MEDITS-GSA18;2006;104;PAPELON;m;i;1.5;24;NA;NA
MEDITS-GSA18;2006;112;PAPELON;m;i;1.5;4;NA;NA
MEDITS-GSA18;2006;118;PAPELON;f;i;1.6;6;NA;NA
MEDITS-GSA18;2006;132;PAPELON;f;i;1.6;8;NA;NA
MEDITS-GSA18;2006;84;PAPELON;f;i;1.6;62;NA;NA
MEDITS-GSA18;2006;111;PAPELON;m;i;1.6;9;NA;NA
MEDITS-GSA18;2006;84;PAPELON;m;i;1.6;48;NA;NA
MEDITS-GSA18;2006;123;PAPELON;f;i;1.7;4;NA;NA
MEDITS-GSA18;2006;135;PAPELON;f;i;1.7;4;NA;NA
MEDITS-GSA18;2006;90;PAPELON;f;i;1.7;12;NA;NA
MEDITS-GSA18;2006;104;PAPELON;m;i;1.7;24;NA;NA
MEDITS-GSA18;2006;106;PAPELON;m;i;1.7;10;NA;NA
MEDITS-GSA18;2006;133;PAPELON;m;i;1.7;7;NA;NA
MEDITS-GSA18;2006;83;PAPELON;m;i;1.7;63;NA;NA
MEDITS-GSA18;2006;123;PAPELON;f;i;1.8;4;NA;NA
MEDITS-GSA18;2006;106;PAPELON;m;i;1.8;10;NA;NA
MEDITS-GSA18;2006;95;PAPELON;m;i;1.8;32;NA;NA
MEDITS-GSA18;2006;94;NEPRNOR;f;i;1.9;18;NA;NA
MEDITS-GSA18;2006;95;PAPELON;f;i;1.9;38;NA;NA
MEDITS-GSA18;2006;104;PAPELON;m;i;1.9;24;NA;NA
MEDITS-GSA18;2006;128;PAPELON;m;i;1.9;9;NA;NA
MEDITS-GSA18;2006;131;PAPELON;m;i;1.9;4;NA;NA
MEDITS-GSA18;2006;132;PAPELON;m;i;1.9;6;NA;NA
MEDITS-GSA18;2006;134;PAPELON;m;i;1.9;6;NA;NA
MEDITS-GSA18;2006;138;PAPELON;m;i;1.9;1;NA;NA
MEDITS-GSA18;2006;84;PAPELON;m;i;1.9;48;NA;NA
MEDITS-GSA18;2006;90;PAPELON;m;i;1.9;19;NA;NA
MEDITS-GSA18;2006;100;ELEDMOS;f;i;10;2;NA;NA
MEDITS-GSA18;2006;117;ELEDMOS;f;i;10;5;NA;NA
MEDITS-GSA18;2006;124;ELEDMOS;f;i;10;4;NA;NA
MEDITS-GSA18;2006;125;SPICSMA;f;i;10;2;NA;NA
MEDITS-GSA18;2006;76;ASPICUC;i;i;10;72;NA;NA
MEDITS-GSA18;2006;121;BOOPBOO;i;i;10;10;NA;NA
MEDITS-GSA18;2006;104;ELEDMOS;i;i;10;3;NA;NA
MEDITS-GSA18;2006;86;GALUMEL;i;i;10;6;NA;NA
MEDITS-GSA18;2006;133;HELIDAC;i;i;10;14;NA;NA
MEDITS-GSA18;2006;139;HELIDAC;i;i;10;370;NA;NA
MEDITS-GSA18;2006;81;HELIDAC;i;i;10;5;NA;NA
MEDITS-GSA18;2006;96;HELIDAC;i;i;10;27;NA;NA
MEDITS-GSA18;2006;113;ILLECOI;i;i;10;8;NA;NA
MEDITS-GSA18;2006;81;ILLECOI;i;i;10;1;NA;NA
MEDITS-GSA18;2006;83;ILLECOI;i;i;10;3;NA;NA
MEDITS-GSA18;2006;105;LOLIVUL;i;i;10;10;NA;NA
MEDITS-GSA18;2006;117;LOLIVUL;i;i;10;130;NA;NA
MEDITS-GSA18;2006;132;LOPHBUD;i;i;10;2;NA;NA
MEDITS-GSA18;2006;101;MERLMER;i;i;10;14;NA;NA
MEDITS-GSA18;2006;103;MERLMER;i;i;10;9;NA;NA
MEDITS-GSA18;2006;106;MERLMER;i;i;10;24;NA;NA
MEDITS-GSA18;2006;108;MERLMER;i;i;10;4;NA;NA
MEDITS-GSA18;2006;110;MERLMER;i;i;10;18;NA;NA
MEDITS-GSA18;2006;112;MERLMER;i;i;10;20;NA;NA
MEDITS-GSA18;2006;113;MERLMER;i;i;10;74;NA;NA
MEDITS-GSA18;2006;125;MERLMER;i;i;10;14;NA;NA
MEDITS-GSA18;2006;126;MERLMER;i;i;10;35;NA;NA
MEDITS-GSA18;2006;128;MERLMER;i;i;10;24;NA;NA
MEDITS-GSA18;2006;133;MERLMER;i;i;10;69;NA;NA
MEDITS-GSA18;2006;134;MERLMER;i;i;10;20;NA;NA
MEDITS-GSA18;2006;135;MERLMER;i;i;10;48;NA;NA
MEDITS-GSA18;2006;137;MERLMER;i;i;10;50;NA;NA
MEDITS-GSA18;2006;139;MERLMER;i;i;10;60;NA;NA
MEDITS-GSA18;2006;75;MERLMER;i;i;10;24;NA;NA
MEDITS-GSA18;2006;93;MERLMER;i;i;10;52;NA;NA
MEDITS-GSA18;2006;95;MERLMER;i;i;10;50;NA;NA
MEDITS-GSA18;2006;134;MULLBAR;i;i;10;2;NA;NA
MEDITS-GSA18;2006;99;PAGEACA;i;i;10;30;NA;NA
MEDITS-GSA18;2006;121;PAGEERY;i;i;10;1;NA;NA
MEDITS-GSA18;2006;80;PAGEERY;i;i;10;13;NA;NA
MEDITS-GSA18;2006;106;PHYIBLE;i;i;10;4;NA;NA
MEDITS-GSA18;2006;116;PHYIBLE;i;i;10;3;NA;NA
MEDITS-GSA18;2006;138;PHYIBLE;i;i;10;1;NA;NA
MEDITS-GSA18;2006;143;PHYIBLE;i;i;10;27;NA;NA
MEDITS-GSA18;2006;144;PHYIBLE;i;i;10;24;NA;NA
MEDITS-GSA18;2006;77;PHYIBLE;i;i;10;69;NA;NA
MEDITS-GSA18;2006;78;PHYIBLE;i;i;10;56;NA;NA
MEDITS-GSA18;2006;85;PHYIBLE;i;i;10;324;NA;NA
MEDITS-GSA18;2006;86;PHYIBLE;i;i;10;34;NA;NA
MEDITS-GSA18;2006;94;PHYIBLE;i;i;10;290;NA;NA
MEDITS-GSA18;2006;96;PHYIBLE;i;i;10;129;NA;NA
MEDITS-GSA18;2006;98;PHYIBLE;i;i;10;45;NA;NA
MEDITS-GSA18;2006;101;SPICSMA;i;i;10;18;NA;NA
MEDITS-GSA18;2006;103;SPICSMA;i;i;10;6;NA;NA
MEDITS-GSA18;2006;109;SPICSMA;i;i;10;12;NA;NA
MEDITS-GSA18;2006;126;SPICSMA;i;i;10;7;NA;NA
MEDITS-GSA18;2006;133;SPICSMA;i;i;10;4;NA;NA
MEDITS-GSA18;2006;99;SPICSMA;i;i;10;104;NA;NA
MEDITS-GSA18;2006;88;TRACMED;i;i;10;101;NA;NA
MEDITS-GSA18;2006;102;TRACTRA;i;i;10;337;NA;NA
MEDITS-GSA18;2006;103;TRACTRA;i;i;10;855;NA;NA
MEDITS-GSA18;2006;104;TRACTRA;i;i;10;74;NA;NA
MEDITS-GSA18;2006;105;TRACTRA;i;i;10;47;NA;NA
MEDITS-GSA18;2006;106;TRACTRA;i;i;10;423;NA;NA
MEDITS-GSA18;2006;107;TRACTRA;i;i;10;320;NA;NA
MEDITS-GSA18;2006;108;TRACTRA;i;i;10;162;NA;NA
MEDITS-GSA18;2006;109;TRACTRA;i;i;10;260;NA;NA
MEDITS-GSA18;2006;110;TRACTRA;i;i;10;1700;NA;NA
MEDITS-GSA18;2006;111;TRACTRA;i;i;10;361;NA;NA
MEDITS-GSA18;2006;112;TRACTRA;i;i;10;512;NA;NA
MEDITS-GSA18;2006;113;TRACTRA;i;i;10;294;NA;NA
MEDITS-GSA18;2006;124;TRACTRA;i;i;10;85;NA;NA
MEDITS-GSA18;2006;128;TRACTRA;i;i;10;576;NA;NA
MEDITS-GSA18;2006;129;TRACTRA;i;i;10;1932;NA;NA
MEDITS-GSA18;2006;131;TRACTRA;i;i;10;2832;NA;NA
MEDITS-GSA18;2006;133;TRACTRA;i;i;10;81;NA;NA
MEDITS-GSA18;2006;134;TRACTRA;i;i;10;552;NA;NA
MEDITS-GSA18;2006;135;TRACTRA;i;i;10;212;NA;NA
MEDITS-GSA18;2006;136;TRACTRA;i;i;10;216;NA;NA
MEDITS-GSA18;2006;137;TRACTRA;i;i;10;48;NA;NA
MEDITS-GSA18;2006;138;TRACTRA;i;i;10;25;NA;NA
MEDITS-GSA18;2006;79;TRACTRA;i;i;10;184;NA;NA
MEDITS-GSA18;2006;80;TRACTRA;i;i;10;35;NA;NA
MEDITS-GSA18;2006;81;TRACTRA;i;i;10;4;NA;NA
MEDITS-GSA18;2006;83;TRACTRA;i;i;10;7488;NA;NA
MEDITS-GSA18;2006;84;TRACTRA;i;i;10;294;NA;NA
MEDITS-GSA18;2006;88;TRACTRA;i;i;10;117;NA;NA
MEDITS-GSA18;2006;89;TRACTRA;i;i;10;2260;NA;NA
MEDITS-GSA18;2006;90;TRACTRA;i;i;10;975;NA;NA
MEDITS-GSA18;2006;93;TRACTRA;i;i;10;47;NA;NA
MEDITS-GSA18;2006;95;TRACTRA;i;i;10;663;NA;NA
MEDITS-GSA18;2006;97;TRACTRA;i;i;10;2064;NA;NA
MEDITS-GSA18;2006;99;TRACTRA;i;i;10;150;NA;NA
MEDITS-GSA18;2006;106;TRISCAP;i;i;10;2;NA;NA
MEDITS-GSA18;2006;110;TRISCAP;i;i;10;11;NA;NA
MEDITS-GSA18;2006;113;TRISCAP;i;i;10;16;NA;NA
MEDITS-GSA18;2006;133;TRISCAP;i;i;10;16;NA;NA
MEDITS-GSA18;2006;134;TRISCAP;i;i;10;14;NA;NA
MEDITS-GSA18;2006;135;TRISCAP;i;i;10;10;NA;NA
MEDITS-GSA18;2006;84;TRISCAP;i;i;10;7;NA;NA
MEDITS-GSA18;2006;88;TRISCAP;i;i;10;9;NA;NA
MEDITS-GSA18;2006;108;ELEDMOS;m;i;10;2;NA;NA
MEDITS-GSA18;2006;84;ILLECOI;m;i;10;3;NA;NA
MEDITS-GSA18;2006;134;SPICSMA;m;i;10;2;NA;NA
MEDITS-GSA18;2006;106;TRISCAP;m;i;10;4;NA;NA
MEDITS-GSA18;2006;132;ELEDCIR;f;m;10;6;NA;NA
MEDITS-GSA18;2006;138;ELEDCIR;f;m;10;1;NA;NA
MEDITS-GSA18;2006;76;ELEDCIR;f;m;10;1;NA;NA
MEDITS-GSA18;2006;100;ELEDMOS;f;m;10;2;NA;NA
MEDITS-GSA18;2006;83;ELEDCIR;m;m;10;1;NA;NA
MEDITS-GSA18;2006;77;LEPMBOS;f;i;10.5;9;NA;NA
MEDITS-GSA18;2006;76;ASPICUC;i;i;10.5;72;NA;NA
MEDITS-GSA18;2006;121;BOOPBOO;i;i;10.5;10;NA;NA
MEDITS-GSA18;2006;76;CITHMAC;i;i;10.5;3;NA;NA
MEDITS-GSA18;2006;139;HELIDAC;i;i;10.5;370;NA;NA
MEDITS-GSA18;2006;81;HELIDAC;i;i;10.5;5;NA;NA
MEDITS-GSA18;2006;96;HELIDAC;i;i;10.5;27;NA;NA
MEDITS-GSA18;2006;79;ILLECOI;i;i;10.5;12;NA;NA
MEDITS-GSA18;2006;117;LOLIVUL;i;i;10.5;130;NA;NA
MEDITS-GSA18;2006;107;LOPHBUD;i;i;10.5;1;NA;NA
MEDITS-GSA18;2006;134;LOPHBUD;i;i;10.5;2;NA;NA
MEDITS-GSA18;2006;105;MERLMER;i;i;10.5;5;NA;NA
MEDITS-GSA18;2006;111;MERLMER;i;i;10.5;12;NA;NA
MEDITS-GSA18;2006;113;MERLMER;i;i;10.5;74;NA;NA
MEDITS-GSA18;2006;124;MERLMER;i;i;10.5;8;NA;NA
MEDITS-GSA18;2006;125;MERLMER;i;i;10.5;14;NA;NA
MEDITS-GSA18;2006;126;MERLMER;i;i;10.5;35;NA;NA
MEDITS-GSA18;2006;128;MERLMER;i;i;10.5;24;NA;NA
MEDITS-GSA18;2006;132;MERLMER;i;i;10.5;30;NA;NA
MEDITS-GSA18;2006;133;MERLMER;i;i;10.5;69;NA;NA
MEDITS-GSA18;2006;135;MERLMER;i;i;10.5;48;NA;NA
MEDITS-GSA18;2006;136;MERLMER;i;i;10.5;36;NA;NA
MEDITS-GSA18;2006;137;MERLMER;i;i;10.5;50;NA;NA
MEDITS-GSA18;2006;75;MERLMER;i;i;10.5;24;NA;NA
MEDITS-GSA18;2006;81;MERLMER;i;i;10.5;19;NA;NA
MEDITS-GSA18;2006;93;MERLMER;i;i;10.5;52;NA;NA
MEDITS-GSA18;2006;95;MERLMER;i;i;10.5;50;NA;NA
MEDITS-GSA18;2006;99;MERLMER;i;i;10.5;6;NA;NA
