Survey;Year;Haul;Month;Stratum;SweptSurface;Lat;Long;Depth
MEDITS-GSA18;2018;109;7;1;0.046;41.29742;16.55883;42
MEDITS-GSA18;2018;129;7;2;0.045;41.5975;16.52433;79.5
MEDITS-GSA18;2018;154;7;2;0.049;40.76083;17.82892;80
MEDITS-GSA18;2018;77;7;4;0.107;40.38692;18.61842;361
MEDITS-GSA18;2018;80;7;1;0.045;41.13067;16.95383;41.5
MEDITS-GSA18;2018;83;7;3;0.055;40.64975;18.44067;124.5
MEDITS-GSA18;2018;160;7;2;0.05;41.49925;16.49842;68
MEDITS-GSA18;2018;93;7;3;0.055;40.66675;18.3605;119.5
MEDITS-GSA18;2018;157;8;3;0.055;40.41242;18.51267;112
MEDITS-GSA18;2018;158;7;3;0.051;40.71542;18.10758;113
MEDITS-GSA18;2018;161;7;3;0.052;41.1135;17.31783;121.5
MEDITS-GSA18;2018;138;7;3;0.052;41.31808;16.85725;107
MEDITS-GSA18;2018;156;7;1;0.048;40.24633;18.46833;41
MEDITS-GSA18;2018;146;7;3;0.052;41.91833;16.76175;171
MEDITS-GSA18;2018;147;7;3;0.054;41.69892;16.69642;104.5
MEDITS-GSA18;2018;148;7;3;0.049;41.60625;16.74267;107.5
MEDITS-GSA18;2018;150;7;3;0.05;41.0405;17.48308;135
MEDITS-GSA18;2018;151;7;4;0.106;41.01967;17.84417;369.5
MEDITS-GSA18;2018;152;7;5;0.1;41.04117;17.85925;597.5
MEDITS-GSA18;2018;84;8;3;0.055;40.58275;18.52125;118
MEDITS-GSA18;2018;85;7;4;0.106;40.67725;18.541;427.5
MEDITS-GSA18;2018;86;7;5;0.101;40.61225;18.61567;582.5
MEDITS-GSA18;2018;88;7;2;0.052;40.59292;18.26633;91.5
MEDITS-GSA18;2018;98;7;5;0.099;40.77275;18.40917;565
MEDITS-GSA18;2018;101;7;2;0.051;40.8805;17.53967;63.5
MEDITS-GSA18;2018;105;7;2;0.048;41.1845;16.82208;56
MEDITS-GSA18;2018;107;7;3;0.054;41.2415;16.98492;113.5
MEDITS-GSA18;2018;110;7;3;0.052;41.4365;16.83542;109.5
MEDITS-GSA18;2018;112;7;2;0.05;41.34433;16.54758;55.5
MEDITS-GSA18;2018;116;7;5;0.099;41.50608;17.16275;533
MEDITS-GSA18;2018;117;7;1;0.046;41.78533;16.33217;32
MEDITS-GSA18;2018;121;7;1;0.049;41.71242;16.15667;10
MEDITS-GSA18;2018;123;7;1;0.049;41.58033;16.22333;18
MEDITS-GSA18;2018;144;7;5;0.098;42.09008;17.02142;614.5
MEDITS-GSA18;2018;125;7;1;0.044;41.39775;16.40625;36
MEDITS-GSA18;2018;126;7;2;0.045;41.73225;16.51183;83
MEDITS-GSA18;2018;131;7;3;0.054;40.85442;17.81933;103
MEDITS-GSA18;2018;132;7;3;0.054;40.906;17.67292;104
MEDITS-GSA18;2018;133;7;3;0.056;40.97683;17.5965;110.5
MEDITS-GSA18;2018;134;7;2;0.048;40.9335;17.45467;75
MEDITS-GSA18;2018;135;7;1;0.049;41.01275;17.231;38
MEDITS-GSA18;2018;137;7;3;0.053;41.565;16.8835;136
MEDITS-GSA18;2018;139;7;4;0.109;41.91092;16.8315;226
MEDITS-GSA18;2018;142;7;4;0.104;41.532;17.0865;403.5
MEDITS-GSA18;2018;143;7;5;0.099;41.99258;17.01733;592
MEDITS-GSA18;2018;145;7;4;0.109;42.15633;16.95883;403.5
MEDITS-GSA18;2018;162;7;3;0.054;41.82158;16.72625;135
MEDITS-GSA18;2018;104;7;2;0.049;41.12925;17.06508;90.5
MEDITS-GSA18;2018;95;7;3;0.056;40.70975;18.27367;119.5
MEDITS-GSA18;2018;97;7;3;0.055;40.78208;18.00325;108.5
MEDITS-GSA18;2018;100;7;1;0.044;41.19275;16.75658;42
MEDITS-GSA18;2018;76;8;2;0.053;40.28933;18.45283;79
MEDITS-GSA18;2018;78;7;5;0.1;40.45733;18.64008;585
