Survey;Year;Haul;Species;Sex;Maturity;Length;Number;Weight;Age
MEDITS-GSA18;2020;151;PAPELON;m;i;0.8;13;NA;NA
MEDITS-GSA18;2020;151;PAPELON;f;i;0.9;17;NA;NA
MEDITS-GSA18;2020;151;PAPELON;f;i;1;17;NA;NA
MEDITS-GSA18;2020;144;PAPELON;m;i;1;3;NA;NA
MEDITS-GSA18;2020;142;PAPELON;f;i;1.1;9;NA;NA
MEDITS-GSA18;2020;151;PAPELON;f;i;1.2;17;NA;NA
MEDITS-GSA18;2020;77;PAPELON;f;i;1.2;76;NA;NA
MEDITS-GSA18;2020;145;PAPELON;m;i;1.2;60;NA;NA
MEDITS-GSA18;2020;77;PAPELON;m;i;1.2;39;NA;NA
MEDITS-GSA18;2020;161;PAPELON;f;i;1.3;67;NA;NA
MEDITS-GSA18;2020;77;PAPELON;f;i;1.3;76;NA;NA
MEDITS-GSA18;2020;85;PAPELON;f;i;1.3;88;NA;NA
MEDITS-GSA18;2020;77;PAPELON;m;i;1.3;39;NA;NA
MEDITS-GSA18;2020;161;PAPELON;m;m;1.3;79;NA;NA
MEDITS-GSA18;2020;104;PAPELON;f;i;1.4;48;NA;NA
MEDITS-GSA18;2020;105;PAPELON;f;i;1.4;84;NA;NA
MEDITS-GSA18;2020;134;PAPELON;f;i;1.4;3;NA;NA
MEDITS-GSA18;2020;138;PAPELON;f;i;1.4;28;NA;NA
MEDITS-GSA18;2020;161;PAPELON;f;i;1.4;67;NA;NA
MEDITS-GSA18;2020;77;PAPELON;f;i;1.4;76;NA;NA
MEDITS-GSA18;2020;85;PAPELON;f;i;1.4;88;NA;NA
MEDITS-GSA18;2020;93;PAPELON;f;i;1.4;7;NA;NA
MEDITS-GSA18;2020;97;PAPELON;f;i;1.4;58;NA;NA
MEDITS-GSA18;2020;104;PAPELON;m;m;1.4;92;NA;NA
MEDITS-GSA18;2020;105;PAPELON;m;m;1.4;6;NA;NA
MEDITS-GSA18;2020;142;PAPELON;m;m;1.4;14;NA;NA
MEDITS-GSA18;2020;161;PAPELON;m;m;1.4;79;NA;NA
MEDITS-GSA18;2020;97;PAPELON;m;m;1.4;45;NA;NA
MEDITS-GSA18;2020;105;PAPELON;f;i;1.5;84;NA;NA
MEDITS-GSA18;2020;110;PAPELON;f;i;1.5;3;NA;NA
MEDITS-GSA18;2020;145;PAPELON;f;i;1.5;49;NA;NA
MEDITS-GSA18;2020;151;PAPELON;f;i;1.5;17;NA;NA
MEDITS-GSA18;2020;161;PAPELON;f;i;1.5;67;NA;NA
MEDITS-GSA18;2020;77;PAPELON;f;i;1.5;76;NA;NA
MEDITS-GSA18;2020;85;PAPELON;f;i;1.5;88;NA;NA
MEDITS-GSA18;2020;97;PAPELON;f;i;1.5;58;NA;NA
MEDITS-GSA18;2020;88;PAPELON;f;m;1.5;25;NA;NA
MEDITS-GSA18;2020;97;PAPELON;f;m;1.5;58;NA;NA
MEDITS-GSA18;2020;104;PAPELON;m;m;1.5;92;NA;NA
MEDITS-GSA18;2020;105;PAPELON;m;m;1.5;6;NA;NA
MEDITS-GSA18;2020;129;PAPELON;m;m;1.5;9;NA;NA
MEDITS-GSA18;2020;139;PAPELON;m;m;1.5;8;NA;NA
MEDITS-GSA18;2020;158;PAPELON;m;m;1.5;21;NA;NA
MEDITS-GSA18;2020;161;PAPELON;m;m;1.5;79;NA;NA
MEDITS-GSA18;2020;77;PAPELON;m;m;1.5;78;NA;NA
MEDITS-GSA18;2020;97;PAPELON;m;m;1.5;45;NA;NA
MEDITS-GSA18;2020;104;PAPELON;f;i;1.6;48;NA;NA
MEDITS-GSA18;2020;105;PAPELON;f;i;1.6;84;NA;NA
MEDITS-GSA18;2020;107;PAPELON;f;i;1.6;10;NA;NA
MEDITS-GSA18;2020;142;PAPELON;f;i;1.6;9;NA;NA
MEDITS-GSA18;2020;158;PAPELON;f;i;1.6;45;NA;NA
MEDITS-GSA18;2020;161;PAPELON;f;i;1.6;67;NA;NA
MEDITS-GSA18;2020;77;PAPELON;f;i;1.6;76;NA;NA
MEDITS-GSA18;2020;85;PAPELON;f;i;1.6;88;NA;NA
MEDITS-GSA18;2020;88;PAPELON;f;i;1.6;25;NA;NA
MEDITS-GSA18;2020;138;PAPELON;f;m;1.6;28;NA;NA
MEDITS-GSA18;2020;161;PAPELON;f;m;1.6;67;NA;NA
MEDITS-GSA18;2020;104;PAPELON;m;m;1.6;92;NA;NA
MEDITS-GSA18;2020;107;PAPELON;m;m;1.6;2;NA;NA
MEDITS-GSA18;2020;112;PAPELON;m;m;1.6;1;NA;NA
MEDITS-GSA18;2020;129;PAPELON;m;m;1.6;9;NA;NA
MEDITS-GSA18;2020;138;PAPELON;m;m;1.6;34;NA;NA
