Survey;Year;Haul;Species;Sex;Maturity;Length;Number;Weight;Age
MEDITS-GSA18;2018;78;PAPELON;f;i;0.8;3;NA;NA
MEDITS-GSA18;2018;95;PAPELON;f;i;0.8;197;NA;NA
MEDITS-GSA18;2018;145;PAPELON;m;i;0.8;310;NA;NA
MEDITS-GSA18;2018;145;PAPELON;f;i;0.9;237;NA;NA
MEDITS-GSA18;2018;151;PAPELON;f;i;0.9;279;NA;NA
MEDITS-GSA18;2018;145;PAPELON;m;i;0.9;310;NA;NA
MEDITS-GSA18;2018;151;PAPELON;m;i;0.9;241;NA;NA
MEDITS-GSA18;2018;83;PAPELON;m;i;0.9;160;NA;NA
MEDITS-GSA18;2018;142;PAPELON;f;i;1;273;NA;NA
MEDITS-GSA18;2018;145;PAPELON;f;i;1;237;NA;NA
MEDITS-GSA18;2018;151;PAPELON;f;i;1;279;NA;NA
MEDITS-GSA18;2018;83;PAPELON;f;i;1;190;NA;NA
MEDITS-GSA18;2018;84;PAPELON;f;i;1;114;NA;NA
MEDITS-GSA18;2018;95;PAPELON;f;i;1;197;NA;NA
MEDITS-GSA18;2018;116;PAPELON;m;i;1;2;NA;NA
MEDITS-GSA18;2018;142;PAPELON;m;i;1;188;NA;NA
MEDITS-GSA18;2018;145;PAPELON;m;i;1;310;NA;NA
MEDITS-GSA18;2018;83;PAPELON;m;i;1;160;NA;NA
MEDITS-GSA18;2018;142;PAPELON;f;i;1.1;273;NA;NA
MEDITS-GSA18;2018;145;PAPELON;f;i;1.1;237;NA;NA
MEDITS-GSA18;2018;150;PAPELON;f;i;1.1;77;NA;NA
MEDITS-GSA18;2018;151;PAPELON;f;i;1.1;279;NA;NA
MEDITS-GSA18;2018;83;PAPELON;f;i;1.1;190;NA;NA
MEDITS-GSA18;2018;84;PAPELON;f;i;1.1;114;NA;NA
MEDITS-GSA18;2018;95;PAPELON;f;i;1.1;197;NA;NA
MEDITS-GSA18;2018;137;PAPELON;m;i;1.1;18;NA;NA
MEDITS-GSA18;2018;142;PAPELON;m;i;1.1;188;NA;NA
MEDITS-GSA18;2018;145;PAPELON;m;i;1.1;620;NA;NA
MEDITS-GSA18;2018;151;PAPELON;m;i;1.1;482;NA;NA
MEDITS-GSA18;2018;157;PAPELON;m;i;1.1;306;NA;NA
MEDITS-GSA18;2018;162;PAPELON;m;i;1.1;48;NA;NA
MEDITS-GSA18;2018;83;PAPELON;m;i;1.1;160;NA;NA
MEDITS-GSA18;2018;84;PAPELON;m;i;1.1;168;NA;NA
MEDITS-GSA18;2018;95;PAPELON;m;i;1.1;178;NA;NA
MEDITS-GSA18;2018;145;PAPELON;m;m;1.1;310;NA;NA
MEDITS-GSA18;2018;107;PAPELON;f;i;1.2;48;NA;NA
MEDITS-GSA18;2018;110;PAPELON;f;i;1.2;37;NA;NA
MEDITS-GSA18;2018;116;PAPELON;f;i;1.2;3;NA;NA
MEDITS-GSA18;2018;137;PAPELON;f;i;1.2;22;NA;NA
MEDITS-GSA18;2018;139;PAPELON;f;i;1.2;4;NA;NA
MEDITS-GSA18;2018;142;PAPELON;f;i;1.2;273;NA;NA
MEDITS-GSA18;2018;145;PAPELON;f;i;1.2;237;NA;NA
MEDITS-GSA18;2018;147;PAPELON;f;i;1.2;34;NA;NA
MEDITS-GSA18;2018;150;PAPELON;f;i;1.2;77;NA;NA
MEDITS-GSA18;2018;151;PAPELON;f;i;1.2;279;NA;NA
MEDITS-GSA18;2018;157;PAPELON;f;i;1.2;325;NA;NA
MEDITS-GSA18;2018;162;PAPELON;f;i;1.2;41;NA;NA
MEDITS-GSA18;2018;77;PAPELON;f;i;1.2;308;NA;NA
MEDITS-GSA18;2018;83;PAPELON;f;i;1.2;190;NA;NA
MEDITS-GSA18;2018;84;PAPELON;f;i;1.2;114;NA;NA
MEDITS-GSA18;2018;104;PAPELON;m;i;1.2;132;NA;NA
MEDITS-GSA18;2018;137;PAPELON;m;i;1.2;18;NA;NA
MEDITS-GSA18;2018;142;PAPELON;m;i;1.2;188;NA;NA
MEDITS-GSA18;2018;145;PAPELON;m;i;1.2;310;NA;NA
MEDITS-GSA18;2018;146;PAPELON;m;i;1.2;1;NA;NA
MEDITS-GSA18;2018;148;PAPELON;m;i;1.2;39;NA;NA
MEDITS-GSA18;2018;150;PAPELON;m;i;1.2;39;NA;NA
MEDITS-GSA18;2018;151;PAPELON;m;i;1.2;241;NA;NA
MEDITS-GSA18;2018;162;PAPELON;m;i;1.2;48;NA;NA
MEDITS-GSA18;2018;77;PAPELON;m;i;1.2;254;NA;NA
MEDITS-GSA18;2018;83;PAPELON;m;i;1.2;160;NA;NA
MEDITS-GSA18;2018;84;PAPELON;m;i;1.2;168;NA;NA
MEDITS-GSA18;2018;95;PAPELON;m;i;1.2;178;NA;NA
MEDITS-GSA18;2018;121;SQUIMAN;m;i;1.2;30;NA;NA
MEDITS-GSA18;2018;142;PAPELON;m;m;1.2;188;NA;NA
MEDITS-GSA18;2018;145;PAPELON;m;m;1.2;310;NA;NA
MEDITS-GSA18;2018;162;PAPELON;m;m;1.2;48;NA;NA
MEDITS-GSA18;2018;84;PAPELON;m;m;1.2;168;NA;NA
MEDITS-GSA18;2018;105;PAPELON;f;i;1.3;132;NA;NA
MEDITS-GSA18;2018;107;PAPELON;f;i;1.3;48;NA;NA
MEDITS-GSA18;2018;110;PAPELON;f;i;1.3;37;NA;NA
MEDITS-GSA18;2018;129;PAPELON;f;i;1.3;23;NA;NA
MEDITS-GSA18;2018;137;PAPELON;f;i;1.3;22;NA;NA
MEDITS-GSA18;2018;142;PAPELON;f;i;1.3;273;NA;NA
MEDITS-GSA18;2018;145;PAPELON;f;i;1.3;237;NA;NA
MEDITS-GSA18;2018;147;PAPELON;f;i;1.3;34;NA;NA
MEDITS-GSA18;2018;148;PAPELON;f;i;1.3;44;NA;NA
MEDITS-GSA18;2018;150;PAPELON;f;i;1.3;77;NA;NA
MEDITS-GSA18;2018;151;PAPELON;f;i;1.3;279;NA;NA
MEDITS-GSA18;2018;157;PAPELON;f;i;1.3;325;NA;NA
MEDITS-GSA18;2018;162;PAPELON;f;i;1.3;41;NA;NA
MEDITS-GSA18;2018;77;PAPELON;f;i;1.3;308;NA;NA
MEDITS-GSA18;2018;83;PAPELON;f;i;1.3;190;NA;NA
MEDITS-GSA18;2018;84;PAPELON;f;i;1.3;114;NA;NA
MEDITS-GSA18;2018;95;PAPELON;f;i;1.3;197;NA;NA
MEDITS-GSA18;2018;105;SQUIMAN;f;i;1.3;1;NA;NA
MEDITS-GSA18;2018;154;SQUIMAN;f;i;1.3;5;NA;NA
MEDITS-GSA18;2018;107;PAPELON;m;i;1.3;53;NA;NA
MEDITS-GSA18;2018;126;PAPELON;m;i;1.3;27;NA;NA
MEDITS-GSA18;2018;142;PAPELON;m;i;1.3;188;NA;NA
MEDITS-GSA18;2018;147;PAPELON;m;i;1.3;33;NA;NA
MEDITS-GSA18;2018;83;PAPELON;m;i;1.3;160;NA;NA
MEDITS-GSA18;2018;123;SQUIMAN;m;i;1.3;12;NA;NA
MEDITS-GSA18;2018;100;PAPELON;m;m;1.3;1;NA;NA
MEDITS-GSA18;2018;105;PAPELON;m;m;1.3;51;NA;NA
MEDITS-GSA18;2018;109;PAPELON;m;m;1.3;70;NA;NA
MEDITS-GSA18;2018;110;PAPELON;m;m;1.3;52;NA;NA
MEDITS-GSA18;2018;116;PAPELON;m;m;1.3;2;NA;NA
MEDITS-GSA18;2018;129;PAPELON;m;m;1.3;29;NA;NA
MEDITS-GSA18;2018;142;PAPELON;m;m;1.3;188;NA;NA
MEDITS-GSA18;2018;145;PAPELON;m;m;1.3;620;NA;NA
MEDITS-GSA18;2018;148;PAPELON;m;m;1.3;39;NA;NA
MEDITS-GSA18;2018;150;PAPELON;m;m;1.3;39;NA;NA
MEDITS-GSA18;2018;151;PAPELON;m;m;1.3;241;NA;NA
MEDITS-GSA18;2018;157;PAPELON;m;m;1.3;612;NA;NA
MEDITS-GSA18;2018;162;PAPELON;m;m;1.3;48;NA;NA
MEDITS-GSA18;2018;77;PAPELON;m;m;1.3;254;NA;NA
MEDITS-GSA18;2018;83;PAPELON;m;m;1.3;160;NA;NA
MEDITS-GSA18;2018;84;PAPELON;m;m;1.3;168;NA;NA
MEDITS-GSA18;2018;93;PAPELON;m;m;1.3;175;NA;NA
MEDITS-GSA18;2018;95;PAPELON;m;m;1.3;178;NA;NA
MEDITS-GSA18;2018;101;PAPELON;f;i;1.4;74;NA;NA
MEDITS-GSA18;2018;105;PAPELON;f;i;1.4;132;NA;NA
MEDITS-GSA18;2018;107;PAPELON;f;i;1.4;48;NA;NA
MEDITS-GSA18;2018;110;PAPELON;f;i;1.4;37;NA;NA
MEDITS-GSA18;2018;117;PAPELON;f;i;1.4;84;NA;NA
MEDITS-GSA18;2018;126;PAPELON;f;i;1.4;60;NA;NA
MEDITS-GSA18;2018;142;PAPELON;f;i;1.4;273;NA;NA
MEDITS-GSA18;2018;145;PAPELON;f;i;1.4;237;NA;NA
MEDITS-GSA18;2018;147;PAPELON;f;i;1.4;34;NA;NA
MEDITS-GSA18;2018;148;PAPELON;f;i;1.4;44;NA;NA
MEDITS-GSA18;2018;150;PAPELON;f;i;1.4;77;NA;NA
MEDITS-GSA18;2018;151;PAPELON;f;i;1.4;279;NA;NA
MEDITS-GSA18;2018;157;PAPELON;f;i;1.4;325;NA;NA
MEDITS-GSA18;2018;162;PAPELON;f;i;1.4;41;NA;NA
MEDITS-GSA18;2018;77;PAPELON;f;i;1.4;308;NA;NA
MEDITS-GSA18;2018;83;PAPELON;f;i;1.4;190;NA;NA
