TYPE_OF_FILE;COUNTRY;AREA;VESSEL;YEAR;MONTH;DAY;HAUL_NUMBER;LITTER_CATEGORY;LITTER_SUB-CATEGORY;TOTAL_WEIGHT_IN_THE_HAUL_CATEGORY;TOTAL_NUMBER_IN_THE_HAUL_CATEGORY;TOTAL_WEIGHT_IN_THE_HAUL_SUB-CATEGORY;TOTAL_NUMBER_IN_THE_HAUL_SUB-CATEGORY;NOTE
TL;ITA;18;MIZ;2018;7;20;148;L1;C;45;2;15;1;
TL;ITA;18;MIZ;2018;7;31;85;L1;C;80;4;10;1;
TL;ITA;18;MIZ;2018;7;19;147;L1;C;35;2;5;1;
TL;ITA;18;MIZ;2018;7;26;131;L1;C;160;3;50;1;
TL;ITA;18;MIZ;2018;7;21;104;L1;C;60;4;30;2;
TL;ITA;18;MIZ;2018;7;22;134;L1;C;100;4;50;2;
TL;ITA;18;MIZ;2018;7;21;105;L1;C;190;3;20;1;
TL;ITA;18;MIZ;2018;7;27;158;L1;C;290;5;120;1;
TL;ITA;18;MIZ;2018;7;31;156;L1;C;80;4;10;1;
TL;ITA;18;MIZ;2018;7;20;110;L1;C;70;5;20;1;
TL;ITA;18;MIZ;2018;7;31;86;L1;C;60;4;10;1;
TL;ITA;18;MIZ;2018;7;21;135;L1;C;60;4;10;1;
TL;ITA;18;MIZ;2018;7;22;161;L1;C;320;6;10;1;
TL;ITA;18;MIZ;2018;7;16;117;L1;C;830;18;100;2;
TL;ITA;18;MIZ;2018;7;26;132;L1;C;120;3;20;1;
TL;ITA;18;MIZ;2018;7;26;131;L1;D;160;3;10;1;
TL;ITA;18;MIZ;2018;7;15;143;L1;E;520;4;500;1;
TL;ITA;18;MIZ;2018;7;19;126;L1;E;1260;7;1100;1;
TL;ITA;18;MIZ;2018;7;31;85;L1;E;80;4;50;1;
TL;ITA;18;MIZ;2018;7;15;145;L1;E;250;5;100;1;
TL;ITA;18;MIZ;2018;7;20;116;L1;E;1820;4;1380;2;
TL;ITA;18;MIZ;2018;7;20;142;L1;E;1570;3;20;1;
TL;ITA;18;MIZ;2018;7;21;104;L1;E;60;4;20;1;
TL;ITA;18;MIZ;2018;7;22;152;L1;E;1240;2;20;1;
TL;ITA;18;MIZ;2018;7;16;117;L1;F;830;18;530;6;
TL;ITA;18;MIZ;2018;7;21;105;L1;F;190;3;100;1;
TL;ITA;18;MIZ;2018;7;26;133;L1;F;10;1;10;1;
TL;ITA;18;MIZ;2018;7;27;158;L1;F;290;5;100;1;
TL;ITA;18;MIZ;2018;8;1;84;L1;F;80;4;20;1;
TL;ITA;18;MIZ;2018;7;22;161;L1;F;320;6;20;1;
TL;ITA;18;MIZ;2018;7;19;126;L1;F;1260;7;80;2;
TL;ITA;18;MIZ;2018;7;15;145;L1;F;250;5;100;2;
TL;ITA;18;MIZ;2018;7;22;152;L1;F;1240;2;1220;1;
TL;ITA;18;MIZ;2018;7;27;95;L1;F;250;6;200;4;
TL;ITA;18;MIZ;2018;8;1;84;L1;G;80;4;40;1;
TL;ITA;18;MIZ;2018;7;20;137;L1;G;50;1;50;1;
TL;ITA;18;MIZ;2018;8;1;76;L1;G;70;3;50;1;
TL;ITA;18;MIZ;2018;7;31;86;L1;G;60;4;10;1;
TL;ITA;18;MIZ;2018;7;20;142;L1;G;1570;3;1500;1;
TL;ITA;18;MIZ;2018;7;19;162;L1;G;90;4;10;1;
TL;ITA;18;MIZ;2018;7;14;123;L1;H;200;4;150;2;
TL;ITA;18;MIZ;2018;7;21;104;L1;H;60;4;10;1;
TL;ITA;18;MIZ;2018;7;14;112;L1;H;50;1;50;1;
TL;ITA;18;MIZ;2018;7;16;121;L1;H;1550;15;1400;12;
TL;ITA;18;MIZ;2018;7;21;138;L1;H;40;3;20;1;
TL;ITA;18;MIZ;2018;7;19;147;L1;H;35;2;30;1;
TL;ITA;18;MIZ;2018;7;15;146;L1;H;70;4;20;1;
TL;ITA;18;MIZ;2018;7;23;150;L2;B;180;1;180;1;
TL;ITA;18;MIZ;2018;7;27;158;L2;B;150;1;150;1;
TL;ITA;18;MIZ;2018;8;1;157;L2;B;120;1;120;1;
TL;ITA;18;MIZ;2018;7;27;158;L3;A;2480;3;180;1;
TL;ITA;18;MIZ;2018;7;26;97;L3;B;50;1;50;1;
TL;ITA;18;MIZ;2018;7;20;116;L3;B;320;1;320;1;
TL;ITA;18;MIZ;2018;7;26;132;L3;B;50;2;50;2;
TL;ITA;18;MIZ;2018;7;27;158;L3;B;2480;3;300;1;
TL;ITA;18;MIZ;2018;7;21;100;L3;C;1200;1;1200;1;
TL;ITA;18;MIZ;2018;7;27;158;L3;C;2480;3;2000;1;
TL;ITA;18;MIZ;2018;7;22;152;L3;C;2590;2;2480;1;
TL;ITA;18;MIZ;2018;7;20;142;L3;D;220;1;220;1;
TL;ITA;18;MIZ;2018;7;27;93;L3;D;9000;1;9000;1;
TL;ITA;18;MIZ;2018;7;22;152;L3;F;2590;2;110;1;
TL;ITA;18;MIZ;2018;7;22;152;L4;A;300;1;300;1;
TL;ITA;18;MIZ;2018;7;20;142;L4;A;440;2;440;2;
TL;ITA;18;MIZ;2018;7;27;98;L4;A;250;1;250;1;
TL;ITA;18;MIZ;2018;7;31;86;L4;A;200;1;200;1;
TL;ITA;18;MIZ;2018;7;27;158;L4;A;800;2;800;2;
TL;ITA;18;MIZ;2018;8;1;157;L4;A;180;1;180;1;
TL;ITA;18;MIZ;2018;7;15;146;L4;A;30;1;30;1;
TL;ITA;18;MIZ;2018;7;15;143;L4;A;50;1;50;1;
TL;ITA;18;MIZ;2018;7;19;162;L4;A;100;1;100;1;
TL;ITA;18;MIZ;2018;7;21;135;L4;B;40;1;40;1;
TL;ITA;18;MIZ;2018;7;20;116;L4;D;6440;1;6440;1;
TL;ITA;18;MIZ;2018;8;1;76;L5;A;100;1;100;1;
TL;ITA;18;MIZ;2018;7;20;142;L5;A;620;1;620;1;
TL;ITA;18;MIZ;2018;7;20;116;L5;A;220;1;220;1;
TL;ITA;18;MIZ;2018;7;19;162;L5;A;120;1;120;1;
TL;ITA;18;MIZ;2018;7;16;117;L5;A;300;1;300;1;
TL;ITA;18;MIZ;2018;7;26;131;L5;A;20;1;20;1;
TL;ITA;18;MIZ;2018;7;31;86;L5;A;1500;1;1500;1;
TL;ITA;18;MIZ;2018;7;21;107;L5;A;70;1;70;1;
TL;ITA;18;MIZ;2018;7;26;133;L5;A;200;1;200;1;
TL;ITA;18;MIZ;2018;7;22;134;L5;A;1000;1;1000;1;
TL;ITA;18;MIZ;2018;7;20;110;L5;B;100;1;100;1;
TL;ITA;18;MIZ;2018;7;27;88;L5;C;40;1;40;1;
TL;ITA;18;MIZ;2018;7;21;104;L5;C;35;1;35;1;
TL;ITA;18;MIZ;2018;7;15;145;L5;D;30;1;30;1;
TL;ITA;18;MIZ;2018;7;22;152;L5;D;10;1;10;1;
TL;ITA;18;MIZ;2018;7;21;138;L6;0;50;1;50;1;
TL;ITA;18;MIZ;2018;7;21;135;L6;0;130;1;130;1;
TL;ITA;18;MIZ;2018;7;31;86;L7;0;40;1;40;1;
TL;ITA;18;MIZ;2018;7;31;78;L7;0;60;1;60;1;
TL;ITA;18;MIZ;2018;7;31;156;L7;0;100;1;100;1;
TL;ITA;18;MIZ;2018;7;21;100;L8;0;7800;1;7800;1;
TL;MON;18;MIZ;2018;8;26;180;L1;A;150;4;20;2;
TL;MON;18;MIZ;2018;7;29;176;L1;A;50;3;20;2;
TL;MON;18;MIZ;2018;8;26;171;L1;A;12960;31;600;8;
TL;MON;18;MIZ;2018;8;26;172;L1;A;4360;18;800;5;
TL;MON;18;MIZ;2018;7;29;177;L1;A;140;2;20;1;
TL;MON;18;MIZ;2018;8;26;173;L1;A;80;5;30;3;
TL;MON;18;MIZ;2018;7;29;174;L1;B;2310;9;540;5;
TL;MON;18;MIZ;2018;8;26;180;L1;B;150;4;30;1;
TL;MON;18;MIZ;2018;7;29;177;L1;B;140;2;120;1;
TL;MON;18;MIZ;2018;7;29;179;L1;B;180;2;150;1;
TL;MON;18;MIZ;2018;8;26;171;L1;B;12960;31;3200;19;
TL;MON;18;MIZ;2018;8;26;172;L1;B;4360;18;1720;11;
TL;MON;18;MIZ;2018;8;26;173;L1;B;80;5;50;2;
TL;MON;18;MIZ;2018;7;29;179;L1;C;180;2;30;1;
TL;MON;18;MIZ;2018;7;29;174;L1;E;2310;9;1100;2;
TL;MON;18;MIZ;2018;8;26;171;L1;E;12960;31;9080;3;
TL;MON;18;MIZ;2018;8;26;180;L1;E;150;4;100;1;
TL;MON;18;MIZ;2018;7;29;174;L1;F;2310;9;640;1;
TL;MON;18;MIZ;2018;7;29;176;L1;G;50;3;30;1;
TL;MON;18;MIZ;2018;7;29;178;L1;G;70;1;70;1;
TL;MON;18;MIZ;2018;7;29;174;L1;G;2310;9;30;1;
TL;MON;18;MIZ;2018;8;26;172;L1;H;4360;18;1840;2;
TL;MON;18;MIZ;2018;8;26;171;L1;I;12960;31;80;1;
TL;MON;18;MIZ;2018;8;26;171;L3;A;480;7;480;7;
TL;MON;18;MIZ;2018;8;26;172;L3;B;1480;1;1480;1;
TL;MON;18;MIZ;2018;7;29;174;L3;D;4100;1;4100;1;
TL;MON;18;MIZ;2018;8;26;171;L4;A;100;1;100;1;
TL;MON;18;MIZ;2018;7;29;177;L4;A;150;1;150;1;
TL;MON;18;MIZ;2018;8;26;172;L5;A;200;1;200;1;
TL;MON;18;MIZ;2018;8;26;171;L5;A;600;3;100;1;
TL;MON;18;MIZ;2018;8;26;171;L5;B;600;3;200;1;
TL;MON;18;MIZ;2018;8;26;171;L5;C;600;3;300;1;
TL;MON;18;MIZ;2018;8;26;173;L5;D;50;1;50;1;
TL;MON;18;MIZ;2018;8;26;180;L5;D;30;1;30;1;
TL;MON;18;MIZ;2018;8;26;172;L8;0;800;1;800;1;
TL;MON;18;MIZ;2018;8;26;171;L8;0;30000;2;30000;2;
TL;ITA;18;MIZ;2018;7;15;139;L0;0;0;0;0;0;
